lat	long	Carb30	Carb1m	Clay30	Sand30	Silt30	Bulkd30	Clay1m	Sand1m	Silt1m	Bulkd1m
52	-3.333	9.3684	14.84	21.2685	31.0833	46.6574	1.0251	21.2685	31.0833	46.6574	1.1933
52	-3.167	11.908	21.5881	18.0534	40.2039	40.5922	0.9946	18.0534	40.2039	40.5922	1.1715
52	-3	8.2863	12.2699	21.5526	26.6184	50.5263	1.1537	21.5526	26.6184	50.5263	1.3175
52	-2.833	7.2538	11.5572	22.6268	25.2823	50.7273	1.2126	22.6268	25.2823	50.7273	1.3465
52	-2.667	7.494	11.5414	20.8733	30.3394	47.3982	1.2042	20.8733	30.3394	47.3982	1.331
52	-2.5	6.7992	9.971	22.7308	21.1442	54.8365	1.2139	22.7308	21.1442	54.8365	1.3485
52	-2.333	8.7858	13.5891	33.8081	22.9293	41.5354	1.1588	33.8081	22.9293	41.5354	1.3428
52	-2.167	8.8678	15.0052	42.1528	21.5741	34.8889	1.1727	42.1528	21.5741	34.8889	1.315
52	-2	8.2604	13.5646	43.8131	18.8636	36.0707	1.1454	43.8131	18.8636	36.0707	1.2784
52	-1.833	9.742	14.2827	41.1713	22.588	34.8009	1.0836	41.1713	22.588	34.8009	1.1529
52	-1.667	8.2676	13.4715	45.7172	17.7929	34.9495	1.1736	45.7172	17.7929	34.9495	1.3118
52	-1.5	8.7039	12.8567	35.1227	29.3091	34.0182	1.1709	35.1227	29.3091	34.0182	1.2599
52	-1.333	8.6094	13.2725	33.7177	32.0431	32.7368	1.192	33.7177	32.0431	32.7368	1.2904
52	-1.167	8.9727	13.1398	32.7078	30.9041	35.1096	1.1567	32.7078	30.9041	35.1096	1.2407
52	-1	8.8242	14.0816	43.7294	20.4037	34.6147	1.1609	43.7294	20.4037	34.6147	1.3445
52	-0.833	8.9652	14.8431	43.1538	19.1346	36.8413	1.1709	43.1538	19.1346	36.8413	1.3264
52	-0.667	8.323	13.4415	38.4292	28.2075	32.1887	1.187	38.4292	28.2075	32.1887	1.3515
52	-0.5	8.3524	13.3395	37.445	29.885	29.425	1.2027	37.445	29.885	29.425	1.328
52	-0.333	8.8537	12.2482	30.0617	34.4185	30.7137	1.1969	30.0617	34.4185	30.7137	1.3081
52	-0.167	8.7161	12.4133	30.1971	26.7837	31.5673	1.2044	30.1971	26.7837	31.5673	1.2897
52	0.167	8.2714	12.4601	32.5047	33.7547	32.6321	1.2236	32.5047	33.7547	32.6321	1.3443
52	0.333	8.2221	13.1568	39.1163	23.0837	37.5163	1.2117	39.1163	23.0837	37.5163	1.3587
52	0.5	7.8761	12.5298	35.6603	27.8373	35.7416	1.2356	35.6603	27.8373	35.7416	1.3718
52	0.667	7.678	12.0627	31.6605	34.907	32.3302	1.2483	31.6605	34.907	32.3302	1.3777
52	0.833	7.3546	11.6599	29.6792	37.5425	31.4906	1.2595	29.6792	37.5425	31.4906	1.3906
52	1	7.6221	11.7783	26.2038	41.9905	30.5071	1.2436	26.2038	41.9905	30.5071	1.3787
52	1.167	6.7627	10.6286	17.4585	58.0585	22.961	1.246	17.4585	58.0585	22.961	1.3586
52	0	8.654	12.7184	30.327	25.8199	32.6161	1.1977	30.327	25.8199	32.6161	1.2946
52.166	-4.167	11.4814	18.1711	26.0343	27.2451	44.9951	1.0268	26.0343	27.2451	44.9951	1.1876
52.166	-4	14.7988	24.7381	23.2615	30.4312	44.6881	0.9145	23.2615	30.4312	44.6881	1.0998
52.166	-3.833	21.8436	40.4385	16.8122	38.061	43.6526	0.6256	16.8122	38.061	43.6526	0.8774
52.166	-3.667	21.2396	41.1416	17.0556	38.0404	43.4646	0.6503	17.0556	38.0404	43.4646	0.8911
52.166	-3.5	14.104	23.3555	22.8578	30.92	44.6844	0.9325	22.8578	30.92	44.6844	1.1217
52.166	-3.333	11.9195	18.722	25.681	29.6286	43.0333	0.9706	25.681	29.6286	43.0333	1.1525
52.166	-3.167	11.5507	17.5193	21.9159	33.3879	43.1822	1.0265	21.9159	33.3879	43.1822	1.173
52.166	-3	8.4468	14.1235	20.9761	31.2536	46.3541	1.1568	20.9761	31.2536	46.3541	1.3125
52.166	-2.833	7.8986	13.0317	21.1717	31.4444	45.8889	1.1846	21.1717	31.4444	45.8889	1.3384
52.166	-2.667	6.8722	10.5481	24.287	18.9491	55.412	1.239	24.287	18.9491	55.412	1.3571
52.166	-2.5	6.5799	9.5045	24.2136	17.4272	57.2184	1.2371	24.2136	17.4272	57.2184	1.3639
52.166	-2.333	8.5533	12.9766	31.3493	21.311	45.6603	1.1627	31.3493	21.311	45.6603	1.3721
52.166	-2.167	8.4371	13.5478	37.2719	24.5702	36.7412	1.1992	37.2719	24.5702	36.7412	1.371
52.166	-2	8.4785	13.9432	42.2775	22.8517	33.5311	1.1705	42.2775	22.8517	33.5311	1.3491
52.166	-1.833	8.1387	13.6255	45.2368	18.9912	34.4035	1.1874	45.2368	18.9912	34.4035	1.3511
52.166	-1.667	8.1076	13.4455	42.1722	23.2775	33.2297	1.2014	42.1722	23.2775	33.2297	1.3469
52.166	-1.5	7.9995	13.4577	47.9857	15.5857	34.9571	1.1878	47.9857	15.5857	34.9571	1.3349
52.166	-1.333	8.1777	13.6758	47.6114	16.0711	34.7204	1.1843	47.6114	16.0711	34.7204	1.3179
52.166	-1.167	8.2145	13.4027	45.6414	18.7727	34.101	1.1709	45.6414	18.7727	34.101	1.327
52.166	-1	8.7921	14	40.4769	24.5741	33.6389	1.1619	40.4769	24.5741	33.6389	1.3147
52.166	-0.833	8.991	14.2051	39.2367	24.7101	35.0242	1.1584	39.2367	24.7101	35.0242	1.3237
52.166	-0.667	9.2211	14.6096	42.8756	19.3963	36.9493	1.1601	42.8756	19.3963	36.9493	1.307
52.166	-0.5	8.8307	14.2839	42.8433	19.9493	36.4147	1.1792	42.8433	19.9493	36.4147	1.3172
52.166	-0.333	8.1607	13.5305	37.9848	25.5909	35.6768	1.2179	37.9848	25.5909	35.6768	1.3479
52.166	-0.167	8.4461	14.0755	39.5114	25.105	34.7991	1.2027	39.5114	25.105	34.7991	1.3455
52.166	0.167	10.0011	13.6265	24.6172	43.4737	29.2823	1.1818	24.6172	43.4737	29.2823	1.2675
52.166	0.333	8.5739	11.7524	26.9202	41.615	30.4977	1.2304	26.9202	41.615	30.4977	1.3337
52.166	0.5	8.2261	13.0712	37.7393	25.2749	36.5166	1.2134	37.7393	25.2749	36.5166	1.3582
52.166	0.667	8.1254	12.9824	38.4928	24.6603	36.3397	1.212	38.4928	24.6603	36.3397	1.3591
52.166	0.833	7.1703	11.7018	35.2009	29.5654	34.243	1.2644	35.2009	29.5654	34.243	1.3993
52.166	1	7.4731	13.3194	38.2536	25.7081	34.8852	1.2573	38.2536	25.7081	34.8852	1.3864
52.166	1.167	7.3634	12.2734	38.5488	26.4186	33.8698	1.2655	38.5488	26.4186	33.8698	1.3988
52.166	1.333	7.2174	13.3418	31.6087	38.686	28.5314	1.2542	31.6087	38.686	28.5314	1.3708
52.166	1.5	8.0671	14.6394	22.9767	53.6186	21.4326	1.1837	23.2605	53.3023	21.6651	1.3096
52.166	0	9.1647	14.0591	41.1132	22.684	35.0472	1.1873	41.1132	22.684	35.0472	1.3083
52.333	-4	13.8436	23.3792	24.1912	29.3971	44.7451	0.9255	24.1912	29.3971	44.7451	1.1083
52.333	-3.833	19.1794	32.1894	18.4223	36.3107	43.6796	0.7232	18.4223	36.3107	43.6796	0.9454
52.333	-3.667	23.3602	52.113	17.0578	37.8178	43.7644	0.6439	17.0578	37.8178	43.7644	0.8233
52.333	-3.5	14.847	22.809	22.561	32.761	43.1756	0.8953	22.561	32.761	43.1756	1.0914
52.333	-3.333	12.9416	20.416	24.806	28.5274	44.99	0.9506	24.806	28.5274	44.99	1.1674
52.333	-3.167	12.338	18.5224	22.8056	31.6296	43.7269	0.9557	22.8056	31.6296	43.7269	1.0953
52.333	-3	9.3817	14.6765	22.689	17.7033	57.9904	1.0244	22.689	17.7033	57.9904	1.1939
52.333	-2.833	8.1675	13.3397	21.1209	18.8465	58.3581	1.0803	21.1209	18.8465	58.3581	1.2492
52.333	-2.667	7.482	11.368	22.7477	22.7703	53.036	1.1971	22.7477	22.7703	53.036	1.333
52.333	-2.5	8.0053	11.6995	23.5311	24.488	50.7464	1.1706	23.5311	24.488	50.7464	1.3257
52.333	-2.333	7.8348	11.5096	16.4344	48.8778	33.5339	1.1493	16.4344	48.8778	33.5339	1.324
52.333	-2.167	7.7054	11.6587	26.3939	39.1313	33.0556	1.2395	26.3939	39.1313	33.0556	1.3983
52.333	-2	8.3837	12.7852	31.0455	32.0455	35.3283	1.1914	31.0455	32.0455	35.3283	1.3761
52.333	-1.833	8.834	13.1598	39.9583	22.5602	35.9722	1.1819	39.9583	22.5602	35.9722	1.4016
52.333	-1.667	8.5367	12.8793	34.1576	28.7291	35.4631	1.2117	34.1576	28.7291	35.4631	1.4033
52.333	-1.5	8.1902	12.3607	25.9187	39.5407	33.1388	1.2081	25.9187	39.5407	33.1388	1.391
52.333	-1.333	8.0657	13.4043	40.9123	26.5482	31.1974	1.1947	40.9123	26.5482	31.1974	1.3531
52.333	-1.167	8.5295	14.1967	44.5024	19.9187	34.1627	1.1805	44.5024	19.9187	34.1627	1.3348
52.333	-1	7.7966	12.7097	39.816	25.0047	33.8349	1.2047	39.816	25.0047	33.8349	1.3444
52.333	-0.833	7.931	12.2992	34.3426	31.8426	32.5185	1.2026	34.3426	31.8426	32.5185	1.3267
52.333	-0.667	9.3543	14.4157	38.197	27.0303	33.6364	1.1633	38.197	27.0303	33.6364	1.2763
52.333	-0.5	8.6962	14.1832	46.1887	16.4811	36.3066	1.1758	46.1887	16.4811	36.3066	1.305
52.333	-0.333	8.3268	14.1494	46.8584	18.242	33.9954	1.1891	46.8584	18.242	33.9954	1.3293
52.333	-0.167	8.169	13.2208	39.4975	24.6601	35.0296	1.2155	39.4975	24.6601	35.0296	1.3589
52.333	0.167	16.6738	40.7877	40.463	25.2222	33.0648	0.9303	40.463	25.2222	33.0648	1.0805
52.333	0.333	18.5412	46.0006	31.652	32.5049	34.4265	0.8767	31.652	32.5049	34.4265	0.9854
52.333	0.5	11.0553	23.912	11.3301	70.201	17.0766	1.1335	11.3301	70.201	17.0766	1.2157
52.333	0.667	7.9701	15.9338	10.3472	76.1991	11.9444	1.1374	10.3472	76.1991	11.9444	1.2925
52.333	0.833	7.7188	14.223	19.599	57.8614	21.0495	1.239	19.599	57.8614	21.0495	1.3423
52.333	1	6.9206	12.6259	32.5484	35.8341	30.0507	1.3101	32.5484	35.8341	30.0507	1.4188
52.333	1.167	7.0561	12.9414	36.6232	30.5217	31.1981	1.2993	36.6232	30.5217	31.1981	1.4147
52.333	1.333	7.4045	13.1561	39.507	26.2326	32.7814	1.2759	39.507	26.2326	32.7814	1.4093
52.333	1.5	7.5362	13.5556	35.3221	32.1587	31.101	1.2692	35.3221	32.1587	31.101	1.3946
52.333	0	12.1767	28.7024	46.8702	18.8269	32.9663	1.0809	46.8702	18.8269	32.9663	1.1811
52.5	-4	13.8354	26.3637	22.3455	32.135	41.7273	0.9014	21.904	32.425	42.2814	1.0124
52.5	-3.833	19.2438	30.0075	16.2995	38.2028	43.7742	0.6891	16.2995	38.2028	43.7742	0.9398
52.5	-3.667	18.1333	30.7668	18.7929	36.6616	43.0101	0.7532	18.7929	36.6616	43.0101	0.956
52.5	-3.5	14.1607	24.1404	23.4493	32.6522	42.6039	0.9475	23.4493	32.6522	42.6039	1.1418
52.5	-3.333	13.5343	24.5309	24.9241	28.625	44.8929	0.9453	24.9241	28.625	44.8929	1.1462
52.5	-3.167	11.603	19.0175	24.4258	26.0957	47.7895	0.9994	24.4258	26.0957	47.7895	1.1777
52.5	-3	9.6306	14.8449	22.5124	22.7214	53.204	1.0445	22.5124	22.7214	53.204	1.2362
52.5	-2.833	10.1375	14.0769	18.8981	37.7083	41.9907	1.0742	18.8981	37.7083	41.9907	1.2554
52.5	-2.667	7.8375	11.9879	23.2222	23.5556	51.7525	1.1709	23.2222	23.5556	51.7525	1.3308
52.5	-2.5	7.1545	10.7202	22.4242	25.6566	50.6061	1.2191	22.4242	25.6566	50.6061	1.3529
52.5	-2.333	7.2468	10.6161	14.8072	58.9103	24.9058	1.244	14.8072	58.9103	24.9058	1.3887
52.5	-2.167	8.033	12.1921	20.7464	49.7081	28.0957	1.214	20.7464	49.7081	28.0957	1.3682
52.5	-2	8.1336	12.3529	26.8846	37.8894	33.6923	1.206	26.8846	37.8894	33.6923	1.4114
52.5	-1.833	8.8789	14.8883	26.84	44.2844	27.4711	1.1625	26.84	44.2844	27.4711	1.332
52.5	-1.667	8.1209	12.8009	26.2647	38.9902	33.3088	1.2106	26.2647	38.9902	33.3088	1.4064
52.5	-1.5	8.3573	12.4463	32.4343	29.6768	36.4293	1.2093	32.4343	29.6768	36.4293	1.4107
52.5	-1.333	7.4962	11.662	34	32.2864	32.4223	1.2687	34	32.2864	32.4223	1.426
52.5	-1.167	8.2772	13.1855	39.2885	25.6106	33.8702	1.2296	39.2885	25.6106	33.8702	1.3926
52.5	-1	8.789	14.3526	45.7065	16.9652	36.0896	1.1724	45.7065	16.9652	36.0896	1.3469
52.5	-0.833	8.8296	14.1379	42.9439	20.5234	35.2523	1.1569	42.9439	20.5234	35.2523	1.3245
52.5	-0.667	9.276	14.1767	39.7207	26.7477	32.4459	1.1299	39.7207	26.7477	32.4459	1.2959
52.5	-0.5	9.6307	14.9888	44.2808	19.6355	35.0246	1.1125	44.2808	19.6355	35.0246	1.2579
52.5	-0.333	9.9888	18.8942	43.9045	22.3668	32.9598	1.1297	43.9045	22.3668	32.9598	1.2464
52.5	-0.167	20.4857	53.2318	41.3048	15.919	41.5857	0.8025	41.3048	15.919	41.5857	0.9374
52.5	0.167	19.6564	45.8882	30.1386	25.4505	43.0198	0.8635	30.1386	25.4505	43.0198	1.0265
52.5	0.333	21.1183	52.5767	33.8744	20.0186	44.7581	0.7785	33.8744	20.0186	44.7581	0.9461
52.5	0.5	18.3844	56.326	15.264	61.7563	21.7107	0.8647	15.264	61.7563	21.7107	0.898
52.5	0.667	8.9937	19.8177	7.7673	79.3416	11.3762	1.024	7.7673	79.3416	11.3762	1.2056
52.5	0.833	8.7269	18.7145	10.4654	76.2995	11.7327	1.1944	10.4654	76.2995	11.7327	1.3031
52.5	1	7.6531	14.6657	23.1643	48	27.2174	1.291	23.1643	48	27.2174	1.3915
52.5	1.167	6.7804	10.9706	30.9528	36.0849	31.2689	1.3205	30.9528	36.0849	31.2689	1.4409
52.5	1.333	6.9852	12.3609	30.4369	37.568	30.3981	1.3033	30.4369	37.568	30.3981	1.4191
52.5	1.5	9.5147	21.406	29.3256	38.4884	30.8651	1.2032	29.3256	38.4884	30.8651	1.2961
52.5	1.667	8.7578	15.7282	22.7958	47.6839	28.0518	1.2013	22.5803	47.6528	28.0933	1.2985
52.5	0	21.3105	45.2573	36.4387	13.9906	48.283	0.7807	36.4387	13.9906	48.283	1.0171
52.666	-4	18.0354	34.1017	17.731	38.9898	41.6447	0.7548	17.731	38.9898	41.6447	0.9227
52.666	-3.833	17.743	28.6469	17.4527	38.9851	41.9552	0.6974	17.4527	38.9851	41.9552	0.9379
52.666	-3.667	18.274	34.7839	20.2201	34.9952	43.177	0.7501	20.2201	34.9952	43.177	0.9298
52.666	-3.5	21.2394	46.3376	21.5333	32.0762	45.081	0.6827	21.5333	32.0762	45.081	0.9366
52.666	-3.333	10.7215	17.1873	26.9949	25.1061	46.0455	0.9931	26.9949	25.1061	46.0455	1.2083
52.666	-3.167	10.4489	17.1198	26.303	23.7879	48.1667	1.0256	26.303	23.7879	48.1667	1.2109
52.666	-3	10.2771	16.7011	25.4299	25.4208	47.5701	1.0646	25.4299	25.4208	47.5701	1.2682
52.666	-2.833	9.0022	12.9537	19.784	49.0141	29.7981	1.1786	19.784	49.0141	29.7981	1.3569
52.666	-2.667	8.0013	11.7323	21.6459	49.2967	27.5742	1.2396	21.6459	49.2967	27.5742	1.419
52.666	-2.5	9.3231	18.1526	22.0574	41.8421	34.7129	1.1382	22.0574	41.8421	34.7129	1.3322
52.666	-2.333	7.3829	10.9256	18.1974	56.9737	23.2588	1.2634	18.1974	56.9737	23.2588	1.4301
52.666	-2.167	8.1617	12.2349	22.0287	50.2201	26.1675	1.2291	22.0287	50.2201	26.1675	1.4315
52.666	-2	9.1428	13.314	20.8134	50.9904	27.4593	1.1386	20.8134	50.9904	27.4593	1.3608
52.666	-1.833	8.6482	14.9256	13.3774	65.2689	19.8632	1.2303	13.3774	65.2689	19.8632	1.3461
52.666	-1.667	8.3785	13.0165	28.6489	33.9244	35.9022	1.2256	28.6489	33.9244	35.9022	1.4017
52.666	-1.5	7.9329	12.3316	28.4976	33.1292	36.9856	1.2493	28.4976	33.1292	36.9856	1.4285
52.666	-1.333	8.0776	11.9403	31.7273	31.7033	35.1053	1.2248	31.7273	31.7033	35.1053	1.4303
52.666	-1.167	9.1698	14.4486	36.482	27.4054	34.8739	1.1702	36.482	27.4054	34.8739	1.3658
52.666	-1	8.3588	13.4512	40.8333	23.9714	34.0095	1.211	40.8333	23.9714	34.0095	1.3777
52.666	-0.833	8.262	13.6929	47	17.0202	34.697	1.1669	47	17.0202	34.697	1.335
52.666	-0.667	8.1287	12.1366	37.0398	27.9055	33.4876	1.1598	37.0398	27.9055	33.4876	1.2721
52.666	-0.5	9.5195	13.2633	35.6636	28.2318	34.65	1.1146	35.6636	28.2318	34.65	1.1897
52.666	-0.333	11.542	20.2244	32.3585	35.1981	30.9953	1.0904	32.3585	35.1981	30.9953	1.1872
52.666	-0.167	15.4404	30.009	38.4378	17.791	42.3085	0.995	38.4378	17.791	42.3085	1.1416
52.666	0.167	10.0913	19.6932	25.9037	25.3991	47.1147	1.134	25.9037	25.3991	47.1147	1.2571
52.666	0.333	13.2619	26.6406	26.7304	27.4804	44.5441	1.0568	26.7304	27.4804	44.5441	1.2044
52.666	0.5	11.0499	26.8322	12.5388	68.0049	18.0437	1.1481	12.5388	68.0049	18.0437	1.2167
52.666	0.667	7.0728	13.2409	11.7639	70.6481	16.2546	1.2863	11.7639	70.6481	16.2546	1.2954
52.666	0.833	6.9774	12.492	25.8049	43.9024	28.722	1.3168	25.8049	43.9024	28.722	1.4165
52.666	1	7.6126	13.8316	23.8199	44.5545	29.9905	1.2971	23.8199	44.5545	29.9905	1.409
52.666	1.167	8.5253	17.3974	10.4488	68.1268	19.722	1.2237	10.4488	68.1268	19.722	1.3185
52.666	1.333	8.9099	19.0623	12.8326	61.8558	23.7209	1.2413	12.8326	61.8558	23.7209	1.3167
52.666	1.5	11.5292	30.0751	21.52	46.765	30.405	1.1404	21.52	46.765	30.405	1.1889
52.666	1.667	9.479	18.756	32.1902	35.2529	31.954	1.1527	30.5517	35.5517	32.4023	1.233
52.666	0	14.3472	33.6121	39.6298	11.7067	47.2548	1.0078	39.6298	11.7067	47.2548	1.108
52.833	-4.167	9.5946	16.8655	13.5217	57.2338	27.1711	1.0762	12.9605	55.7403	29.0526	1.185
52.833	-4	23.3063	73.2198	15.3218	40.9554	42.2327	0.6294	15.3218	40.9554	42.2327	0.7154
52.833	-3.833	22.5678	54.5451	14.905	44.11	39.6	0.6121	14.905	44.11	39.6	0.8084
52.833	-3.667	21.2191	50.4194	19.6237	36.0914	42.7151	0.6958	19.6237	36.0914	42.7151	0.8619
52.833	-3.5	22.8273	54.3302	19.1136	35.9886	43.25	0.5865	19.1136	35.9886	43.25	0.7747
52.833	-3.333	15.9406	29.1148	21.0909	33.2249	44.0191	0.852	21.0909	33.2249	44.0191	1.011
52.833	-3.167	11.4885	18.5294	24.0717	29.9283	44.3139	1.0137	24.0717	29.9283	44.3139	1.164
52.833	-3	10.0031	20.2709	16.881	54.5762	27.0333	1.1654	16.881	54.5762	27.0333	1.3038
52.833	-2.833	11.1593	25.1793	21.8883	48.9492	27.7411	1.1021	21.8883	48.9492	27.7411	1.2227
52.833	-2.667	8.2498	13.0541	20.9747	53.6717	23.8232	1.2345	20.9747	53.6717	23.8232	1.3876
52.833	-2.5	8.7837	14.9762	19.1699	56.199	23.2087	1.2299	19.1699	56.199	23.2087	1.366
52.833	-2.333	8.7561	14.87	19.0385	54.9087	24.5865	1.2007	19.0385	54.9087	24.5865	1.3725
52.833	-2.167	8.7934	15.5854	29.8636	35.9949	32.6566	1.1969	29.8636	35.9949	32.6566	1.372
52.833	-2	9.0464	15.4651	25.4091	43.9646	29.4141	1.1765	25.4091	43.9646	29.4141	1.3427
52.833	-1.833	9.1148	14.0389	34	31.3939	33.2273	1.1705	34	31.3939	33.2273	1.3765
52.833	-1.667	9.3285	14.6094	30.9213	32.7963	34.8472	1.1813	30.9213	32.7963	34.8472	1.3622
52.833	-1.5	8.6765	13.5084	25.132	38.7665	34.7563	1.2075	25.132	38.7665	34.7563	1.3571
52.833	-1.333	8.787	13.9436	29.5152	31.899	37.1061	1.2112	29.5152	31.899	37.1061	1.3737
52.833	-1.167	8.6293	14.0083	37.0758	25.303	36.3232	1.2164	37.0758	25.303	36.3232	1.3858
52.833	-1	8.506	14.122	46.8995	17.2831	34.5297	1.1833	46.8995	17.2831	34.5297	1.3499
52.833	-0.833	8.2486	13.2824	42.2326	23.2372	33.1023	1.1872	42.2326	23.2372	33.1023	1.3275
52.833	-0.667	8.4805	12.1112	34.1579	31.4593	32.9234	1.1769	34.1579	31.4593	32.9234	1.28
52.833	-0.5	8.2605	11.9935	38.275	26.995	33.295	1.1841	38.275	26.995	33.295	1.3019
52.833	-0.333	10.1246	19.0481	35.0049	25.9126	37.4612	1.1392	35.0049	25.9126	37.4612	1.2525
52.833	-0.167	8.6097	14.8018	16.5917	33.4266	48.4679	1.2241	16.5917	33.4266	48.4679	1.3348
52.833	0.167	7.9659	13.898	10.1271	40.1197	45.3983	1.2523	10.1271	40.1197	45.3983	1.362
52.833	0.667	5.5497	9.3796	16.3382	61.7295	20.7826	1.4037	16.3382	61.7295	20.7826	1.3669
52.833	0.833	6.498	11.736	18.8667	55.5048	24.3714	1.3571	18.8667	55.5048	24.3714	1.3774
52.833	1	6.9906	11.9918	21.7291	49.4631	27.3448	1.3044	21.7291	49.4631	27.3448	1.4016
52.833	1.167	7.6219	14.002	10.7395	64.3721	23.4279	1.2999	10.7395	64.3721	23.4279	1.3588
52.833	1.333	8.2387	15.8806	10.5758	62.7475	25.1818	1.2927	10.5758	62.7475	25.1818	1.3401
52.833	1.5	10.1066	24.7385	14.4957	53.4783	30.5217	1.2025	14.4957	53.4783	30.5217	1.2602
52.833	0	8.3078	14.5272	15.3467	34.4264	46.6784	1.2363	15.3467	34.4264	46.6784	1.34
53	-4.167	18.0593	34.1249	16.6168	40.6636	40.4206	0.7901	16.6168	40.6636	40.4206	0.9626
53	-4	20.8036	48.5139	15.7629	42.3402	40.134	0.6776	15.7629	42.3402	40.134	0.8095
53	-3.833	27.5113	81.4317	17.3862	37.2414	44.0207	0.4589	17.3862	37.2414	44.0207	0.5632
53	-3.667	20.7655	46.6386	18.9113	37.2069	42.6552	0.7203	18.9113	37.2069	42.6552	0.9215
53	-3.5	15.646	25.1004	21.447	32.9585	44.0783	0.8203	21.447	32.9585	44.0783	1.0422
53	-3.333	14.4947	25.3796	22.1579	32.0766	44.0431	0.8878	22.1579	32.0766	44.0431	1.0574
53	-3.167	14.9177	22.9344	20.1061	36.7172	41.7323	0.8842	20.1061	36.7172	41.7323	1.077
53	-3	8.9824	13.5103	24.5721	44.4826	29.8706	1.1782	24.5721	44.4826	29.8706	1.3802
53	-2.833	9.692	16.5852	32.8221	33.9663	31.899	1.1657	32.8221	33.9663	31.899	1.3583
53	-2.667	9.6921	17.0201	22.2967	51.6172	24.7177	1.167	22.2967	51.6172	24.7177	1.3551
53	-2.5	8.7413	13.1369	22.9912	50.6009	24.9035	1.2102	22.9912	50.6009	24.9035	1.4005
53	-2.333	8.884	14.3383	19.6172	52.6316	26.4402	1.1869	19.6172	52.6316	26.4402	1.3687
53	-2.167	8.8858	13.3394	24.8086	40.5407	33.823	1.1945	24.8086	40.5407	33.823	1.3797
53	-2	10.1908	15.029	23.6699	43.1722	32.201	1.1195	23.6699	43.1722	32.201	1.3193
53	-1.833	9.7625	14.5548	26.9665	26.9234	44.9378	1.1133	26.9665	26.9234	44.9378	1.2671
53	-1.667	9.0577	13.8245	32.2366	27.6339	39.2232	1.1816	32.2366	27.6339	39.2232	1.3622
53	-1.5	9.7508	14.9901	27.6761	32.7606	38.6432	1.154	27.6761	32.7606	38.6432	1.3335
53	-1.333	9.1932	14.0587	31.823	28.311	38.8995	1.1808	31.823	28.311	38.8995	1.3788
53	-1.167	8.3998	12.7616	18.7847	53.8182	25.8469	1.1742	18.7847	53.8182	25.8469	1.3071
53	-1	8.3917	13.5842	34.005	26.0896	38.6318	1.2332	34.005	26.0896	38.6318	1.4113
53	-0.833	9.3116	15.7261	42.2585	22.1512	34.3122	1.1814	42.2585	22.1512	34.3122	1.3344
53	-0.667	8.446	13.8944	39.4619	28.6762	30.4238	1.1958	39.4619	28.6762	30.4238	1.3254
53	-0.5	8.0514	11.3736	26.9336	42.455	29.1374	1.1928	26.9336	42.455	29.1374	1.2295
53	-0.333	8.4632	14.3896	37.6794	25.5981	35.2679	1.2215	37.6794	25.5981	35.2679	1.3393
53	-0.167	9.6612	16.4749	33.8182	19.5707	45.0909	1.1677	33.8182	19.5707	45.0909	1.2724
53	0	10.3858	17.3941	31.1188	18.4307	48.2426	1.1511	31.1188	18.4307	48.2426	1.2754
53.166	-4.333	8.5951	13.5656	18.3036	50.2703	31.2865	1.1423	16.9243	49.8	31.9081	1.3103
53.166	-4.167	13.4615	22.2016	16.9115	47.6979	34.2604	0.9447	16.9115	47.6979	34.2604	1.1696
53.166	-4	21.049	40.8279	16.6169	39.0149	42.8408	0.6915	16.6169	39.0149	42.8408	0.901
53.166	-3.833	14.7168	22.8809	21.1023	33.7814	43.3674	0.8281	21.1023	33.7814	43.3674	1.013
53.166	-3.667	16.6119	31.3819	21.3575	33.2271	43.8068	0.8448	21.3575	33.2271	43.8068	0.9779
53.166	-3.5	13.3506	21.0893	23.6919	32.5253	42.0404	0.9209	23.6919	32.5253	42.0404	1.0867
53.166	-3.333	11.6462	17.4735	20.628	41.2947	36.4396	0.9949	20.628	41.2947	36.4396	1.1738
53.166	-3.167	10.4043	15.9771	20.6068	42.3883	35.7961	1.0682	20.6068	42.3883	35.7961	1.2708
53.166	-3	9.2048	13.7552	20.767	44.7951	32.2524	1.1756	20.767	44.7951	32.2524	1.3824
53.166	-2.833	9.0146	14.8068	31.8971	35.848	30.7598	1.1952	31.8971	35.848	30.7598	1.3881
53.166	-2.667	8.8374	13.2034	20.2535	56.493	21.892	1.1938	20.2535	56.493	21.892	1.3702
53.166	-2.5	9.3363	14.4412	37.7739	26.9598	33.8392	1.2006	37.7739	26.9598	33.8392	1.4017
53.166	-2.333	8.6756	13.0622	17.101	60.0707	21.2323	1.2168	17.101	60.0707	21.2323	1.396
53.166	-2.167	9.7047	16.0097	20.1818	51.8232	26.7677	1.1704	20.1818	51.8232	26.7677	1.3536
53.166	-2	16.3626	33.0226	27.6051	34.3538	37.1077	0.9173	27.6051	34.3538	37.1077	1.1113
53.166	-1.833	11.3173	14.7066	24.4242	17.4798	57.4798	1.0407	24.4242	17.4798	57.4798	1.1409
53.166	-1.667	10.9993	14.4706	20.9242	24.0202	54.3485	1.0466	20.9242	24.0202	54.3485	1.1672
53.166	-1.5	12.5751	18.5461	21.307	38.8419	39.0884	1.036	21.307	38.8419	39.0884	1.2351
53.166	-1.333	9.3776	13.7266	26.0854	34.6281	38.2462	1.1627	26.0854	34.6281	38.2462	1.3077
