lat	long	Carb30	Carb1m	Clay30	Sand30	Silt30	Bulkd30	Clay1m	Sand1m	Silt1m	Bulkd1m
53.166	-1.167	8.1272	11.5446	10.0347	71.3416	17.0198	1.1305	10.0347	71.3416	17.0198	1.289
53.166	-1	7.5924	11.6893	25.3493	42.7177	30.3923	1.2102	25.3493	42.7177	30.3923	1.3868
53.166	-0.833	8.5753	13.5175	33.4354	30.6555	34.5072	1.2181	33.4354	30.6555	34.5072	1.3845
53.166	-0.667	8.7948	13.6374	24.2899	50.4541	23.5942	1.2001	24.2899	50.4541	23.5942	1.3612
53.166	-0.5	9.9491	16.4614	30.5931	34.8088	33.0147	1.1215	30.5931	34.8088	33.0147	1.1859
53.166	-0.333	14.9276	30.7009	32.9952	30.9082	34.6908	1.0134	32.9952	30.9082	34.6908	1.1888
53.166	-0.167	8.4039	12.5706	26.4486	44.1869	27.8972	1.2255	26.4486	44.1869	27.8972	1.3885
53.166	0.167	10.8574	16.7704	32.5628	25.2462	40.1859	1.154	32.5628	25.2462	40.1859	1.2942
53.166	0	9.1784	13.7849	30.7379	36.2961	31.6602	1.225	30.7379	36.2961	31.6602	1.3448
53.333	-4.333	9.8511	17.3719	24.5078	32.8031	41.3938	1.1113	24.5078	32.8031	41.3938	1.3001
53.333	-3	7.9881	11.7314	20.7579	53.6968	23.3947	1.2233	20.7579	53.6968	23.3947	1.4174
53.333	-2.833	10.0969	15.5636	26.9667	41.1844	28.7222	1.1653	26.9667	41.1844	28.7222	1.3691
53.333	-2.667	8.3183	12.6177	24.7115	45.1827	28.6875	1.2203	24.7115	45.1827	28.6875	1.3969
53.333	-2.5	9.7328	17.9406	29.5885	38.2249	30.8612	1.178	29.5885	38.2249	30.8612	1.3542
53.333	-2.333	9.6424	16.5366	22.3876	51.4545	24.6077	1.1762	22.3876	51.4545	24.6077	1.3576
53.333	-2.167	9.0453	13.5104	26.0813	44.4689	28.2105	1.1834	26.0813	44.4689	28.2105	1.384
53.333	-2	14.8123	26.775	18.976	47.3606	32.9856	0.9837	18.976	47.3606	32.9856	1.1654
53.333	-1.833	16.6511	35.1103	18.7961	34.4612	45.9563	0.8873	18.7961	34.4612	45.9563	0.9807
53.333	-1.667	18.566	33.9989	18.5507	41.0435	39.4251	0.8301	18.5507	41.0435	39.4251	1.0338
53.333	-1.5	11.2677	18.32	27.9171	30.2293	40.8732	1.0793	27.9171	30.2293	40.8732	1.2652
53.333	-1.333	8.7923	13.4279	24.2798	34.8716	39.6789	1.1938	24.2798	34.8716	39.6789	1.3257
53.333	-1.167	8.7574	13.376	22.1408	45.7793	30.5399	1.1479	22.1408	45.7793	30.5399	1.2463
53.333	-1	8.4477	16.2257	13.4924	66.7157	18.0558	1.2327	13.4924	66.7157	18.0558	1.3289
53.333	-0.833	8.5785	13.5756	36.0808	26.2172	36.2879	1.2177	36.0808	26.2172	36.2879	1.3929
53.333	-0.667	8.0408	12.6469	38.3512	28.1707	32	1.2452	38.3512	28.1707	32	1.3835
53.333	-0.5	8.8303	13.5363	35.7788	28.7356	33.9375	1.1905	35.7788	28.7356	33.9375	1.2764
53.333	-0.333	8.2812	12.5997	33.8155	36.2039	28.2913	1.2247	33.8155	36.2039	28.2913	1.3885
53.333	-0.167	7.9712	11.2874	32.9646	28.2576	36.0808	1.2238	32.9646	28.2576	36.0808	1.2686
53.333	0.167	8.7163	14.2746	35.9698	22.5075	39.1407	1.1983	36.0804	22.2613	39.2462	1.3333
53.333	0	7.7997	10.8942	31.689	26.7608	38.5933	1.2387	31.689	26.7608	38.5933	1.3094
53.5	-3	12.7858	25.3879	13.9435	68.9632	14.5638	1.0817	13.3564	69.7947	14.7737	1.2189
53.5	-2.833	13.9461	25.8517	15.5769	67.1346	15.8221	1.088	15.5769	67.1346	15.8221	1.2693
53.5	-2.667	8.4214	12.4461	29.8081	37.9899	31.303	1.2235	29.8081	37.9899	31.303	1.4284
53.5	-2.5	12.0031	27.551	27.9679	39.8342	31.2995	1.0957	27.9679	39.8342	31.2995	1.2675
53.5	-2.333	9.5436	17.4585	18.3906	53.3542	27.2448	1.1543	18.3906	53.3542	27.2448	1.3343
53.5	-2.167	8.6546	13.6148	24.9545	44.096	30.4596	1.2141	24.9545	44.096	30.4596	1.4004
53.5	-2	18.4949	43.8259	20.0714	47.6868	31.6429	0.859	20.0714	47.6868	31.6429	1.0148
53.5	-1.833	27.3074	79.6789	16.052	54.5491	28.5318	0.5559	16.052	54.5491	28.5318	0.6556
53.5	-1.667	17.2985	36.9469	22.4894	40.6489	35.9415	0.8887	22.4894	40.6489	35.9415	1.0612
53.5	-1.5	9.976	15.3111	30.4192	28.202	40.197	1.1278	30.4192	28.202	40.197	1.2947
53.5	-1.333	8.5162	13.3867	26.8384	30.697	41.1818	1.2156	26.8384	30.697	41.1818	1.3363
53.5	-1.167	9.4831	16.3456	27.4038	36.4712	34.8173	1.152	27.4038	36.4712	34.8173	1.2314
53.5	-1	12.4737	31.1897	13.3527	65.5459	19.7005	1.0946	13.3527	65.5459	19.7005	1.1943
53.5	-0.833	10.7981	23.3539	20.3649	37.2417	40.6967	1.1501	20.3649	37.2417	40.6967	1.2694
53.5	-0.667	8.6743	13.6025	19.8465	48.2426	30.3465	1.2106	19.8465	48.2426	30.3465	1.329
53.5	-0.5	10.8937	19.6611	32.607	34.4726	31.6517	1.1269	32.607	34.4726	31.6517	1.2265
53.5	-0.333	8.4317	11.3284	17.8502	51.7005	26.0773	1.2168	17.8502	51.7005	26.0773	1.2889
53.5	-0.167	7.401	10.5838	27.8095	33.2952	36.3571	1.2578	27.8095	33.2952	36.3571	1.3261
53.5	0	8.1485	13.706	34.4514	25.0417	38.9375	1.2146	34.4514	25.0417	38.9375	1.3638
53.666	-2.833	13.8163	31.644	20.7322	47.2787	27.5924	1.0521	20.7322	47.2787	27.5924	1.2065
53.666	-2.667	8.7345	13.6712	31.0048	36.4163	31.3445	1.1907	31.0048	36.4163	31.3445	1.3974
53.666	-2.5	18.7087	42.5082	21.7158	42.6	34.9632	0.8516	21.7158	42.6	34.9632	1.0564
53.666	-2.333	16.3964	30.2632	20.8373	43.6459	35.0383	0.9275	20.8373	43.6459	35.0383	1.1488
53.666	-2.167	17.011	35.4062	17.6425	50.1256	31.6329	0.9019	17.6425	50.1256	31.6329	1.0878
53.666	-2	21.8362	49.2339	17.7077	48.4513	33.0974	0.7319	17.7077	48.4513	33.0974	0.9075
53.666	-1.833	10.372	15.2443	17.5359	46.512	35.0431	1.0972	17.5359	46.512	35.0431	1.2524
53.666	-1.667	9.7768	15.0555	30.0287	28.4402	40.4067	1.1472	30.0287	28.4402	40.4067	1.3032
53.666	-1.5	8.9791	14.0164	29.2392	29.445	40.1244	1.1901	29.2392	29.445	40.1244	1.3236
53.666	-1.333	8.6036	13.0526	25.756	34.3684	38.5455	1.2047	25.756	34.3684	38.5455	1.3019
53.666	-1.167	8.6326	14.5846	27.8687	39.9848	30.8535	1.2347	27.8687	39.9848	30.8535	1.3094
53.666	-1	9.0768	18.2473	30.1616	27.3737	40.9242	1.2251	30.1616	27.3737	40.9242	1.3169
53.666	-0.833	10.8828	25.7953	22.8168	13.5707	62.0628	1.13	22.8168	13.5707	62.0628	1.216
53.666	-0.667	8.2104	14.4624	26.1535	26.7327	44.8465	1.2061	26.1535	26.7327	44.8465	1.2815
53.666	-0.5	8.537	12.8081	29.9485	33.3247	35.5361	1.1845	29.9485	33.3247	35.5361	1.2585
53.666	-0.333	8.2327	13.0555	33.7921	30.5819	33.9888	1.2059	33.7921	30.5819	33.9888	1.337
53.666	-0.167	9.0856	16.1341	39.3987	14.4183	44.4706	1.1544	39.3987	14.4183	44.4706	1.2733
53.833	-2.833	13.8326	33.151	32.7463	30.922	34.9512	1.0361	32.7463	30.922	34.9512	1.2021
53.833	-2.667	11.1508	18.1133	30.3689	34.4854	34.0194	1.1217	30.3689	34.4854	34.0194	1.3326
53.833	-2.5	10.2202	15.1402	27.8586	37.4444	34.0505	1.1502	27.8586	37.4444	34.0505	1.362
53.833	-2.333	11.5686	18.7231	26.3586	38.0404	35.0303	1.1211	26.3586	38.0404	35.0303	1.3151
53.833	-2.167	16.6103	33.9657	23.3737	40.9368	35.1	0.9474	23.3737	40.9368	35.1	1.1408
53.833	-2	21.5077	50.832	22.5213	40.5638	36.1755	0.7697	22.5213	40.5638	36.1755	0.9534
53.833	-1.833	12.4524	18.2405	23.0758	40.9394	35.404	1.0614	23.0758	40.9394	35.404	1.2804
53.833	-1.667	9.8537	14.984	30.6414	31.2475	37.3384	1.1528	30.6414	31.2475	37.3384	1.3392
53.833	-1.5	9.4706	14.3753	30.2995	31.8832	36.934	1.1467	30.2995	31.8832	36.934	1.3194
53.833	-1.333	9.2495	13.0226	24.9423	37.4183	36.4904	1.1294	24.9423	37.4183	36.4904	1.1979
53.833	-1.167	8.2789	13.7699	26.3732	42.3254	29.8995	1.2508	26.3732	42.3254	29.8995	1.3766
53.833	-1	8.6725	14.7328	21.689	48.6459	28.1005	1.2518	21.689	48.6459	28.1005	1.3609
53.833	-0.833	9.1462	16.1653	28.9471	43.5865	26.0529	1.2323	28.9471	43.5865	26.0529	1.338
53.833	-0.667	8.8568	13.8308	20.4293	48.9495	28.2677	1.1939	20.4293	48.9495	28.2677	1.2441
53.833	-0.5	8.0313	12.4447	27.1566	33.0101	38.3737	1.2344	27.1566	33.0101	38.3737	1.3149
53.833	-0.333	11.5469	21.9964	35.8517	28.7847	34.4689	1.1291	35.8517	28.7847	34.4689	1.2773
53.833	-0.167	6.3381	9.9044	28.7062	37.7175	32.2373	1.3278	28.7062	37.7175	32.2373	1.4772
53.999	-2.667	20.7415	44.7643	20.8135	44.9896	33.3161	0.7831	20.8135	44.9896	33.3161	0.9904
53.999	-2.5	24.1286	60.9509	23.1579	40.2684	35.7263	0.6791	23.1579	40.2684	35.7263	0.8636
53.999	-2.333	13.8106	24.1795	25.049	35.9706	38.3284	1.023	25.049	35.9706	38.3284	1.2522
53.999	-2.167	13.513	21.5037	22.6842	35.8756	40.89	1.0305	22.6842	35.8756	40.89	1.2527
53.999	-2	16.816	30.4866	23.0392	37.8235	38.3627	0.9098	23.0392	37.8235	38.3627	1.1207
53.999	-1.833	18.5928	35.7672	24.1707	37.7659	37.2878	0.8508	24.1707	37.7659	37.2878	1.0908
53.999	-1.667	10.7091	16.0293	29.866	34.8182	34.7608	1.1267	29.866	34.8182	34.7608	1.3481
53.999	-1.5	8.6137	13.6213	30.067	35.9761	33.2727	1.2187	30.067	35.9761	33.2727	1.3759
53.999	-1.333	7.8729	13.086	26.6432	40.8995	31.1457	1.274	26.6432	40.8995	31.1457	1.3887
53.999	-1.167	8.6966	15.9052	34.1162	32.5556	31.6667	1.2399	34.1162	32.5556	31.6667	1.3616
53.999	-1	9.1795	14.1089	20.4256	56.5026	21.6974	1.2457	20.4256	56.5026	21.6974	1.3828
53.999	-0.833	8.1995	12.2735	29.804	35.2261	32.9146	1.2026	29.804	35.2261	32.9146	1.3098
53.999	-0.667	9.0678	11.1392	23.8927	18.239	48.761	1.1227	23.8927	18.239	48.761	1.0725
53.999	-0.5	8.057	11.1594	25.1942	26.8689	43.1748	1.213	25.1942	26.8689	43.1748	1.2349
53.999	-0.333	7.9824	13.2366	26.4847	34.9898	36.4235	1.2602	26.4847	34.9898	36.4235	1.3488
54.166	-2.833	14.6959	30.6698	22.7881	27.1533	45.4702	0.8592	22.7881	27.1533	45.4702	1.0054
54.166	-2.667	9.9988	15.2093	21.6244	39.4518	37.7919	1.1185	21.6244	39.4518	37.7919	1.2835
54.166	-2.5	16.436	31.7419	21.6634	37.8317	39.599	0.9063	21.6634	37.8317	39.599	1.1119
54.166	-2.333	22.1837	53.2072	23.75	30.9783	44.2228	0.7171	23.75	30.9783	44.2228	0.8665
54.166	-2.167	23.803	57.4528	27.3968	27.1164	44.4339	0.6506	27.3968	27.1164	44.4339	0.7969
54.166	-2	26.5345	71.611	23.9217	33.3313	41.7892	0.5767	23.9217	33.3313	41.7892	0.7053
54.166	-1.833	23.8708	57.4047	20.1444	42.4944	36.4722	0.6573	20.1444	42.4944	36.4722	0.8542
54.166	-1.667	11.6928	19.3121	23.8291	39.9447	35.392	1.0659	23.8291	39.9447	35.392	1.2794
54.166	-1.5	8.2387	14.1511	23.4712	45.9663	29.4327	1.2523	23.4712	45.9663	29.4327	1.378
54.166	-1.333	8.2991	13.4378	23.4089	50.0296	25.33	1.2638	23.4089	50.0296	25.33	1.3829
54.166	-1.167	9.1348	13.4094	23.3568	45.2211	30.4121	1.143	23.3568	45.2211	30.4121	1.3146
54.166	-1	8.9572	14.016	28.0922	37.1214	33.6262	1.1784	28.0922	37.1214	33.6262	1.3109
54.166	-0.833	8.785	15.5033	33.9064	30.6207	34.1872	1.2064	33.9064	30.6207	34.1872	1.3029
54.166	-0.667	8.248	11.7818	21.6061	42.8182	32.096	1.2005	21.6061	42.8182	32.096	1.233
54.166	-0.5	9.8166	16.788	19.9307	35.9356	37.4356	1.141	19.9307	35.9356	37.4356	1.1382
54.166	-0.333	8.7405	15.1935	24.0955	28.5506	41.9213	1.1801	24.0955	28.5506	41.9213	1.1944
54.333	-3.333	16.7338	37.8124	13.8394	50.9016	33.6218	0.8406	13.8601	51.0104	33.6736	0.9965
54.333	-3.167	22.714	59.98	17.8226	39.1613	41.6183	0.6347	17.8226	39.1613	41.6183	0.7775
54.333	-3	19.3637	38.6463	20.7424	34.8333	42.899	0.6482	20.7424	34.8333	42.899	0.9254
54.333	-2.833	13.4818	22.1506	23.2677	31.3687	43.6717	0.9414	23.2677	31.3687	43.6717	1.0726
54.333	-2.667	12.9982	20.8781	22.5909	33.2323	42.4444	0.965	22.5909	33.2323	42.4444	1.1291
54.333	-2.5	18.7049	37.6029	20.3859	36.1359	42.0489	0.7795	20.3859	36.1359	42.0489	0.9829
54.333	-2.333	28.7854	78.2996	22.6954	35.3908	41.0287	0.515	22.6954	35.3908	41.0287	0.7035
54.333	-2.167	23.8633	62.2613	22.8201	35.0317	41.1852	0.6808	22.8201	35.0317	41.1852	0.8552
54.333	-2	19.1996	43.3602	20.8168	41.3911	36.8069	0.822	20.8168	41.3911	36.8069	0.9975
54.333	-1.833	13.4776	20.3276	23.4976	38.4163	37.1292	1.0247	23.4976	38.4163	37.1292	1.2245
54.333	-1.667	9.0252	15.482	22.0097	42.3285	34.8454	1.2042	22.0097	42.3285	34.8454	1.3573
54.333	-1.5	8.9778	15.4083	31.254	34.8466	32.7937	1.2145	31.254	34.8466	32.7937	1.3753
54.333	-1.333	10.2422	15.4253	33.3175	30.1111	35.7354	1.1272	33.3175	30.1111	35.7354	1.3519
54.333	-1.167	15.0831	23.6297	32.1263	28.7525	38.0202	0.9193	32.1263	28.7525	38.0202	1.1349
54.333	-1	15.8099	27.9647	30.3655	32.1015	36.3959	0.9082	30.3655	32.1015	36.3959	1.0987
54.333	-0.833	16.0622	27.1476	31.7416	31.311	35.8278	0.863	31.7416	31.311	35.8278	1.1045
54.333	-0.667	17.5296	24.7188	27.7033	38.3062	32.8756	0.7844	27.7033	38.3062	32.8756	1.0771
54.333	-0.5	12.9081	18.2026	28.5345	36.1782	34.2184	0.9829	28.5345	36.1782	34.2184	1.215
54.499	-3.5	11.3247	18.4118	17.4975	51.9204	29.403	1.0655	17.4975	51.9204	29.403	1.2414
54.499	-3.333	21.4967	60.1452	15.3354	43.8571	39.3292	0.6279	15.3354	43.8571	39.3292	0.7208
54.499	-3.167	23.1325	72.179	11.0149	50.097	37.1045	0.601	11.0149	50.097	37.1045	0.6508
54.499	-3	19.5373	52.2946	8.6878	53.6931	35.8254	0.6929	8.6878	53.6931	35.8254	0.7988
54.499	-2.833	22.3413	64.3928	11.8895	49.3779	37.0988	0.6574	11.8895	49.3779	37.0988	0.7478
54.499	-2.667	16.1016	36.853	23.5417	35.375	40.0104	0.9257	23.5417	35.375	40.0104	1.0706
54.499	-2.5	9.8151	14.2316	23.1196	41.0813	34.5598	1.1429	23.1196	41.0813	34.5598	1.3143
54.499	-2.333	17.5974	44.0544	20.2381	46.375	32.25	0.9028	20.2381	46.375	32.25	1.0529
54.499	-2.167	31.1161	98.3984	24.8926	35.719	38.6694	0.4521	24.8926	35.719	38.6694	0.5359
54.499	-2	19.3728	43.8067	22.266	41.803	35.0788	0.8555	22.266	41.803	35.0788	1.0498
54.499	-1.833	10.2787	15.2591	20.4258	48.8756	29.8134	1.1773	20.4258	48.8756	29.8134	1.3299
54.499	-1.667	8.1028	12.536	28.8702	36.8029	33.8413	1.2527	28.8702	36.8029	33.8413	1.4161
54.499	-1.5	8.7296	13.5235	40.0052	23.089	35.8115	1.2307	40.0052	23.089	35.8115	1.4208
54.499	-1.333	8.8888	13.6565	41.5604	20.4879	36.7488	1.216	41.5604	20.4879	36.7488	1.4124
54.499	-1.167	8.6347	13.3695	35.2402	28.8725	35.3235	1.1886	35.2402	28.8725	35.3235	1.3858
54.499	-1	12.6782	20.0796	37.1442	25.1346	36.7404	1.0144	37.1442	25.1346	36.7404	1.2577
54.499	-0.833	10.0181	14.9688	31.0176	33.4471	34.4706	1.1278	31.0176	33.4471	34.4706	1.3435
54.666	-3.333	10.6688	15.536	23.4306	37.7703	37.7847	1.1159	23.4306	37.7703	37.7847	1.2856
54.666	-3.167	14.9403	33.0279	20.3202	40.0148	38.3645	0.8928	20.3202	40.0148	38.3645	1.0261
54.666	-3	14.3711	30.8046	21.8503	40.0374	36.9626	0.9608	21.8503	40.0374	36.9626	1.1281
54.666	-2.833	9.0576	14.1075	21.4536	48.2887	28.8918	1.1713	21.4536	48.2887	28.8918	1.3765
54.666	-2.667	8.5154	12.4574	14.3737	63.5455	20.4747	1.187	14.3737	63.5455	20.4747	1.3682
54.666	-2.5	23.0408	63.1236	17.5435	49.5942	31.558	0.7524	17.5435	49.5942	31.558	0.8581
54.666	-2.333	33.1563	104.5734	21.48	36.93	40.85	0.3988	21.48	36.93	40.85	0.4726
54.666	-2.167	22.1387	58.726	25.5152	35.7455	37.9455	0.748	25.5152	35.7455	37.9455	0.9082
54.666	-2	21.3814	41.9707	20.829	41.3679	36.9171	0.7847	20.829	41.3679	36.9171	1.0319
54.666	-1.833	9.5169	14.1755	27.9646	37.1717	34.2778	1.1893	27.9646	37.1717	34.2778	1.3957
54.666	-1.667	8.2592	12.4068	29.2278	35.6667	34.6278	1.2352	29.2278	35.6667	34.6278	1.4306
54.666	-1.5	9.0227	15.6236	32.5482	32.3909	34.2944	1.209	32.5482	32.3909	34.2944	1.37
54.666	-1.333	8.295	12.9841	37.0714	27.5714	34.7194	1.2237	37.0714	27.5714	34.7194	1.4204
54.666	-1.167	7.6049	12.1158	35.6	29.1781	33.8356	1.1773	35.411	28.2603	34.9726	1.3215
54.833	-5	999	999	999	999	999	999	999	999	999	999
54.833	-4.667	999	999	999	999	999	999	999	999	999	999
54.833	-4.5	999	999	999	999	999	999	999	999	999	999
54.833	-4.167	999	999	999	999	999	999	999	999	999	999
54.833	-3.5	7.2723	15.3494	9.8333	52.5789	28.7895	1.1147	9.6842	57	29.5789	1.2058
54.833	-3.333	10.4493	20.5238	15.9937	45.1006	33.7925	1.1245	16.0063	45.2327	33.8176	1.2858
54.833	-3.167	10.1518	18.7979	21.9235	41.9235	34.3316	1.1521	21.9235	41.9235	34.3316	1.3384
54.833	-3	8.5005	12.414	20.4356	53.2772	24.6832	1.2073	20.4356	53.2772	24.6832	1.4233
54.833	-2.833	9.2718	13.8793	13.8053	65.0158	19.8211	1.1613	13.8053	65.0158	19.8211	1.3663
54.833	-2.667	17.6903	42.6373	12.7527	62.1989	23.7581	0.9109	12.7527	62.1989	23.7581	1.0546
54.833	-2.5	26.0274	70.669	24.2529	35.0824	39.9647	0.6308	24.2529	35.0824	39.9647	0.8036
54.833	-2.333	21.9754	52.6979	25.0957	33.9521	40.2872	0.7524	25.0957	33.9521	40.2872	0.9795
54.833	-2.167	22.681	50.1453	24.0437	34.918	40.3005	0.7178	24.0437	34.918	40.3005	0.9789
54.833	-2	17.6469	30.5581	23.8846	38.4231	37.0288	0.8763	23.8846	38.4231	37.0288	1.1551
54.833	-1.833	9.1868	13.5955	27.4928	37.5455	34.5981	1.1817	27.4928	37.5455	34.5981	1.4093
54.833	-1.667	8.1685	12.1909	27.4474	38.4737	33.6421	1.2348	27.4474	38.4737	33.6421	1.4338
54.833	-1.5	8.2368	12.8337	30.0574	36.1866	33.244	1.2323	30.0574	36.1866	33.244	1.4057
54.833	-1.333	7.7532	12.2176	32.2136	32.8641	34.3301	1.2369	32.2136	32.8641	34.3301	1.4031
54.999	-4.833	999	999	999	999	999	999	999	999	999	999
54.999	-4.667	999	999	999	999	999	999	999	999	999	999
54.999	-4.5	999	999	999	999	999	999	999	999	999	999
54.999	-4.333	999	999	999	999	999	999	999	999	999	999
54.999	-4.167	999	999	999	999	999	999	999	999	999	999
54.999	-4	999	999	999	999	999	999	999	999	999	999
54.999	-3.833	999	999	999	999	999	999	999	999	999	999
54.999	-3.667	999	999	999	999	999	999	999	999	999	999
54.999	-3.5	999	999	999	999	999	999	999	999	999	999
54.999	-3.333	25.9716	86.727	15	4999	38.5	0.573	15	4999	38.5	0.6424
54.999	-3.167	16.8164	38.1102	18.8519	37.7963	38.2222	1.0233	18.8519	37.7963	38.2222	1.1476
54.999	-3	11.945	21.3318	20.4624	50.7168	25.3931	1.1396	20.4624	50.7168	25.3931	1.3503
54.999	-2.833	10.5211	18.8966	21.945	50.165	26.18	1.1458	21.945	50.165	26.18	1.3638
54.999	-2.667	17.0068	32.2168	21.0221	44.105	33.7072	0.8902	21.0221	44.105	33.7072	1.1652
54.999	-2.5	21.9566	53.6924	24.4635	35.2031	39.5208	0.7273	24.4635	35.2031	39.5208	0.9599
54.999	-2.333	17.3003	31.4713	25.0051	35.6954	38.6091	0.881	25.0051	35.6954	38.6091	1.1682
54.999	-2.167	10.1059	15.0706	23.8722	40.85	34.6444	1.1517	23.8722	40.85	34.6444	1.3579
54.999	-2	8.7333	13.0903	27.3788	36.9747	35.2525	1.2027	27.3788	36.9747	35.2525	1.4026
54.999	-1.833	8.2025	12.5386	28.899	37.2525	33.4798	1.2424	28.899	37.2525	33.4798	1.4319
54.999	-1.667	8.8488	15.6062	32.5537	32.8347	34.0579	1.2099	32.5537	32.8347	34.0579	1.3849
54.999	-1.5	8.1996	13.5071	39.7595	23.3165	36.1266	1.2064	39.7595	23.3165	36.1266	1.3566
55.166	-4.667	999	999	999	999	999	999	999	999	999	999
55.166	-4.5	999	999	999	999	999	999	999	999	999	999
55.166	-4.333	999	999	999	999	999	999	999	999	999	999
55.166	-4.167	999	999	999	999	999	999	999	999	999	999
55.166	-4	999	999	999	999	999	999	999	999	999	999
55.166	-3.833	999	999	999	999	999	999	999	999	999	999
55.166	-3.667	999	999	999	999	999	999	999	999	999	999
55.166	-3.5	999	999	999	999	999	999	999	999	999	999
55.166	-3.333	999	999	999	999	999	999	999	999	999	999
55.166	-3.167	999	999	999	999	999	999	999	999	999	999
55.166	-3	15.7783	21.5181	24.6667	47.1667	26.5	1.3603	24.6667	47.1667	26.5	1.527
55.166	-2.833	18.1866	32.9144	23.2051	43.4615	31.641	0.7986	23.2051	43.4615	31.641	1.1313
55.166	-2.667	29.302	78.3898	22.3404	38.7801	37.0496	0.395	22.3404	38.7801	37.0496	0.6459
55.166	-2.5	29.4406	62.6254	22.0355	35.0102	41.9949	0.3721	22.0355	35.0102	41.9949	0.7841
55.166	-2.333	22.1716	36.0479	23.6077	35.8995	39.6555	0.6807	23.6077	35.8995	39.6555	1.0649
55.166	-2.167	16.9501	26.5853	24.7368	37.2053	37.2316	0.915	24.7368	37.2053	37.2316	1.1986
55.166	-2	15.0952	24.2148	27.512	34.9522	36.9282	0.9688	27.512	34.9522	36.9282	1.2413
55.166	-1.833	8.6349	13.2112	31.868	34.1726	33.6853	1.2258	31.868	34.1726	33.6853	1.4164
55.166	-1.667	8.1772	12.8716	33.3333	31.2778	35.0238	1.2466	33.3333	31.2778	35.0238	1.4295
55.333	-4.667	999	999	999	999	999	999	999	999	999	999
55.333	-4.5	999	999	999	999	999	999	999	999	999	999
55.333	-4.333	999	999	999	999	999	999	999	999	999	999
55.333	-4.167	999	999	999	999	999	999	999	999	999	999
55.333	-4	999	999	999	999	999	999	999	999	999	999
55.333	-3.833	999	999	999	999	999	999	999	999	999	999
55.333	-3.667	999	999	999	999	999	999	999	999	999	999
55.333	-3.5	999	999	999	999	999	999	999	999	999	999
55.333	-3.333	999	999	999	999	999	999	999	999	999	999
55.333	-3.167	999	999	999	999	999	999	999	999	999	999
55.333	-3	999	999	999	999	999	999	999	999	999	999
55.333	-2.833	999	999	999	999	999	999	999	999	999	999
55.333	-2.667	18.1829	40.7346	19.7887	50.7324	27.1127	0.5355	19.7887	50.7324	27.1127	0.8271
55.333	-2.5	24.1107	57.2262	18.7785	50.1646	29.6962	0.6564	18.7785	50.1646	29.6962	0.8868
55.333	-2.333	23.2928	48.4927	18.5487	43.2564	37.0462	0.6332	18.5487	43.2564	37.0462	0.9186
55.333	-2.167	19.6596	41.1397	18.3466	44.2784	36.2727	0.7069	18.3466	44.2784	36.2727	0.904
55.333	-2	12.7747	19.3536	23.2778	42.702	33.2222	1.0539	23.2778	42.702	33.2222	1.2492
55.333	-1.833	13.9125	20.5552	24.9778	40.3389	33.9944	1.0463	24.9778	40.3389	33.9944	1.2693
55.333	-1.667	7.6279	11.4977	27.1406	41.0547	31.2188	1.262	27.1406	41.0547	31.2188	1.432
55.499	-5.333	999	999	999	999	999	999	999	999	999	999
55.499	-4.667	999	999	999	999	999	999	999	999	999	999
55.499	-4.5	999	999	999	999	999	999	999	999	999	999
55.499	-4.333	999	999	999	999	999	999	999	999	999	999
55.499	-4.167	999	999	999	999	999	999	999	999	999	999
55.499	-4	999	999	999	999	999	999	999	999	999	999
55.499	-3.833	999	999	999	999	999	999	999	999	999	999
55.499	-3.667	999	999	999	999	999	999	999	999	999	999
55.499	-3.5	999	999	999	999	999	999	999	999	999	999
55.499	-3.333	999	999	999	999	999	999	999	999	999	999
55.499	-3.167	999	999	999	999	999	999	999	999	999	999
55.499	-3	999	999	999	999	999	999	999	999	999	999
55.499	-2.833	999	999	999	999	999	999	999	999	999	999
55.499	-2.667	999	999	999	999	999	999	999	999	999	999
55.499	-2.5	17.72	25.5035	17.1429	53.7143	28.2	1.3705	17.1429	53.7143	28.2	1.4753
55.499	-2.333	19.1035	30.6973	12.7766	57.0319	28.6117	1.1619	12.7766	57.0319	28.6117	1.2605
55.499	-2.167	19.0063	46.8875	11.5055	53.2418	33.956	0.6985	11.5055	53.2418	33.956	0.7971
55.499	-2	11.2208	18.8854	13.9187	55.9091	28.9713	1.0831	13.9187	55.9091	28.9713	1.1932
55.499	-1.833	14.0397	20.6389	25.0632	38.8211	35.4421	1.0637	25.0632	38.8211	35.4421	1.2726
55.499	-1.667	8.3951	13.0098	24.8986	39.2536	35.3261	1.2213	24.9348	39.2971	35.3623	1.4011
55.666	-6.333	999	999	999	999	999	999	999	999	999	999
55.666	-5.5	999	999	999	999	999	999	999	999	999	999
55.666	-5.333	999	999	999	999	999	999	999	999	999	999
55.666	-5.167	999	999	999	999	999	999	999	999	999	999
55.666	-4.833	999	999	999	999	999	999	999	999	999	999
55.666	-4.667	999	999	999	999	999	999	999	999	999	999
55.666	-4.5	999	999	999	999	999	999	999	999	999	999
55.666	-4.333	999	999	999	999	999	999	999	999	999	999
55.666	-4.167	999	999	999	999	999	999	999	999	999	999
55.666	-4	999	999	999	999	999	999	999	999	999	999
55.666	-3.833	999	999	999	999	999	999	999	999	999	999
55.666	-3.667	999	999	999	999	999	999	999	999	999	999
55.666	-3.5	999	999	999	999	999	999	999	999	999	999
