LONLAT
-3.33333333333333 59.1666666666667 21 18 20 17 15 15 16 16 19 20 22 22
-3.16666666666667 59.1666666666667 21 18 20 18 16 15 16 17 19 20 22 22
-3.5 59 20 18 20 17 15 15 16 16 19 20 22 22
-3.33333333333333 59 20 18 20 17 15 15 16 16 19 20 22 21
-3.16666666666667 59 20 18 20 17 15 15 16 16 19 20 22 22
-3 59 20 18 19 17 15 15 16 17 19 20 22 23
-3 58.8333333333333 20 18 19 17 15 15 16 16 19 20 22 22
-5 58.6666666666667 23 21 22 19 16 18 20 21 22 23 23 22
-4.83333333333333 58.6666666666667 23 21 22 19 16 18 19 20 22 22 23 22
-4.66666666666667 58.6666666666667 22 20 22 19 17 17 18 19 21 21 22 22
-4.16666666666667 58.6666666666667 22 19 21 18 16 16 17 18 20 21 23 23
-4 58.6666666666667 21 19 21 18 16 15 17 17 20 20 23 23
-3.83333333333333 58.6666666666667 21 18 20 17 15 14 16 16 19 20 22 22
-3.66666666666667 58.6666666666667 20 18 19 17 15 14 15 16 18 19 22 22
-3.5 58.6666666666667 20 18 19 17 15 14 15 16 19 19 22 22
-3.33333333333333 58.6666666666667 20 18 19 17 15 14 15 15 19 19 22 22
-3.16666666666667 58.6666666666667 20 18 19 17 15 15 16 16 19 19 22 22
-6.5 58.5 23 21 22 19 17 18 21 21 23 24 24 23
-6.33333333333333 58.5 23 20 22 19 17 18 20 21 23 24 24 23
-5.16666666666667 58.5 24 22 23 20 16 19 22 22 23 24 24 24
-5 58.5 23 22 23 20 16 19 21 21 23 23 24 23
-4.83333333333333 58.5 23 21 22 19 16 18 20 20 22 23 23 23
-4.66666666666667 58.5 23 21 22 19 17 18 19 20 21 22 23 23
-4.5 58.5 22 20 22 19 17 17 18 19 21 22 23 23
-4.33333333333333 58.5 23 20 22 19 16 17 18 18 21 22 23 23
-4.16666666666667 58.5 22 19 22 19 16 16 18 18 21 22 23 24
-4 58.5 22 19 21 19 16 16 17 17 21 21 23 23
-3.83333333333333 58.5 21 18 21 18 15 15 17 17 20 20 23 23
-3.66666666666667 58.5 21 18 20 17 15 14 16 16 19 20 22 22
-3.5 58.5 20 18 20 17 15 14 16 16 19 20 22 22
-3.33333333333333 58.5 20 18 19 17 15 14 15 16 19 19 22 22
-3.16666666666667 58.5 20 17 19 17 15 14 15 16 19 19 22 21
-7 58.3333333333333 23 21 22 19 17 18 20 22 23 24 24 23
-6.83333333333333 58.3333333333333 23 21 22 19 17 18 20 22 23 24 24 23
-6.66666666666667 58.3333333333333 23 21 22 19 17 18 21 21 23 24 24 23
-6.5 58.3333333333333 23 20 22 19 17 18 20 21 23 24 24 22
-6.33333333333333 58.3333333333333 23 20 22 19 17 18 20 21 23 24 24 23
-5.33333333333333 58.3333333333333 23 21 23 20 16 19 22 22 23 23 24 23
-5.16666666666667 58.3333333333333 24 23 24 20 16 19 22 22 23 24 24 24
-5 58.3333333333333 24 23 24 20 16 19 22 22 23 24 24 23
-4.83333333333333 58.3333333333333 23 22 23 20 17 18 21 21 22 23 24 24
-4.66666666666667 58.3333333333333 23 21 23 20 17 18 20 19 22 23 24 23
-4.5 58.3333333333333 23 20 22 20 17 18 19 19 22 23 24 24
-4.33333333333333 58.3333333333333 23 20 22 20 17 17 19 18 22 22 24 24
-4.16666666666667 58.3333333333333 23 20 22 20 16 17 18 19 22 22 24 24
-4 58.3333333333333 23 19 23 20 16 16 18 17 22 22 24 23
-3.83333333333333 58.3333333333333 22 19 22 19 16 15 17 17 21 21 24 23
-3.66666666666667 58.3333333333333 21 18 21 18 15 15 17 17 20 20 23 22
-3.5 58.3333333333333 20 18 20 18 15 14 16 17 19 20 22 22
-7.16666666666667 58.1666666666667 23 21 22 18 17 18 20 22 23 24 24 23
-7 58.1666666666667 23 21 22 18 17 18 20 22 23 24 24 23
-6.83333333333333 58.1666666666667 23 21 22 18 17 18 20 22 23 24 24 23
-6.66666666666667 58.1666666666667 23 20 22 18 17 18 20 21 23 24 24 23
-6.5 58.1666666666667 23 20 22 18 17 18 20 21 22 24 24 22
-5.5 58.1666666666667 23 20 23 19 17 19 21 21 23 23 24 23
-5.33333333333333 58.1666666666667 23 20 23 20 16 19 21 21 23 23 24 23
-5.16666666666667 58.1666666666667 23 21 24 20 16 19 22 21 23 23 24 23
-5 58.1666666666667 23 22 24 20 16 19 21 21 23 23 24 24
-4.83333333333333 58.1666666666667 23 21 23 20 17 18 20 20 22 23 24 23
-4.66666666666667 58.1666666666667 23 20 23 20 17 18 19 19 22 23 24 24
-4.5 58.1666666666667 23 20 23 20 17 18 19 19 22 23 24 24
-4.33333333333333 58.1666666666667 23 20 23 20 17 18 19 19 22 23 24 24
-4.16666666666667 58.1666666666667 23 20 23 20 16 17 18 19 22 23 24 23
-4 58.1666666666667 23 19 23 20 16 17 18 18 22 22 24 23
-3.83333333333333 58.1666666666667 22 19 22 20 16 16 18 18 21 22 24 23
