L8_ID	X	Y
732	-59.504869	77.602165
733	99.358822	77.565231
734	103.141177	77.565231
735	-80.641153	77.565222
736	-76.858802	77.565222
740	-33.081882	77.556484
741	95.596474	77.506588
742	106.903525	77.506588
743	-84.403498	77.506581
744	-73.096459	77.506581
746	11.249978	77.594913
750	-15.055494	77.428381
753	18.571913	77.47647
755	91.89298	77.390297
756	110.607019	77.390297
757	-88.106989	77.39029
758	-69.39297	77.390286
761	-107.829301	77.437139
762	-49.670662	77.437134
763	-114.291305	77.427928
764	65.708647	77.427932
766	-43.208656	77.427922
770	-19.065892	77.398744
777	156.964483	77.309437
778	-23.035533	77.309429
781	-101.417805	77.291381
782	-56.082157	77.291377
789	-120.654225	77.265939
790	-36.845744	77.265932
791	88.283846	77.218265
792	114.216153	77.218265
793	-91.716128	77.218259
794	-65.78383	77.218254
798	-26.929657	77.161826
800	25.649374	77.157409
806	14.819133	77.166766
807	84.799517	76.9932
809	-95.200449	76.993194
810	-62.299509	76.993188
811	-110.868868	77.004144
812	69.131092	77.004148
814	-46.631093	77.004139
817	149.282504	76.958048
818	-30.717511	76.958039
821	-104.645805	76.935357
822	-52.854165	76.935353
825	21.83869	76.950563
826	62.927711	76.924602
827	139.572286	76.924602
828	-117.072246	76.924595
829	-40.427719	76.924589
830	101.25	76.800593
831	-78.749977	76.800583
832	97.688006	76.77233
833	104.811993	76.77233
834	-82.31197	76.772322
836	81.464328	76.718443
838	-98.535637	76.718437
839	-58.96433	76.718431
840	94.161127	76.688007
841	108.338872	76.688007
842	-85.838848	76.687999
843	-71.661112	76.687999
849	-13.605935	76.705934
853	-17.413612	76.698888
854	-123.126313	76.700751
857	-34.373656	76.700745
863	158.801651	76.634913
865	-21.19837	76.634903
868	18.15553	76.688952
870	-89.297369	76.548976
871	90.70261	76.548982
872	111.797389	76.548982
873	-68.20259	76.54897
880	155.070281	76.514928
881	-24.929738	76.51492
884	-107.671356	76.538513
885	-49.828607	76.538509
886	66.316478	76.536391
887	136.183524	76.53639
888	-113.683489	76.536386
889	-43.81648	76.536381
892	-101.703892	76.397774
893	-55.796069	76.397769
894	-119.621371	76.393037
895	60.378588	76.393039
896	142.121408	76.393039
897	-37.878598	76.393031
898	87.342179	76.35741
899	115.15782	76.35741
900	-92.657791	76.357402
901	-64.842171	76.3574
903	24.858472	76.386478
907	151.420074	76.340517
909	-28.579944	76.340506
912	14.620824	76.375471
914	84.104884	76.116134
916	-95.895085	76.116126
917	-61.604878	76.116122
919	21.264324	76.170181
922	147.874976	76.113792
923	-125.374941	76.113789
924	-32.125033	76.113782
925	69.507167	76.105266
927	-110.492796	76.10526
928	-47.007175	76.105256
929	99.56277	76.02209
930	102.937229	76.02209
931	-80.437209	76.022083
932	-77.06275	76.022082
935	-104.693793	76.035261
936	-52.806172	76.035257
937	63.718872	76.038264
938	138.781129	76.038264
939	-116.281094	76.038258
940	-41.218881	76.038253
941	96.20432	75.967419
942	106.295679	75.967419
943	-83.795656	75.967412
948	-15.937623	75.990831
956	-19.551066	75.94966
963	92.893095	75.858959
964	109.606904	75.858959
965	-87.10688	75.858952
966	-70.393081	75.858948
970	-23.128636	75.854702
973	17.787477	75.902284
975	81.010369	75.828525
977	-98.989601	75.828517
978	-58.51036	75.828512
979	-121.954328	75.837291
980	58.045633	75.837291
981	144.454367	75.837291
982	-35.545646	75.837284
987	89.657975	75.698405
988	112.842024	75.698405
989	-90.341999	75.698394
990	-67.157962	75.698393
993	153.354521	75.70711
994	-26.645498	75.707103
995	-113.11323	75.639879
996	66.886732	75.639884
997	135.613269	75.639885
998	-44.386737	75.639874
1001	-107.499624	75.635068
1002	-50.000344	75.635062
1004	24.156414	75.614943
1011	149.920426	75.50852
1013	-30.079586	75.50851
1014	86.52427	75.488172
1015	115.975729	75.488172
1016	-93.475701	75.488164
1017	-64.024263	75.488164
1018	61.327344	75.513845
1019	141.172653	75.513845
1020	-118.672618	75.513839
1021	-38.827354	75.513837
1022	-101.927243	75.498308
1023	78.072727	75.498311
1025	-55.57272	75.498301
1029	101.25	75.2576
1030	-78.749981	75.257593
1034	-14.614084	75.276338
1035	98.051084	75.230825
1036	104.448915	75.230825
1037	-81.948894	75.230817
1039	-124.087642	75.260985
1040	55.912317	75.260985
1041	146.587682	75.260985
1042	-33.412331	75.260977
1046	-18.069519	75.255821
1047	83.512877	75.231289
1049	-96.487096	75.231281
1050	-61.012871	75.231277
1058	-21.502986	75.183643
1059	94.881839	75.150938
1060	107.61816	75.150938
1061	-85.118138	75.150931
1065	-110.120509	75.201335
1066	-47.379461	75.201331
1073	-115.539343	75.146432
1074	64.46062	75.146438
1075	138.039379	75.146438
1076	-41.960632	75.146427
1079	-104.6992	75.129437
1080	-52.800765	75.129431
1084	-24.892476	75.060602
1087	17.460061	75.116658
1089	91.77051	75.019238
1090	110.729489	75.019238
1091	-88.229465	75.019231
1097	-120.870797	74.966867
1098	59.129164	74.966871
1099	143.370833	74.966871
1100	-36.629178	74.96686
1101	80.639844	74.931216
1103	-99.360128	74.931211
1104	-58.139841	74.931205
1107	151.782054	74.887967
1108	-28.217964	74.887957
1109	88.742648	74.83779
1110	113.757351	74.83779
1111	-91.257325	74.837781
1121	135.059448	74.738093
1122	-112.559418	74.738088
1123	-44.940555	74.73808
1126	-107.301365	74.725926
1127	-50.198603	74.725921
1128	-126.037878	74.667354
1129	53.962081	74.667357
1130	148.537922	74.667357
1131	-31.462095	74.667348
1132	85.820164	74.609335
1133	116.679835	74.609335
1134	-94.179811	74.609328
1136	62.219726	74.628719
1137	140.280271	74.628719
1138	-117.780236	74.628711
1139	-39.719737	74.628707
1140	-102.083575	74.591714
1141	77.916393	74.591719
1142	124.583606	74.591719
1143	-55.416392	74.591707
1146	20.298307	74.610924
1151	-16.733007	74.555186
1156	99.726014	74.479902
1157	102.773985	74.479902
1158	-80.273967	74.479894
1159	-77.225997	74.479894
1163	-20.032264	74.50385
1168	96.692459	74.427125
1169	105.80754	74.427125
1170	-83.307521	74.427118
1175	-23.301303	74.403401
1176	-122.889212	74.400724
1177	57.110756	74.400725
1178	145.389244	74.400725
1179	-34.610767	74.400717
1184	83.020703	74.337151
1185	119.479296	74.337151
1186	-96.979268	74.337145
1188	93.701467	74.32249
1189	108.798532	74.32249
1190	-86.298511	74.322482
1196	17.16712	74.332242
1198	70.266377	74.291754
1200	-109.733588	74.291749
1201	-47.766384	74.291745
1205	-26.522155	74.254774
1211	137.322224	74.249152
1212	-114.822188	74.249144
1213	-42.677782	74.249138
1214	75.349232	74.216722
1215	127.150766	74.216722
1216	-104.650734	74.216716
1217	-52.849235	74.216709
1218	90.779194	74.16777
1219	111.720805	74.16777
1220	-89.220781	74.167762
1222	60.153415	74.090224
1223	142.346583	74.090224
1224	-119.846547	74.090219
1225	-37.65343	74.090211
1227	52.178914	74.05927
1228	150.321086	74.059269
1229	-29.678931	74.059261
1230	80.357482	74.024891
1231	122.142517	74.024891
1232	-99.642488	74.024885
1233	-57.857478	74.024879
1237	87.948733	73.965508
1238	114.551266	73.965508
1239	-92.051243	73.9655
1248	-15.523785	73.84927
1253	55.258352	73.81846
1255	-124.741607	73.818453
1256	-32.75837	73.818449
1260	-18.698547	73.817127
1261	-111.998864	73.830755
1263	134.498897	73.830761
1264	-45.501113	73.83075
1265	72.941097	73.81018
1266	129.558904	73.81018
1267	-107.058867	73.810176
1268	-50.4411	73.81017
1271	19.888975	73.832609
1277	101.25	73.715665
1278	-78.749984	73.715654
1279	85.229332	73.718878
1280	117.270667	73.718878
1281	-94.770643	73.71887
1286	-21.854487	73.737568
1288	139.416722	73.7381
1289	-116.916688	73.738092
1290	-40.583286	73.738087
1291	98.34574	73.689195
1292	104.154259	73.689195
1293	-81.654239	73.689186
1294	-75.845725	73.689185
1295	77.839348	73.676453
1296	124.660651	73.676453
1297	-102.160623	73.676445
1298	-55.339347	73.676441
1299	95.470471	73.610304
1300	107.029528	73.610304
1301	-84.529509	73.610296
1310	-24.975649	73.611275
1313	-121.749684	73.534141
1314	58.250284	73.534142
1315	144.249715	73.534142
1316	-35.750298	73.534134
1317	92.651785	73.480512
1318	109.848214	73.480512
1319	-87.348193	73.480505
1329	-97.363936	73.431523
1330	82.636042	73.431529
1331	119.863957	73.431529
1336	-28.047704	73.439254
1337	70.69141	73.375996
1339	-109.308557	73.375988
1340	-48.191413	73.375984
1341	89.914594	73.302243
1342	112.585405	73.302243
1343	-90.085383	73.302236
1346	136.602588	73.346612
1347	-114.102553	73.346607
1348	-43.397423	73.346601
1349	-104.528784	73.295831
1350	75.471187	73.295836
1351	127.028814	73.295836
1352	-52.971188	73.295826
1356	-126.441444	73.222789
1357	53.55852	73.222792
1358	148.941481	73.222792
1359	-31.058533	73.222782
1361	141.352069	73.208252
1362	-118.85204	73.208247
1363	-38.647938	73.208242
1372	80.179622	73.107443
1373	122.320377	73.107443
1374	-99.820353	73.107436
1375	-57.679622	73.107431
1379	-17.486224	73.125015
1380	87.280206	73.078702
1381	115.219793	73.078702
1382	-92.71977	73.078695
1391	-20.536516	73.064893
1400	99.859792	72.938218
1401	102.640207	72.938218
1402	-80.140194	72.938207
1403	-77.359774	72.938207
1404	56.498679	72.963376
1405	146.00132	72.963376
1406	-123.501284	72.963369
1407	-33.998696	72.963365
1411	-23.563475	72.959485
1412	97.09511	72.884416
1413	105.404889	72.884416
1414	-82.904873	72.884409
1415	-74.595095	72.884407
1416	68.596972	72.91792
1417	133.903024	72.91792
1418	-111.402997	72.917912
1419	-46.096978	72.91791
1424	-106.745535	72.887034
1425	73.254437	72.88704
1426	129.245564	72.88704
1427	-50.754445	72.88703
1428	84.765731	72.81369
1429	117.734268	72.81369
1430	-95.234244	72.813683
1433	138.551715	72.842742
1434	-116.051681	72.842735
1435	-41.448297	72.842731
1436	94.376788	72.778064
1437	108.123211	72.778064
1438	-85.623193	72.778056
1443	-26.554389	72.809559
1446	77.866803	72.750766
1447	124.633196	72.750766
1448	-102.133169	72.750758
1449	-55.366805	72.750755
1458	91.733037	72.621583
1459	110.766962	72.621583
1460	-88.266943	72.621575
1462	-120.638062	72.662646
1464	143.138092	72.66265
1465	-36.861918	72.66264
1467	51.998398	72.61616
1468	150.501601	72.616159
1469	-29.498412	72.616151
1470	82.383862	72.511433
1471	120.116137	72.511433
1472	-97.616114	72.511425
1477	89.188352	72.418391
1478	113.311647	72.418391
1479	-90.811627	72.418383
1481	71.187711	72.453961
1482	131.312288	72.453961
1483	-108.812257	72.453955
1484	-48.68772	72.453952
1485	66.652616	72.439518
1486	135.847385	72.439518
1487	-113.347358	72.439513
1488	-44.15262	72.439508
1492	-16.381697	72.428857
1500	-19.333688	72.386938
1501	54.887125	72.380522
1502	147.612877	72.380522
1503	-125.112838	72.380515
1504	-32.38714	72.380513
1505	75.700702	72.36569
1506	126.799299	72.36569
1507	-104.299271	72.365682
1508	-53.200698	72.365678
1518	140.354369	72.322333
1519	-117.854343	72.322326
1520	-39.645635	72.322323
1524	-22.272187	72.301178
1533	86.762672	72.172707
1534	115.737327	72.172707
1535	-93.237302	72.172701
1537	101.25	72.174381
1538	-78.749984	72.174373
1539	80.143002	72.176402
1540	122.356997	72.176402
1541	-99.856972	72.176394
1542	-57.642999	72.176392
1543	98.591041	72.146107
1544	103.908958	72.146107
1545	-81.408943	72.146099
1546	-76.091027	72.146099
1550	-25.186093	72.172157
1553	175.311028	72.156397
1555	95.969091	72.062164
1556	106.530908	72.062164
1557	-84.030889	72.062156
1558	-73.469081	72.062156
1559	57.715136	72.104066
1560	144.784864	72.104066
1561	-122.284832	72.104058
1562	-35.21515	72.104053
1564	50.565934	72.000727
1565	151.934066	72.000727
1566	-28.065952	72.000719
1569	69.114879	72.000159
1570	133.385118	72.000159
1571	-110.885089	72.000153
1572	-46.614884	72.000149
1573	93.418802	71.925098
1574	109.081197	71.925098
1575	-86.581176	71.925091
1576	-70.918793	71.925089
1577	73.529466	71.959575
1578	128.970536	71.959575
1579	-106.470511	71.959569
1580	-51.02946	71.959565
1581	-155.642733	71.980382
1583	24.357232	71.980378
1584	178.142767	71.980378
1586	137.799929	71.940543
1587	-115.2999	71.940539
1588	-42.200073	71.940531
1589	84.470985	71.8893
1590	118.029014	71.8893
1591	-95.528992	71.889293
1593	-173.949793	71.987733
1597	77.897667	71.819751
1598	124.602332	71.819751
1599	-102.102308	71.819743
1600	-55.397662	71.819738
1601	90.970477	71.738912
1602	111.529522	71.738912
1603	-89.029502	71.738904
1605	-126.595417	71.787924
1606	53.404551	71.787924
1607	149.095451	71.787924
1608	-30.904564	71.787917
1610	142.168773	71.781361
1611	-119.668745	71.781353
1612	-37.831231	71.78135
1617	-158.415203	71.763004
1622	161.766098	71.705067
1623	-18.233924	71.70506
1630	158.910276	71.637912
1631	-21.089744	71.637905
1636	82.17639	71.583153
1637	120.323609	71.583153
1638	-97.823588	71.583145
1644	88.648649	71.508729
1645	113.85135	71.508729
1646	-91.351329	71.508721
1648	56.051606	71.524774
1649	146.448396	71.524774
1650	-123.948363	71.52477
1651	-33.551612	71.524766
1654	156.068924	71.528802
1655	-23.931096	71.52879
1657	29.368394	71.549165
1660	-108.882224	71.533707
1661	71.117753	71.533711
1662	131.382248	71.533711
1663	-48.617747	71.533701
1664	-113.198719	71.521197
1665	66.801252	71.521201
1666	135.698746	71.521201
1667	-44.301251	71.521192
1668	-176.380833	71.505574
1672	75.414168	71.448632
1673	127.085832	71.448632
1674	-104.585816	71.448625
1675	-52.914158	71.448622
1676	99.972146	71.395988
1677	102.527853	71.395988
1678	-80.027837	71.39598
1679	-77.472131	71.39598
1680	-117.49227	71.411
1682	139.992297	71.411005
1683	-40.007702	71.410993
1684	97.442202	71.334234
1685	105.057797	71.334234
1686	-82.557782	71.334224
1687	-74.942187	71.334224
1690	153.250052	71.378417
1691	-26.749962	71.378409
1692	-153.404188	71.405126
1693	26.59578	71.405126
1694	175.904221	71.405126
1696	-93.671853	71.253565
1697	86.328126	71.253571
1698	116.171873	71.253571
1700	79.648877	71.267502
1701	122.851122	71.267502
1702	-100.351101	71.267495
1703	-57.148868	71.267494
1704	94.987175	71.213628
1705	107.512824	71.213628
1706	-85.012807	71.21362
1707	-72.487162	71.213618
1708	58.278809	71.204478
1709	144.221187	71.204479
1710	-121.721164	71.204474
1711	-35.77881	71.204467
1714	-128.10092	71.174304
1715	51.899046	71.174305
1716	150.600954	71.174305
1717	-29.399055	71.174297
1718	-156.12844	71.220378
1719	23.871526	71.220378
1722	-173.753213	71.209569
1725	92.649681	71.039589
1726	109.850318	71.039589
1727	-87.350303	71.03958
1728	-70.14967	71.039577
1729	68.693646	71.079194
1730	133.806353	71.079194
1731	-111.306333	71.07919
1732	-46.193636	71.079183
1733	72.912729	71.049515
1734	129.587272	71.049514
1735	-107.087249	71.049509
1736	-50.412721	71.049507
1737	-115.520448	71.013157
1739	138.020473	71.013159
1740	-41.979525	71.01315
1741	-143.049678	71.028904
1747	162.773436	71.020454
1749	83.784283	70.993177
1750	118.715716	70.993177
1751	-96.215697	70.993169
1753	-145.814467	70.9963
1759	159.994604	70.97104
1760	-20.005419	70.971033
1761	-125.847487	70.904327
1762	54.152487	70.904327
1763	148.347513	70.904328
1764	-31.652489	70.904319
1765	-158.795279	70.995974
1766	21.204689	70.995971
1768	77.09743	70.924743
1769	125.402569	70.924743
1770	-102.90255	70.924735
1771	-54.597418	70.924732
1772	-148.558386	70.92278
1773	31.441588	70.922778
1774	171.058413	70.922778
1776	90.322895	70.835775
1777	112.177104	70.835775
1778	-89.677085	70.835768
1779	-67.822883	70.835765
1781	157.221219	70.881011
1783	-22.778795	70.881002
1784	60.309761	70.852136
1785	142.190235	70.852136
1786	-119.690213	70.852129
1787	-37.809759	70.852125
1792	-151.271993	70.808737
1793	28.727978	70.808737
1794	173.772023	70.808737
1797	154.595784	70.734573
1798	-132.095754	70.73457
1799	-25.404229	70.734561
1800	81.210941	70.706763
1801	121.289058	70.706763
1802	-98.789035	70.706757
1804	-176.103165	70.733141
1805	-161.3968	70.733143
1806	18.603164	70.733141
1808	101.25	70.632898
1809	-78.749986	70.632891
1810	98.808733	70.595244
1811	103.691266	70.595244
1812	-81.191249	70.595236
1813	-76.308719	70.595235
1814	-123.778625	70.598133
1815	56.221347	70.598135
1816	146.27865	70.598135
1817	-33.721349	70.598127
1818	87.789019	70.629566
1819	114.71098	70.629566
1820	-92.210962	70.629559
1822	-153.946169	70.654786
1823	26.053801	70.654784
1824	176.446197	70.654784
1826	70.538904	70.61918
1827	131.961096	70.619179
1828	-109.461072	70.619174
1829	-48.038901	70.619168
1830	66.405057	70.596115
1831	136.094948	70.596115
1832	-113.594923	70.596111
1833	-43.905052	70.596105
1834	-129.839058	70.514408
1836	152.339078	70.514412
1837	-27.660922	70.5144
1838	96.459957	70.485924
1839	106.040042	70.485924
1840	-83.540028	70.485913
1841	-73.959942	70.485913
1842	74.662754	70.548542
1843	127.837244	70.548542
1844	-105.337226	70.548534
1845	-52.162745	70.548531
1846	62.297789	70.479528
1847	140.202212	70.479528
1848	-117.702187	70.479523
1849	-39.797788	70.479516
1850	-156.572378	70.461747
1851	23.427593	70.461746
1855	85.221454	70.398552
1856	117.278545	70.398552
1857	-94.778525	70.398545
1859	94.139653	70.335079
1860	108.360346	70.335079
1861	-85.860331	70.335071
1862	-71.639639	70.335069
1863	78.741223	70.385235
1864	123.758776	70.385235
1865	-101.258758	70.38523
1866	-56.241213	70.385226
1868	-163.926373	70.433272
1871	-141.197674	70.334149
1873	163.697705	70.334149
1875	-143.895826	70.327003
1877	166.395856	70.327003
1879	-127.753067	70.254335
1880	52.246913	70.254337
1881	150.253081	70.254337
1882	-29.746913	70.254327
1883	-121.747346	70.270815
1884	58.252631	70.270817
1885	144.247365	70.270817
1886	-35.752629	70.270808
1887	-138.490328	70.301776
1889	160.99036	70.301776
1891	-146.577309	70.280296
1893	33.42266	70.280293
1894	169.077338	70.280293
1895	-135.910145	70.210968
1897	158.410172	70.210969
1898	-21.589839	70.21096
1899	91.640084	70.181288
1900	110.859915	70.181288
1901	-88.359899	70.181278
1902	-69.14007	70.181277
1903	-178.357072	70.230627
1904	-159.142896	70.23063
1905	20.857073	70.230627
1907	-149.234234	70.19421
1908	30.76573	70.19421
1909	171.734264	70.19421
1911	-111.717329	70.160536
1912	68.282647	70.16054
1913	134.217356	70.16054
1914	-45.782643	70.16053
1915	82.742548	70.1314
1916	119.757451	70.1314
1917	-97.257432	70.131392
1919	72.335882	70.141909
1920	130.164118	70.141909
1921	-107.664092	70.141903
1922	-49.83588	70.141899
1923	-133.67058	70.039466
1925	156.170601	70.039469
1926	-23.829402	70.039458
1927	-115.759336	70.087239
1928	64.240642	70.087245
1929	138.259363	70.087245
1930	-41.740639	70.087232
1931	-151.85862	70.069155
1932	28.141348	70.069154
1933	174.358649	70.069154
1935	76.366847	70.03164
1936	126.133152	70.03164
1937	-103.633131	70.031634
1938	-53.866839	70.03163
1943	-125.697991	69.972529
1944	54.301986	69.972529
1945	148.198009	69.972528
1946	-31.801988	69.972521
1947	89.104606	70.003863
1948	113.395393	70.003863
1949	-90.895376	70.003856
1950	-66.604593	70.003854
1951	60.243446	69.922867
1952	142.256553	69.922867
1953	-119.756532	69.922862
1954	-37.743444	69.922858
1956	-161.650988	69.962595
1957	18.34898	69.962594
1959	100.085984	69.843768
1960	102.414015	69.843768
1961	-79.914001	69.843759
1962	-77.585968	69.843759
1963	48.413303	69.824863
1964	154.086696	69.824863
1965	-131.586672	69.824861
1966	-25.913305	69.824853
1967	-154.44272	69.90574
1968	25.557251	69.905737
1969	176.94275	69.905737
1971	-99.655684	69.831118
1972	80.344299	69.83112
1973	122.1557	69.83112
1975	97.769021	69.756363
1976	104.730978	69.756363
1977	-82.230957	69.756353
1978	-75.269011	69.756351
1979	86.641046	69.79006
1980	115.858953	69.79006
1981	-93.358938	69.790053
1983	56.322712	69.669365
1984	146.177286	69.669365
1985	-123.677268	69.669361
1986	-33.822712	69.669355
1987	70.111097	69.707183
1988	132.388904	69.707183
1989	-109.888881	69.707176
1990	-47.611091	69.707171
1991	66.136519	69.675943
1992	136.363482	69.675943
1993	-113.863463	69.675939
1994	-43.636511	69.675931
1995	-156.979274	69.704759
1996	23.020693	69.704757
1998	95.326458	69.653103
1999	107.173541	69.653103
2000	-84.673527	69.653095
2001	-72.826441	69.653095
2002	50.473616	69.588184
2003	152.026385	69.588184
2004	-129.526357	69.588179
2005	-27.97362	69.588171
2008	74.083786	69.648215
2009	128.416212	69.648215
2010	-105.916194	69.648208
2011	-51.58378	69.648204
2012	-142.047134	69.647076
2013	37.952836	69.647077
2014	164.547165	69.647076
2016	-139.529287	69.609363
2018	162.029317	69.609363
2020	-144.673094	69.624898
2021	35.326874	69.624898
2022	167.173125	69.624898
2024	-164.090994	69.658938
2026	15.908973	69.658935
2028	62.191359	69.554845
2029	140.308642	69.554845
2030	-117.808622	69.554841
2031	-39.691357	69.554836
2032	-137.324018	69.484844
2033	42.675955	69.484844
2034	159.824045	69.484844
2036	84.241569	69.542722
2037	118.25843	69.542722
2038	-95.758413	69.542714
2040	-147.277836	69.564632
2041	32.72213	69.56463
2042	169.777869	69.564631
2044	92.847132	69.526846
2045	109.652867	69.526846
2046	-87.152855	69.526837
2047	-70.347117	69.526834
2048	78.024343	69.499756
2049	124.475656	69.499756
2050	-101.975637	69.499751
2051	-55.524336	69.499746
2052	-149.854797	69.466478
2053	30.145175	69.466476
2054	172.354822	69.466475
2056	-178.038236	69.467168
2057	-159.46173	69.46717
2058	20.538236	69.467168
2060	-135.259091	69.314529
