 58.417   -6.750  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -6.583  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -6.417  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -6.250  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -6.083  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -5.917  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -5.750  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -5.583  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -5.417  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -5.250  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -5.083  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -4.917  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -4.750   44.5870   36.2740    0.9940  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -4.583   31.1170   43.2290    1.1930  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -4.417   33.9030   43.1020    1.2150  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -4.250  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -4.083  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -3.917   32.8420   41.2900    1.1910  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -3.750   30.1460   43.5610    1.1860  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -3.583   32.1650   42.5760    1.1900  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -3.417   37.2270   42.2210    1.1960  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -3.250   34.0140   44.5080    1.2040  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -3.083  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -2.917  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -2.750  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -2.583  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -2.417  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -2.250  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -2.083  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -1.917  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -1.750  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -1.583  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -1.417  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
 58.417   -1.250  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000
