 60.000  -10.000      -1.000      -1.000      -1.000       0.000
 60.000   -9.833      -1.000      -1.000      -1.000       0.000
 60.000   -9.667      -1.000      -1.000      -1.000       0.000
 60.000   -9.500      -1.000      -1.000      -1.000       0.000
 60.000   -9.333      -1.000      -1.000      -1.000       0.000
 60.000   -9.167      -1.000      -1.000      -1.000       0.000
 60.000   -9.000      -1.000      -1.000      -1.000       0.000
 60.000   -8.833      -1.000      -1.000      -1.000       0.000
 60.000   -8.667      -1.000      -1.000      -1.000       0.000
 60.000   -8.500      -1.000      -1.000      -1.000       0.000
 60.000   -8.333      -1.000      -1.000      -1.000       0.000
 60.000   -8.167      -1.000      -1.000      -1.000       0.000
 60.000   -8.000      -1.000      -1.000      -1.000       0.000
 60.000   -7.833      -1.000      -1.000      -1.000       0.000
 60.000   -7.667      -1.000      -1.000      -1.000       0.000
 60.000   -7.500      -1.000      -1.000      -1.000       0.000
 60.000   -7.333      -1.000      -1.000      -1.000       0.000
 60.000   -7.167      -1.000      -1.000      -1.000       0.000
 60.000   -7.000      -1.000      -1.000      -1.000       0.000
 60.000   -6.833      -1.000      -1.000      -1.000       0.000
 60.000   -6.667      -1.000      -1.000      -1.000       0.000
 60.000   -6.500      -1.000      -1.000      -1.000       0.000
 60.000   -6.333      -1.000      -1.000      -1.000       0.000
 60.000   -6.167      -1.000      -1.000      -1.000       0.000
 60.000   -6.000      -1.000      -1.000      -1.000       0.000
 60.000   -5.833      -1.000      -1.000      -1.000       0.000
 60.000   -5.667      -1.000      -1.000      -1.000       0.000
 60.000   -5.500      -1.000      -1.000      -1.000       0.000
 60.000   -5.333      -1.000      -1.000      -1.000       0.000
 60.000   -5.167      -1.000      -1.000      -1.000       0.000
 60.000   -5.000      -1.000      -1.000      -1.000       0.000
 60.000   -4.833      -1.000      -1.000      -1.000       0.000
 60.000   -4.667      -1.000      -1.000      -1.000       0.000
 60.000   -4.500      -1.000      -1.000      -1.000       0.000
 60.000   -4.333      -1.000      -1.000      -1.000       0.000
 60.000   -4.167      -1.000      -1.000      -1.000       0.000
 60.000   -4.000      -1.000      -1.000      -1.000       0.000
 60.000   -3.833      -1.000      -1.000      -1.000       0.000
 60.000   -3.667      -1.000      -1.000      -1.000       0.000
 60.000   -3.500      -1.000      -1.000      -1.000       0.000
 60.000   -3.333      -1.000      -1.000      -1.000       0.000
 60.000   -3.167      -1.000      -1.000      -1.000       0.000
 60.000   -3.000      -1.000      -1.000      -1.000       0.000
 60.000   -2.833      -1.000      -1.000      -1.000       0.000
 60.000   -2.667      -1.000      -1.000      -1.000       0.000
 60.000   -2.500      -1.000      -1.000      -1.000       0.000
 60.000   -2.333      -1.000      -1.000      -1.000       0.000
 60.000   -2.167      -1.000      -1.000      -1.000       0.000
 60.000   -2.000      -1.000      -1.000      -1.000       0.000
 60.000   -1.833      -1.000      -1.000      -1.000       0.000
 60.000   -1.667      -1.000      -1.000      -1.000       0.000
 60.000   -1.500      -1.000      -1.000      -1.000       0.000
 60.000   -1.333      -1.000      -1.000      -1.000       0.000
 60.000   -1.167      -1.000      -1.000      -1.000       0.000
 60.000   -1.000      -1.000      -1.000      -1.000       0.000
 60.000   -0.833      -1.000      -1.000      -1.000       0.000
 60.000   -0.667      -1.000      -1.000      -1.000       0.000
 60.000   -0.500      -1.000      -1.000      -1.000       0.000
 60.000   -0.333      -1.000      -1.000      -1.000       0.000
 60.000   -0.167      -1.000      -1.000      -1.000       0.000
 60.000    0.000      -1.000      -1.000      -1.000       0.000
 60.000    0.167      -1.000      -1.000      -1.000       0.000
 60.000    0.333      -1.000      -1.000      -1.000       0.000
 60.000    0.500      -1.000      -1.000      -1.000       0.000
 60.000    0.667      -1.000      -1.000      -1.000       0.000
 60.000    0.833      -1.000      -1.000      -1.000       0.000
 60.000    1.000      -1.000      -1.000      -1.000       0.000
 60.000    1.167      -1.000      -1.000      -1.000       0.000
 60.000    1.333      -1.000      -1.000      -1.000       0.000
 60.000    1.500      -1.000      -1.000      -1.000       0.000
 60.000    1.667      -1.000      -1.000      -1.000       0.000
 60.000    1.833      -1.000      -1.000      -1.000       0.000
 59.833  -10.000      -1.000      -1.000      -1.000       0.000
 59.833   -9.833      -1.000      -1.000      -1.000       0.000
 59.833   -9.667      -1.000      -1.000      -1.000       0.000
 59.833   -9.500      -1.000      -1.000      -1.000       0.000
 59.833   -9.333      -1.000      -1.000      -1.000       0.000
 59.833   -9.167      -1.000      -1.000      -1.000       0.000
 59.833   -9.000      -1.000      -1.000      -1.000       0.000
 59.833   -8.833      -1.000      -1.000      -1.000       0.000
 59.833   -8.667      -1.000      -1.000      -1.000       0.000
 59.833   -8.500      -1.000      -1.000      -1.000       0.000
 59.833   -8.333      -1.000      -1.000      -1.000       0.000
 59.833   -8.167      -1.000      -1.000      -1.000       0.000
 59.833   -8.000      -1.000      -1.000      -1.000       0.000
 59.833   -7.833      -1.000      -1.000      -1.000       0.000
 59.833   -7.667      -1.000      -1.000      -1.000       0.000
 59.833   -7.500      -1.000      -1.000      -1.000       0.000
 59.833   -7.333      -1.000      -1.000      -1.000       0.000
