 55.667   -2.333
 55.667   -2.167
 55.667   -2.000
 55.500   -2.500
 55.500   -2.333
 55.500   -2.167
 55.500   -2.000
 55.500   -1.833
 55.500   -1.667
 55.333   -2.667
 55.333   -2.500
 55.333   -2.333
 55.333   -2.167
 55.333   -2.000
 55.333   -1.833
 55.333   -1.667
 55.167   -3.000
 55.167   -2.833
 55.167   -2.667
 55.167   -2.500
 55.167   -2.333
 55.167   -2.167
 55.167   -2.000
 55.167   -1.833
 55.167   -1.667
 55.000   -3.167
 55.000   -3.000
 55.000   -2.833
 55.000   -2.667
 55.000   -2.500
 55.000   -2.333
 55.000   -2.167
 55.000   -2.000
 55.000   -1.833
 55.000   -1.667
 55.000   -1.500
 54.833   -3.500
 54.833   -3.333
 54.833   -3.167
 54.833   -3.000
 54.833   -2.833
 54.833   -2.667
 54.833   -2.500
 54.833   -2.333
 54.833   -2.167
 54.833   -2.000
 54.833   -1.833
 54.833   -1.667
 54.833   -1.500
 54.833   -1.333
 54.667   -3.333
 54.667   -3.167
 54.667   -3.000
 54.667   -2.833
 54.667   -2.667
 54.667   -2.500
 54.667   -2.333
 54.667   -2.167
 54.667   -2.000
 54.667   -1.833
 54.667   -1.667
 54.667   -1.500
 54.667   -1.333
 54.667   -1.167
 54.500   -3.500
 54.500   -3.333
 54.500   -3.167
 54.500   -3.000
 54.500   -2.833
 54.500   -2.667
 54.500   -2.500
 54.500   -2.333
 54.500   -2.167
 54.500   -2.000
 54.500   -1.833
 54.500   -1.667
 54.500   -1.500
 54.500   -1.333
 54.500   -1.167
 54.500   -1.000
 54.500   -0.833
 54.333   -3.333
 54.333   -3.167
 54.333   -3.000
 54.333   -2.833
 54.333   -2.667
 54.333   -2.500
 54.333   -2.333
 54.333   -2.167
 54.333   -2.000
 54.333   -1.833
 54.333   -1.667
 54.333   -1.500
 54.333   -1.333
 54.333   -1.167
 54.333   -1.000
 54.333   -0.833
 54.333   -0.667
 54.333   -0.500
 54.167   -2.833
 54.167   -2.667
 54.167   -2.500
 54.167   -2.333
 54.167   -2.167
 54.167   -2.000
 54.167   -1.833
 54.167   -1.667
 54.167   -1.500
 54.167   -1.333
 54.167   -1.167
 54.167   -1.000
 54.167   -0.833
 54.167   -0.667
 54.167   -0.500
 54.167   -0.333
 54.000   -2.667
 54.000   -2.500
 54.000   -2.333
 54.000   -2.167
 54.000   -2.000
 54.000   -1.833
 54.000   -1.667
 54.000   -1.500
 54.000   -1.333
 54.000   -1.167
 54.000   -1.000
 54.000   -0.833
 54.000   -0.667
 54.000   -0.500
 54.000   -0.333
 53.833   -2.833
 53.833   -2.667
 53.833   -2.500
 53.833   -2.333
 53.833   -2.167
 53.833   -2.000
 53.833   -1.833
 53.833   -1.667
 53.833   -1.500
 53.833   -1.333
 53.833   -1.167
 53.833   -1.000
 53.833   -0.833
 53.833   -0.667
 53.833   -0.500
 53.833   -0.333
 53.833   -0.167
 53.667   -2.833
 53.667   -2.667
 53.667   -2.500
 53.667   -2.333
 53.667   -2.167
 53.667   -2.000
 53.667   -1.833
 53.667   -1.667
 53.667   -1.500
 53.667   -1.333
 53.667   -1.167
 53.667   -1.000
 53.667   -0.833
 53.667   -0.667
 53.667   -0.500
 53.667   -0.333
 53.667   -0.167
 53.500   -3.000
 53.500   -2.833
 53.500   -2.667
 53.500   -2.500
 53.500   -2.333
 53.500   -2.167
 53.500   -2.000
 53.500   -1.833
 53.500   -1.667
 53.500   -1.500
 53.500   -1.333
 53.500   -1.167
 53.500   -1.000
 53.500   -0.833
 53.500   -0.667
 53.500   -0.500
 53.500   -0.333
 53.500   -0.167
 53.500    0.000
 53.333   -4.333
 53.333   -3.000
 53.333   -2.833
 53.333   -2.667
 53.333   -2.500
 53.333   -2.333
 53.333   -2.167
 53.333   -2.000
 53.333   -1.833
 53.333   -1.667
 53.333   -1.500
 53.333   -1.333
 53.333   -1.167
 53.333   -1.000
 53.333   -0.833
 53.333   -0.667
 53.333   -0.500
 53.333   -0.333
 53.333   -0.167
 53.333    0.000
 53.333    0.167
 53.167   -4.333
 53.167   -4.167
 53.167   -4.000
 53.167   -3.833
 53.167   -3.667
 53.167   -3.500
 53.167   -3.333
 53.167   -3.167
 53.167   -3.000
 53.167   -2.833
 53.167   -2.667
 53.167   -2.500
 53.167   -2.333
 53.167   -2.167
 53.167   -2.000
 53.167   -1.833
 53.167   -1.667
 53.167   -1.500
 53.167   -1.333
 53.167   -1.167
 53.167   -1.000
 53.167   -0.833
 53.167   -0.667
 53.167   -0.500
 53.167   -0.333
 53.167   -0.167
 53.167    0.000
 53.167    0.167
 53.000   -4.167
 53.000   -4.000
 53.000   -3.833
 53.000   -3.667
 53.000   -3.500
 53.000   -3.333
 53.000   -3.167
 53.000   -3.000
 53.000   -2.833
 53.000   -2.667
 53.000   -2.500
 53.000   -2.333
 53.000   -2.167
 53.000   -2.000
 53.000   -1.833
 53.000   -1.667
 53.000   -1.500
 53.000   -1.333
 53.000   -1.167
 53.000   -1.000
 53.000   -0.833
 53.000   -0.667
 53.000   -0.500
 53.000   -0.333
 53.000   -0.167
 53.000    0.000
 52.833   -4.167
 52.833   -4.000
 52.833   -3.833
 52.833   -3.667
 52.833   -3.500
 52.833   -3.333
 52.833   -3.167
 52.833   -3.000
 52.833   -2.833
 52.833   -2.667
 52.833   -2.500
 52.833   -2.333
 52.833   -2.167
 52.833   -2.000
 52.833   -1.833
 52.833   -1.667
 52.833   -1.500
 52.833   -1.333
 52.833   -1.167
 52.833   -1.000
 52.833   -0.833
 52.833   -0.667
 52.833   -0.500
 52.833   -0.333
 52.833   -0.167
 52.833    0.000
 52.833    0.167
 52.833    0.667
 52.833    0.833
 52.833    1.000
 52.833    1.167
 52.833    1.333
 52.833    1.500
 52.667   -4.000
 52.667   -3.833
 52.667   -3.667
 52.667   -3.500
 52.667   -3.333
 52.667   -3.167
 52.667   -3.000
 52.667   -2.833
 52.667   -2.667
 52.667   -2.500
 52.667   -2.333
 52.667   -2.167
 52.667   -2.000
 52.667   -1.833
 52.667   -1.667
 52.667   -1.500
 52.667   -1.333
 52.667   -1.167
 52.667   -1.000
 52.667   -0.833
 52.667   -0.667
 52.667   -0.500
 52.667   -0.333
 52.667   -0.167
 52.667    0.000
 52.667    0.167
 52.667    0.333
 52.667    0.500
 52.667    0.667
 52.667    0.833
 52.667    1.000
 52.667    1.167
 52.667    1.333
 52.667    1.500
 52.667    1.667
 52.500   -4.000
 52.500   -3.833
 52.500   -3.667
 52.500   -3.500
 52.500   -3.333
 52.500   -3.167
 52.500   -3.000
 52.500   -2.833
 52.500   -2.667
 52.500   -2.500
 52.500   -2.333
 52.500   -2.167
 52.500   -2.000
 52.500   -1.833
 52.500   -1.667
 52.500   -1.500
 52.500   -1.333
 52.500   -1.167
 52.500   -1.000
 52.500   -0.833
 52.500   -0.667
 52.500   -0.500
 52.500   -0.333
 52.500   -0.167
 52.500    0.000
 52.500    0.167
 52.500    0.333
 52.500    0.500
 52.500    0.667
 52.500    0.833
 52.500    1.000
 52.500    1.167
 52.500    1.333
 52.500    1.500
 52.500    1.667
 52.333   -4.000
 52.333   -3.833
 52.333   -3.667
 52.333   -3.500
 52.333   -3.333
 52.333   -3.167
 52.333   -3.000
 52.333   -2.833
 52.333   -2.667
 52.333   -2.500
 52.333   -2.333
 52.333   -2.167
 52.333   -2.000
 52.333   -1.833
 52.333   -1.667
 52.333   -1.500
 52.333   -1.333
 52.333   -1.167
 52.333   -1.000
 52.333   -0.833
 52.333   -0.667
 52.333   -0.500
 52.333   -0.333
 52.333   -0.167
 52.333    0.000
 52.333    0.167
 52.333    0.333
 52.333    0.500
 52.333    0.667
 52.333    0.833
 52.333    1.000
 52.333    1.167
 52.333    1.333
 52.333    1.500
 52.167   -4.167
 52.167   -4.000
 52.167   -3.833
 52.167   -3.667
 52.167   -3.500
 52.167   -3.333
 52.167   -3.167
 52.167   -3.000
 52.167   -2.833
 52.167   -2.667
 52.167   -2.500
 52.167   -2.333
 52.167   -2.167
 52.167   -2.000
 52.167   -1.833
 52.167   -1.667
 52.167   -1.500
 52.167   -1.333
 52.167   -1.167
 52.167   -1.000
 52.167   -0.833
 52.167   -0.667
 52.167   -0.500
 52.167   -0.333
 52.167   -0.167
 52.167    0.000
 52.167    0.167
 52.167    0.333
 52.167    0.500
 52.167    0.667
 52.167    0.833
 52.167    1.000
 52.167    1.167
 52.167    1.333
 52.167    1.500
 52.000   -4.667
 52.000   -4.500
 52.000   -4.333
 52.000   -4.167
 52.000   -4.000
 52.000   -3.833
 52.000   -3.667
 52.000   -3.500
 52.000   -3.333
 52.000   -3.167
 52.000   -3.000
 52.000   -2.833
 52.000   -2.667
 52.000   -2.500
 52.000   -2.333
 52.000   -2.167
 52.000   -2.000
 52.000   -1.833
 52.000   -1.667
 52.000   -1.500
 52.000   -1.333
 52.000   -1.167
 52.000   -1.000
 52.000   -0.833
 52.000   -0.667
 52.000   -0.500
 52.000   -0.333
 52.000   -0.167
 52.000    0.000
 52.000    0.167
 52.000    0.333
 52.000    0.500
 52.000    0.667
 52.000    0.833
 52.000    1.000
 52.000    1.167
 51.833   -5.167
 51.833   -5.000
 51.833   -4.833
 51.833   -4.667
 51.833   -4.500
 51.833   -4.333
 51.833   -4.167
 51.833   -4.000
 51.833   -3.833
 51.833   -3.667
 51.833   -3.500
 51.833   -3.333
 51.833   -3.167
 51.833   -3.000
 51.833   -2.833
 51.833   -2.667
 51.833   -2.500
 51.833   -2.333
 51.833   -2.167
 51.833   -2.000
 51.833   -1.833
 51.833   -1.667
 51.833   -1.500
 51.833   -1.333
 51.833   -1.167
 51.833   -1.000
 51.833   -0.833
 51.833   -0.667
 51.833   -0.500
 51.833   -0.333
 51.833   -0.167
 51.833    0.000
 51.833    0.167
 51.833    0.333
 51.833    0.500
 51.833    0.667
 51.833    0.833
 51.833    1.000
 51.667   -5.000
