 -2.500  -62.500
1901
    0.0    0.0    0.0    0.0    0.0    0.0    0.0   -0.0   -0.0   -0.0   -0.0   -0.0   -0.0    0.0    0.0    0.0    0.0    0.0   -2.4   -2.1   -1.4   -0.9   -0.4   -0.1    0.3    0.6    0.8    1.0    1.3    1.4
    1.6    1.7    1.9    2.0    2.1    2.2    2.3    2.4    2.4    2.5    2.6    2.6    2.7    2.7    2.8    2.8    2.8    3.0    3.0    3.0    3.0    3.0    3.0    2.9    2.9    2.9    2.9    2.9    2.9    3.0
    3.0    3.0    3.0    3.0    3.0    3.0    3.0    3.0    3.0    3.0    3.0    3.0    2.9    2.9    2.9    2.9    3.0    3.0    2.9    3.0    2.9    2.9    2.9    2.9    2.9    2.9    2.9    2.9    2.9    2.9
    2.9    2.8    2.8    2.8    2.8    2.8    2.8    2.8    2.8    2.8    2.8    2.8    2.7    2.8    2.7    2.8    2.7    2.8    2.8    2.7    2.8    2.7    2.7    2.7    2.7    2.7    2.7    2.7    2.7    2.6
    2.7    2.7    2.7    2.7    2.7    2.7    2.7    2.7    2.7    2.6    2.7    2.7    2.6    2.6    2.6    2.6    2.6    2.6    2.6    2.6    2.6    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5
    2.6    2.7    2.7    2.7    2.6    2.6    2.6    2.6    2.6    2.6    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.4    2.5    2.5    2.5    2.4
    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.4    2.4    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5
    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.5    2.4    2.5    2.4    2.4    2.4    2.4    2.4    2.3    2.3    2.3    2.3    2.3    2.3    2.3    2.3
    2.3    2.3    2.3    2.3    2.3    2.2    2.3    2.3    2.3    2.3    2.3    2.2    2.2    2.3    2.2    2.2    2.2    2.2    2.3    2.3    2.2    2.2    2.2    2.2    2.2    2.2    2.1    2.1    2.1    2.1
    2.1    2.1    2.1    2.1    2.1    2.1    2.1    2.1    2.1    2.1    2.1    2.1    2.1    2.0    2.1    2.0    2.0    2.0    2.0    2.0    2.0    2.0    2.0    2.0    2.0    1.9    1.9    1.9    2.0    2.0
    1.9    1.9    1.9    1.9    1.8    1.8    1.8    1.7    1.8    1.8    1.7    1.8    1.8    1.8    1.7    1.7    1.7    1.7    1.7    1.7    1.7    1.7    1.7    1.7    1.7    1.7    1.7    1.7    1.6    1.6
    1.5    1.5    1.6    1.5    1.6    1.6    1.5    1.5    1.5    1.5    1.5    1.5    1.4    1.5    1.5    1.5    1.5    1.5    1.5    1.4    1.4    1.4    1.4    1.3    1.3    1.4    1.3    1.3    1.4    1.4
1902
    1.5    1.4    1.5    1.4   -1.2   -0.5    0.1    0.6    0.9    1.3    1.6    1.9    2.2    2.3    2.4    2.6    2.7    2.8    2.9    2.9    3.0    3.1    3.1    3.2    3.2    3.2    3.2    3.2    3.2    3.2
    3.3    3.3    3.4    3.5    3.5    3.5    3.4    3.4    3.5    3.4    3.4    3.4    3.3    3.3    3.3    3.4    3.3    3.4    3.5    3.5    3.5    3.5    3.5    3.4    3.4    3.5    3.4    3.4    3.4    3.4
    3.4    3.5    3.4    3.4    3.4    3.4    3.5    3.4    3.5    3.4    3.3    3.3    3.3    3.3    3.3    3.4    3.4    3.4    3.4    3.3    3.4    3.4    3.4    3.3    3.3    3.3    3.3    3.3    3.3    3.4
    3.4    3.3    3.3    3.3    3.2    3.3    3.3    3.3    3.2    3.3    3.3    3.2    3.2    3.2    3.2    3.3    3.2    3.2    3.2    3.1    3.1    3.2    3.2    3.1    3.1    3.1    3.1    3.2    3.1    3.1
    3.1    3.1    3.1    3.1    3.1    3.0    3.0    3.0    3.0    3.0    3.0    3.1    3.1    3.1    3.0    3.0    3.0    3.0    3.0    3.0    2.9    2.9    3.0    3.0    2.9    2.9    2.9    2.9    2.9    2.9
    3.0    3.0    3.0    3.0    3.0    2.9    3.0    3.0    3.0    2.9    2.9    3.0    2.8    2.8    2.7    2.8    2.8    2.8    2.8    2.9    2.9    2.8    2.8    2.8    2.8    2.9    2.8    2.8    2.7    2.8
    2.9    2.9    2.8    2.8    2.8    2.8    2.8    2.7    2.7    2.7    2.6    2.7    2.7    2.7    2.6    2.7    2.7    2.6    2.6    2.7    2.6    2.6    2.7    2.7    2.6    2.6    2.6    2.6    2.6    2.6
    2.5    2.5    2.5    2.5    2.6    2.5    2.6    2.5    2.4    2.4    2.4    2.4    2.4    2.3    2.3    2.2    2.1    2.1    2.2    2.2    2.1    2.3    2.3    2.3    2.2    2.1    2.2    2.2    2.2    2.3
    2.4    2.4    2.4    2.4    2.3    2.4    2.3    2.3    2.4    2.4    2.4    2.4    2.5    2.4    2.4    2.4    2.4    2.3    2.3    2.1    2.1    2.2    2.1    2.2    2.1    2.2    2.4    2.3    2.3    2.3
    2.4    2.4    2.4    2.4    2.3    2.2    2.1    2.2    2.2    2.2    2.2    2.2    2.2    2.2    2.1    2.2    2.1    2.3    2.3    2.3    2.3    2.2    2.2    2.3    2.3    2.3    2.2    2.2    2.2    2.3
    2.2    2.2    2.2    2.2    2.2    2.3    2.3    2.2    2.2    2.2    2.1    2.1    2.1    2.1    2.2    2.2    2.2    2.1    2.1    2.1    2.1    2.0    2.0    2.1    2.1    2.1    2.1    2.1    2.1    2.1
    2.0    2.0    1.9    2.0    2.0    1.9    1.9    2.0    1.9    1.8    1.8    1.8    1.8    1.8    1.8    1.8    1.7    1.8    1.8    1.8   -1.3   -0.6   -0.2    0.2    0.5    0.7    1.0    1.2    1.4    1.4
1903
