 -2.500  -62.500     21.3     21.9     19.9     20.2     20.3     20.6     20.2     20.5     20.8     22.2
 -2.500  -50.100     17.2     19.2     19.9     19.6     19.5     19.0     19.3     18.7     19.6     19.3
 36.000  -84.250     13.5     13.2     12.4     13.3     12.0     13.6     12.7     13.0     12.2     13.3
 54.000 -105.100     15.1     16.0     16.0     16.2     14.9     15.9     16.7     15.5     14.6     19.3
 48.670    7.080     14.4     13.2     12.8     14.7     13.3     13.4     13.9     14.1     13.3     14.0
 41.750   12.370     18.6     10.6      8.8      8.7      8.1      8.4      8.5      9.6      7.9      9.1
 64.120   19.450     17.7     15.6     14.8     17.6     16.2     19.3     18.2     15.0     17.0     16.7
 44.080    0.080     14.0     12.7     13.2     13.9     12.4     13.7     12.6     12.7     13.7     12.8
 61.850   24.280     16.8     16.9     17.4     17.5     18.4     19.2     16.8     17.7     17.1     17.5
