 -2.500  -62.500      4.6      4.2      4.1      4.1      4.1      4.1      4.1      4.1      4.1      4.1
 -2.500  -50.100     20.3     20.2     18.8     18.4     18.4     18.4     19.2     18.4     18.4     18.4
 36.000  -84.250     53.7     53.7     53.7     53.7     53.7     53.7     53.7     53.7     53.7     53.7
 54.000 -105.100     16.9     17.5     19.4     17.0     19.0     17.0     18.1     17.5     18.6     17.5
 48.670    7.080     42.0     42.0     42.0     42.0     42.0     42.0     42.0     42.8     44.9     42.0
 41.750   12.370    117.1    108.4     59.2     59.2     59.2     59.2     63.1     67.6     59.2     66.1
 64.120   19.450     10.2     12.4     12.2     10.1     12.3     11.7     10.1     11.6     12.6     12.3
 44.080    0.080     60.0     60.0     60.0     60.0     60.0     60.0     60.0     60.0     60.0     60.0
 61.850   24.280     23.4     27.9     25.8     24.9     26.1     24.2     21.3     25.0     24.3     28.5
