COUNTRY           ID     lat      lon     co20  co2f    sand   silt   bulk   orgc     wp     fc    swc    dep       BARE         CITY         C3           C4           Crop         Ev_Bl        Ev_Nl        Dc_Bl        Dc_Nl        
AMAZONAS         2103   -2.500  -62.500   29.6  30.0    41.6   19.6  1.390   0.68   0.184  0.397  0.459  100.0   -0.0  -0.0    0.0   0.0    1.6   1.6    0.0   0.0    0.1   0.1   94.8  94.8    0.0   0.0    3.6   3.6    0.0   0.0
PARA             2105   -2.500  -50.100   29.6  30.0    37.8   24.5  1.395   0.84   0.185  0.401  0.459  100.0    0.8   0.8    0.0   0.0    5.4   5.4    0.0   0.0    2.6   2.6   78.2  78.2    0.0   0.0   12.9  12.9    0.0   0.0
USA_TN          17142   36.000  -84.250   29.6  30.0    48.1   23.5  1.390   0.75   0.152  0.373  0.454  100.0   26.8  26.8    0.0   0.0   10.5  10.5    0.0   0.0    9.5   9.5    0.0   0.0   23.5  23.5   29.8  29.8    0.0   0.0
CAN_SAS          2809   54.000 -105.100   29.6  30.0    32.2   33.2  1.235  10.82   0.115  0.261  0.447  100.0    0.6   0.6    0.0   0.0    9.5   9.5    0.0   0.0    1.7   1.7    0.0   0.0   79.9  79.9    8.4   8.4    0.0   0.0
FRANCE           5500   48.670    7.080   29.6  30.0    42.8   32.0  1.422   2.02   0.130  0.332  0.443  100.0   13.3  13.3    0.0   0.0   37.7  37.7    0.0   0.0   14.0  14.0    0.0   0.0   21.4  21.4   13.7  13.7    0.0   0.0
ITALY            8100   41.750   12.370   29.6  30.0    43.4   31.0  1.421   0.99   0.133  0.338  0.439  100.0   12.1  12.1    0.0   0.0   46.6  46.6    0.0   0.0   30.9  30.9    0.0   0.0    3.1   3.1    7.2   7.2    0.0   0.0
SWEDEN          15500   64.120   19.450   29.6  30.0    54.4   26.1  1.039  12.68   0.044  0.165  0.426  100.0    0.1   0.1    0.0   0.0    1.6   1.6    0.0   0.0    0.5   0.5    0.0   0.0   92.3  92.3    5.5   5.5    0.0   0.0
FRANCE           5500   44.080    0.080   29.6  30.0    41.8   36.3  1.428   2.02   0.121  0.323  0.432  100.0    5.5   5.5    0.0   0.0   31.8  31.8    0.0   0.0   30.0  30.0    0.0   0.0   27.9  27.9    5.0   5.0    0.0   0.0
FINLAND          5400   61.850   24.280   29.6  30.0    51.6   30.3  1.086   9.20   0.096  0.283  0.474  100.0    0.8   0.8    0.0   0.0    2.7   2.7    0.0   0.0    1.9   1.9    0.0   0.0   82.7  82.7   11.8  11.8    0.0   0.0
