 82.500  -69.500   86.00    7.00    0.55    0.00    0.01   0.1005  0.1587  0.0914   0.4417  0.7915
 82.500  -68.500   86.00    7.00    0.63    0.00    0.02   0.1152  0.1819  0.0928   0.4339  0.7610
 82.500  -67.500   86.00    7.00    0.52    0.00    0.01   0.0950  0.1499  0.0908   0.4445  0.8029
 82.500  -66.500   86.00    7.00    0.60    0.00    0.02   0.1083  0.1709  0.0921   0.4376  0.7754
 82.500  -65.500   86.00    7.00    1.30    0.00    0.03   0.2361  0.3726  0.1050   0.3489  0.5103
 82.500  -64.500   86.00    7.00    1.50    0.00    0.04   0.2729  0.4307  0.1057   0.3127  0.4340
 82.500  -63.500   86.00    7.00    1.50    0.00    0.04   0.2729  0.4307  0.1057   0.3127  0.4340
 82.500  -46.500   86.00    7.00    0.38    0.00    0.01   0.0699  0.1103  0.0888   0.4571  0.8551
 82.500  -45.500   86.00    7.00    0.78    0.00    0.02   0.1427  0.2251  0.0958   0.4182  0.7041
 81.500  -73.500   86.00    7.00    0.85    0.00    0.02   0.1542  0.2433  0.0971   0.4111  0.6803
 81.500  -72.500   86.00    7.00    0.64    0.00    0.02   0.1161  0.1832  0.0929   0.4334  0.7592
 81.500  -71.500   86.00    7.00    0.83    0.00    0.02   0.1504  0.2374  0.0967   0.4134  0.6880
 81.500  -70.500   86.00    7.00    1.01    0.00    0.03   0.1842  0.2907  0.1005   0.3909  0.6179
 81.500  -69.500   86.00    7.00    1.14    0.00    0.03   0.2070  0.3267  0.1028   0.3736  0.5706
 81.500  -68.500   86.00    7.00    1.22    0.00    0.03   0.2223  0.3508  0.1041   0.3610  0.5389
 81.500  -67.500   86.00    7.00    1.25    0.00    0.03   0.2271  0.3584  0.1044   0.3569  0.5290
 81.500  -66.500   86.00    7.00    1.50    0.00    0.04   0.2729  0.4307  0.1057   0.3127  0.4340
 81.500  -61.500   86.00    7.00    0.82    0.00    0.02   0.1497  0.2362  0.0966   0.4139  0.6896
 81.500  -60.500   86.00    7.00    1.11    0.00    0.03   0.2026  0.3197  0.1024   0.3772  0.5799
 81.500  -59.500   86.00    7.00    0.89    0.00    0.02   0.1617  0.2552  0.0980   0.4063  0.6646
 81.500  -58.500   86.00    7.00    0.88    0.00    0.02   0.1594  0.2515  0.0977   0.4078  0.6694
 81.500  -57.500   86.00    7.00    0.97    0.00    0.03   0.1766  0.2787  0.0997   0.3963  0.6337
 81.500  -56.500   86.00    7.00    1.09    0.00    0.03   0.1980  0.3124  0.1019   0.3807  0.5894
 81.500  -55.500   86.00    7.00    0.90    0.00    0.02   0.1630  0.2572  0.0981   0.4054  0.6620
 81.500  -54.500   86.00    7.00    1.04    0.00    0.03   0.1895  0.2991  0.1011   0.3870  0.6069
 81.500  -53.500   86.00    7.00    1.00    0.00    0.03   0.1827  0.2883  0.1003   0.3920  0.6211
 81.500  -52.500   86.00    7.00    0.65    0.00    0.02   0.1189  0.1877  0.0932   0.4318  0.7534
 81.500  -51.500   86.00    7.00    0.65    0.00    0.02   0.1185  0.1870  0.0932   0.4321  0.7543
 81.500  -50.500   86.00    7.00    0.71    0.00    0.02   0.1288  0.2033  0.0943   0.4263  0.7328
 81.500  -49.500   86.00    7.00    0.46    0.00    0.01   0.0841  0.1328  0.0899   0.4501  0.8255
 81.500  -48.500   86.00    7.00    0.70    0.00    0.02   0.1270  0.2004  0.0941   0.4273  0.7366
 81.500  -47.500   86.00    7.00    0.76    0.00    0.02   0.1384  0.2183  0.0953   0.4208  0.7131
 81.500  -46.500   86.00    7.00    0.70    0.00    0.02   0.1270  0.2004  0.0941   0.4273  0.7366
 81.500  -45.500   86.00    7.00    0.52    0.00    0.01   0.0939  0.1482  0.0907   0.4451  0.8053
 80.500  -91.500   86.00    7.00    0.92    0.00    0.02   0.1678  0.2648  0.0987   0.4023  0.6520
 80.500  -90.500   86.00    7.00    0.45    0.00    0.01   0.0819  0.1292  0.0897   0.4512  0.8302
 80.500  -89.500   86.00    7.00    0.81    0.00    0.02   0.1474  0.2327  0.0963   0.4153  0.6942
 80.500  -87.500   86.00    7.00    1.50    0.00    0.04   0.2729  0.4307  0.1057   0.3127  0.4340
 80.500  -85.500   86.00    7.00    1.30    0.00    0.03   0.2360  0.3725  0.1050   0.3490  0.5105
 80.500  -81.500   86.00    7.00    1.48    0.00    0.04   0.2687  0.4240  0.1058   0.3172  0.4428
 80.500  -80.500   86.00    7.00    1.08    0.00    0.03   0.1973  0.3113  0.1019   0.3812  0.5908
 80.500  -63.500   86.00    7.00    0.79    0.00    0.02   0.1432  0.2260  0.0959   0.4179  0.7029
 80.500  -62.500   86.00    7.00    1.17    0.00    0.03   0.2138  0.3373  0.1034   0.3682  0.5567
 80.500  -61.500   86.00    7.00    1.11    0.00    0.03   0.2028  0.3200  0.1024   0.3770  0.5794
