Lat	Long	Id	Country_Avg	Country_Cnt	Bulkd30_Avg	Bulkd1m_Avg	Car30c_Avg	Car1m_Avg	Clay30_Avg	Sand30_Avg	Silt30_Avg	Clay1m_Avg	Sand1m_Avg	Silt1m_Avg
52.75	-2.583	417	1	179	0.7085	0.9027	15.5977	12.2604	13.214	48.5782	38.2092	13.214	48.5782	38.2092
52.75	-2.417	418	1	190	0.7947	0.9614	14.4428	12.9159	15.4154	47.0215	37.6939	15.4154	47.0215	37.6939
52.75	-2.25	419	1	182	0.9498	1.1457	9.3449	7.505	18.5133	47.5039	34.236	18.5133	47.5039	34.236
52.75	-2.083	420	1	209	1.1433	1.3485	3.8041	1.6788	23.6716	43.3873	33.19	23.6716	43.3873	33.19
52.75	-1.917	421	1	187	1.0616	1.2426	7.5073	5.2834	18.8486	51.9374	29.3925	18.8486	51.9374	29.3925
52.75	-1.75	422	1	149	0.6763	0.8169	22.3685	21.184	23.1993	40.0498	37.2807	23.1993	40.0498	37.2807
52.75	-1.583	423	1	162	0.8001	1.0371	16.2375	12.1781	25.7828	37.4415	37.4751	25.7828	37.4415	37.4751
52.75	-1.417	424	1	207	1.0617	1.2979	7.4482	3.3721	22.8473	45.8174	32.0287	22.8473	45.8174	32.0287
52.75	-1.25	425	1	209	1.2522	1.4182	2.5667	1.108	26.774	41.7968	32.151	26.774	41.7968	32.151
52.75	-1.083	426	1	194	1.2347	1.4102	2.7991	1.4048	32.4644	33.8688	34.3711	32.4644	33.8688	34.3711
52.75	-0.917	427	1	204	1.2175	1.4086	3.0177	1.7688	42.807	20.3617	36.9099	42.807	20.3617	36.9099
52.75	-0.75	428	1	200	1.1942	1.3784	2.9459	1.2946	40.9524	21.5904	37.7598	40.9557	21.5882	37.7634
52.75	-0.583	429	1	158	1.1616	1.3632	3.8281	1.5724	35.1626	29.6414	35.0088	35.7084	29.2071	35.5001
52.75	-0.417	430	1	117	0.9897	1.175	8.034	5.2386	10.6164	63.6083	25.6605	10.7026	63.5135	25.8555
52.75	-0.25	431	1	163	0.5736	0.7788	19.151	17.3105	10.7814	52.3604	36.9042	10.7814	52.3604	36.9042
52.75	-0.083	432	1	172	0.5566	0.8229	20.4951	16.0339	15.6101	43.2444	41.3167	15.6101	43.2444	41.3167
52.75	0.083	433	1	178	0.6928	0.9341	15.3417	11.1881	18.8949	39.1004	41.9188	18.8949	39.1004	41.9188
52.75	0.25	434	1	168	0.8466	0.9967	11.2807	8.8223	20.2398	39.1141	40.4672	20.2398	39.1141	40.4672
52.75	0.75	435	1	198	0.8492	1.0583	11.9139	7.0811	22.5195	33.4658	44.0435	22.5195	33.4658	44.0435
52.75	0.917	436	1	192	0.7667	1.0074	15.3783	10.7691	21.1657	38.8773	40.2419	21.1657	38.8773	40.2419
52.75	1.083	437	1	129	0.4313	0.6791	28.0749	23.4129	22.1595	36.9046	41.504	22.1595	36.9046	41.504
52.75	1.25	438	1	146	0.4797	0.6557	26.8283	24.7795	21.4264	38.9074	40.0899	21.4264	38.9074	40.0899
52.75	1.417	439	1	194	0.6759	0.9781	17.3704	11.3678	21.7575	41.8305	36.9162	21.7575	41.8305	36.9162
52.75	1.583	440	1	198	1.0699	1.3112	6.2699	2.3972	24.2629	40.4363	35.9406	24.2629	40.4363	35.9406
52.917	-4.083	441	1	198	1.2372	1.4069	2.6266	1.1476	29.2715	35.9935	35.2741	29.2715	35.9935	35.2741
52.917	-3.917	442	1	180	1.2221	1.4187	2.7591	1.1692	39.8332	24.7263	35.6174	39.8332	24.7263	35.6174
52.917	-3.75	443	1	198	1.0608	1.2938	5.8121	2.6508	33.5059	30.8156	36.0685	33.5059	30.8156	36.0685
52.917	-3.583	444	1	203	0.9014	1.1614	9.9915	5.7066	36.9673	25.4664	38.0476	36.9673	25.4664	38.0476
52.917	-3.417	445	1	209	0.8479	1.103	11.1295	6.556	36.5418	24.9171	38.8847	36.5418	24.9171	38.8847
52.917	-3.25	446	1	198	0.8217	1.1517	11.6224	5.0786	35.5424	29.0293	35.7219	35.5424	29.0293	35.7219
52.917	-3.083	447	1	157	0.9345	1.0842	10.4663	7.6108	17.9511	41.5735	38.5021	18.2716	41.6061	38.9774
52.917	-2.917	448	1	181	0.7933	1.0086	13.0183	8.7867	23.9119	31.9957	44.0248	23.9119	31.9957	44.0248
52.917	-2.75	449	1	186	0.7714	1.0079	13.3925	8.5115	23.5101	29.6857	46.4762	23.5101	29.6857	46.4762
52.917	-2.583	450	1	204	0.9217	1.1175	8.0645	5.0138	24.8849	27.7086	46.6887	24.8849	27.7086	46.6887
52.917	-2.417	451	1	209	0.9764	1.1959	7.8457	3.8004	21.1017	39.6251	39.3261	21.1017	39.6251	39.3261
52.917	-2.25	452	1	206	0.5824	0.8793	21.5338	15.4143	22.9133	36.2129	41.4308	22.9133	36.2129	41.4308
52.917	-2.083	453	1	172	0.5205	0.7691	25.5806	20.8102	28.2687	29.6383	42.6354	28.2687	29.6383	42.6354
52.917	-1.917	454	1	203	0.7062	0.9727	17.1615	12.5622	26.0953	34.1479	40.2327	26.0953	34.1479	40.2327
52.917	-1.75	455	1	195	0.6829	0.9483	18.0168	13.4213	23.5032	37.9661	39.0617	23.5032	37.9661	39.0617
52.917	-1.583	456	1	207	0.9147	1.1468	10.6089	6.8186	22.0351	42.0731	36.4107	22.0351	42.0731	36.4107
52.917	-1.417	457	1	207	1.1581	1.3108	3.9687	2.9595	21.2096	45.5023	33.7962	21.2096	45.5023	33.7962
52.917	-1.25	458	1	204	1.2563	1.3805	2.4775	1.1351	26.4643	45.1435	28.5459	26.4643	45.1435	28.5459
52.917	-1.083	459	1	195	1.1507	1.3428	3.8402	1.6289	28.3905	39.1713	32.9808	28.3905	39.1713	32.9808
52.917	-0.917	460	1	198	0.9953	1.1984	5.6951	2.3918	24.9532	40.7319	34.5873	24.9532	40.7319	34.5873
52.917	-0.75	461	1	198	1.1423	1.2799	3.8784	1.7803	29.9603	35.8936	34.3947	29.9603	35.8936	34.3947
52.917	-0.583	462	1	198	1.1289	1.2617	4.6278	2.259	28.6548	38.5631	33.2228	28.6548	38.5631	33.2228
52.917	-0.417	463	1	204	1.0202	1.2195	7.0273	2.941	18.1141	53.9123	26.6276	18.1141	53.9123	26.6276
52.917	-0.25	464	1	184	1.107	1.2365	5.5272	4.2339	22.2939	40.256	34.3769	22.2939	40.256	34.3769
52.917	-0.083	465	1	188	1.0436	1.2578	5.9462	2.937	21.1126	38.8909	37.4682	21.1126	38.8909	37.4682
52.917	0.083	466	1	188	0.7983	1.0367	15.2227	11.5508	22.7962	43.1117	34.6491	22.7962	43.1117	34.6491
53.083	-4.25	467	1	177	0.7834	1.0677	15.6577	10.4079	23.5767	34.9182	42.2007	23.5767	34.9182	42.2007
53.083	-4.083	468	1	178	0.8604	1.1269	11.1497	6.5098	22.6174	35.7473	42.1554	22.6174	35.7473	42.1554
53.083	-3.917	469	1	198	0.8752	1.1407	9.9479	5.0107	21.9839	33.9912	44.5253	21.9839	33.9912	44.5253
53.083	-3.75	470	1	163	0.5452	0.8462	22.0758	15.9296	22.4053	38.075	40.0924	22.4053	38.075	40.0924
53.083	-3.583	471	1	195	0.803	1.1012	12.9608	7.2431	22.555	41.3736	36.8205	22.555	41.3736	36.8205
53.083	-3.417	472	1	198	1.173	1.3833	3.6888	1.5	29.9236	36.5658	34.2279	29.9236	36.5658	34.2279
53.083	-3.25	473	1	198	1.261	1.3915	2.5054	1.3427	28.478	39.5863	32.1964	28.478	39.5863	32.1964
53.083	-3.083	474	1	195	1.2644	1.3616	2.396	1.2303	27.318	44.209	28.5297	27.318	44.209	28.5297
53.083	-2.917	475	1	198	1.2501	1.3779	2.5646	1.2244	27.8505	44.2734	28.1509	27.8505	44.2734	28.1509
53.083	-2.75	476	1	205	1.2128	1.3558	2.9918	1.3211	27.1308	43.3314	29.8115	27.1308	43.3314	29.8115
53.083	-2.583	477	1	208	1.1622	1.2574	3.2148	1.6227	29.2239	30.2308	39.2199	29.2239	30.2308	39.2199
53.083	-2.417	478	1	198	1.1344	1.2323	3.5176	1.7118	23.3509	19.1118	50.2045	23.3509	19.1118	50.2045
53.083	-2.25	479	1	198	1.1736	1.2676	3.0765	1.5242	24.2868	23.4559	47.2817	24.2868	23.4559	47.2817
53.083	-2.083	480	1	197	1.2471	1.3596	2.482	1.1782	24.0427	35.941	38.3137	24.0427	35.941	38.3137
53.083	-1.917	481	1	200	0.8304	1.0819	14.0643	9.9573	24.3043	43.035	33.1587	24.3043	43.035	33.1587
53.083	-1.75	482	1	195	1.0374	1.3047	7.2821	3.2655	27.1509	36.6399	36.9538	27.1509	36.6399	36.9538
53.083	-1.583	483	1	209	1.0809	1.323	6.1879	3.0404	25.7004	38.7788	36.2974	25.7004	38.7788	36.2974
53.083	-1.417	484	1	203	0.9572	1.2167	9.8355	5.8436	24.2725	38.1566	38.3026	24.2725	38.1566	38.3026
53.083	-1.25	485	1	209	0.9966	1.2646	7.6213	3.4747	24.4146	40.446	35.944	24.4146	40.446	35.944
53.083	-1.083	486	1	209	0.9946	1.2716	7.6606	3.2754	26.9442	37.6107	36.1969	26.9442	37.6107	36.1969
53.083	-0.917	487	1	209	1.1013	1.3284	4.8345	1.9358	29.8092	34.9856	36.0377	29.8092	34.9856	36.0377
53.083	-0.75	488	1	209	1.1531	1.289	3.2256	1.5872	26.0375	39.2288	35.1847	26.0375	39.2288	35.1847
53.083	-0.583	489	1	202	1.2235	1.3251	2.6788	1.3935	27.3875	39.0888	33.6941	27.3875	39.0888	33.6941
53.083	-0.417	490	1	198	1.2415	1.3773	2.5983	1.1985	23.8859	48.1441	28.0092	23.8859	48.1441	28.0092
53.083	-0.25	491	1	195	1.2336	1.3575	2.8233	1.3197	22.7734	53.7064	23.5149	22.7734	53.7064	23.5149
53.083	-0.083	492	1	193	1.2211	1.3273	2.9116	1.4438	22.416	51.5639	25.2982	22.416	51.5639	25.2982
53.083	0.083	493	1	205	1.1736	1.2681	3.1491	1.5479	24.8624	27.3913	43.5568	24.8624	27.3913	43.5568
53.083	0.25	494	1	204	1.1979	1.3443	4.003	3.0884	29.9604	35.7861	34.3852	29.9604	35.7861	34.3852
53.25	-4.25	495	1	198	1.2432	1.3898	3.3949	2.4926	28.8655	39.7339	31.6225	28.8655	39.7339	31.6225
53.25	-2.917	496	1	201	1.1701	1.3635	3.7517	2.4679	32.6827	30.715	35.0327	32.6827	30.715	35.0327
53.25	-2.75	497	1	186	1.1498	1.3654	4.2708	2.2291	29.8375	38.3016	32.1154	29.8375	38.3016	32.1154
53.25	-2.583	498	1	195	0.944	1.1976	10.3137	6.2869	23.4292	42.7421	34.6441	23.4292	42.7421	34.6441
53.25	-2.417	499	1	197	0.9207	1.1737	10.5943	6.6122	22.2818	42.8821	35.9118	22.2818	42.8821	35.9118
53.25	-2.25	500	1	178	0.5454	0.8051	22.7338	17.7235	18.9359	48.2523	33.4541	18.9359	48.2523	33.4541
53.25	-2.083	501	1	196	0.8216	1.0636	12.5115	8.1633	18.077	47.7133	35.004	18.077	47.7133	35.004
53.25	-1.917	502	1	198	1.1434	1.3167	3.4217	1.5178	26.6869	36.1841	37.8121	26.6869	36.1841	37.8121
53.25	-1.75	503	1	198	1.1368	1.3072	3.5557	1.579	35.9701	21.7384	42.6554	35.9701	21.7384	42.6554
53.25	-1.583	504	1	197	1.1777	1.3249	3.1139	1.4262	32.2868	27.1618	40.8575	32.2868	27.1618	40.8575
53.25	-1.417	505	1	205	1.1855	1.249	2.9571	1.6773	26.4621	38.4113	35.2796	26.4621	38.4113	35.2796
53.25	-1.25	506	1	209	1.2783	1.3691	2.2553	1.1309	23.7708	48.1595	28.166	23.7708	48.1595	28.166
53.25	-1.083	507	1	209	1.2339	1.3245	2.6791	1.593	27.5489	25.7658	46.7157	27.5489	25.7658	46.7157
53.25	-0.917	508	1	203	1.192	1.2892	3.0341	2.0019	27.8543	24.2332	47.086	27.8543	24.2332	47.086
53.25	-0.75	509	1	187	1.1771	1.256	2.9779	1.5693	28.0592	31.7956	40.0295	28.0592	31.7956	40.0295
53.25	-0.583	510	1	183	1.1889	1.3132	2.8855	1.36	34.2114	28.5636	37.4542	34.2114	28.5636	37.4542
53.25	-0.417	511	1	175	1.1561	1.3071	3.0726	1.4474	41.2257	20.164	38.338	41.2257	20.164	38.338
53.25	-0.25	512	1	194	1.2638	1.3933	2.2349	1.1001	33.0129	27.2891	39.939	33.0129	27.2891	39.939
53.25	-0.083	513	1	197	1.1047	1.294	6.1905	4.7049	20.3384	57.826	21.9965	20.3384	57.826	21.9965
53.25	0.083	514	1	198	1.1412	1.3502	5.1727	3.3462	29.1845	37.9265	33.4746	29.1845	37.9265	33.4746
53.25	0.25	515	1	204	1.0393	1.2852	7.9356	4.5526	26.853	38.3248	35.6372	26.853	38.3248	35.6372
53.417	-2.917	516	1	209	1.1045	1.3247	5.354	2.6382	20.5462	50.5461	29.5353	20.5462	50.5461	29.5353
53.417	-2.75	517	1	208	1.0469	1.2621	6.9866	4.036	20.2425	51.0924	29.3958	20.2425	51.0924	29.3958
53.417	-2.583	518	1	182	0.5752	0.779	22.9997	19.5251	17.6671	51.0174	31.934	17.6671	51.0174	31.934
53.417	-2.417	519	1	207	0.8806	1.0811	11.6137	8.2	18.518	46.8366	35.2082	18.518	46.8366	35.2082
53.417	-2.25	520	1	209	1.1632	1.3067	3.3577	1.5058	28.0538	32.8806	39.3998	28.0538	32.8806	39.3998
53.417	-2.083	521	1	205	1.2097	1.3333	2.7759	1.2987	28.5517	31.2343	40.4397	28.5517	31.2343	40.4397
53.417	-1.917	522	1	198	1.2018	1.2753	2.7952	1.5525	25.582	34.802	39.7106	25.582	34.802	39.7106
53.417	-1.75	523	1	197	1.2017	1.3113	3.1645	2.0306	29.9608	39.7449	30.3844	29.9608	39.7449	30.3844
53.417	-1.583	524	1	181	1.062	1.1738	8.7377	8.0749	23.4481	43.3337	33.2731	23.4481	43.3337	33.2731
53.417	-1.417	525	1	204	1.2171	1.3165	2.6502	1.5454	20.5883	23.3313	56.0181	20.5883	23.3313	56.0181
53.417	-1.25	526	1	204	1.1982	1.2844	2.9441	1.4809	19.4335	56.0778	24.51	19.4335	56.0778	24.51
53.417	-1.083	527	1	205	1.2007	1.3013	3.1848	1.7701	28.1541	42.2718	29.2417	28.1541	42.2718	29.2417
53.417	-0.917	528	1	197	1.2466	1.3802	2.4774	1.1373	23.5671	47.8177	27.8871	23.5671	47.8177	27.8871
53.417	-0.75	529	1	155	1.25	1.3906	2.2876	1.1273	32.9829	27.2449	39.308	32.9829	27.2449	39.308
53.417	-0.583	530	1	195	1.1612	1.3645	3.5334	1.4259	20.8019	57.7495	20.912	20.9108	57.848	21.0749
53.417	-0.417	531	1	209	1.172	1.3673	4.6078	2.889	28.4752	42.6747	28.8782	28.4752	42.6747	28.8782
53.417	-0.25	532	1	204	1.211	1.3869	3.1635	1.7558	27.1107	43.4757	29.3841	27.1107	43.4757	29.3841
53.417	-0.083	533	1	186	1.0711	1.2215	8.5715	7.4314	19.2193	56.0229	24.6972	19.2193	56.0229	24.6972
53.417	0.083	534	1	194	1.2012	1.3897	2.9955	1.384	25.3307	45.5334	29.2726	25.3307	45.5334	29.2726
53.583	-2.75	535	1	198	1.1596	1.3805	3.8268	1.6779	29.2434	38.2362	33.0477	29.2434	38.2362	33.0477
53.583	-2.583	536	1	190	0.8197	1.0043	14.4988	11.9383	17.4947	51.5182	31.8121	17.4947	51.5182	31.8121
53.583	-2.417	537	1	179	0.6589	0.8519	20.121	17.0273	19.4103	49.7815	31.1332	19.4103	49.7815	31.1332
53.583	-2.25	538	1	193	0.7625	1.0645	14.1061	7.9062	22.7555	40.3576	37.4816	22.7555	40.3576	37.4816
53.583	-2.083	539	1	196	1.1376	1.309	3.5895	1.623	31.4207	26.3898	42.6558	31.4207	26.3898	42.6558
53.583	-1.917	540	1	211	1.2004	1.3036	2.862	1.4628	25.5739	34.6603	39.9431	25.5739	34.6603	39.9431
53.583	-1.75	541	1	213	1.1758	1.2523	3.8461	3.1031	20.0718	51.696	28.2275	20.0718	51.696	28.2275
53.583	-1.583	542	1	211	1.1315	1.2525	5.8251	6.0605	21.5908	51.3774	26.9652	21.5908	51.3774	26.9652
53.583	-1.417	543	1	201	1.1791	1.3427	3.2889	1.8246	28.132	35.2674	36.5998	28.132	35.2674	36.5998
53.583	-1.25	544	1	200	1.2224	1.3196	2.6443	1.3657	36.157	30.2429	33.6409	36.157	30.2429	33.6409
53.583	-1.083	545	1	203	1.1862	1.3245	3.8372	2.6143	36.3882	32.2445	31.367	36.3882	32.2445	31.367
53.583	-0.917	546	1	210	1.1709	1.3067	3.502	1.5369	26.6148	35.9967	34.4301	26.6148	35.9967	34.4301
53.583	-0.75	547	1	203	1.2362	1.3323	2.5483	1.1627	33.5102	24.7061	40.0699	33.5102	24.7061	40.0699
53.583	-0.583	548	1	199	1.2252	1.3683	2.5104	1.2019	34.9299	25.7074	39.0603	34.9459	25.7136	39.1024
53.583	-0.417	549	1	130	1.1	1.3019	3.7877	1.9892	21.7884	39.5575	38.9828	21.7884	39.5575	38.9828
53.583	-0.25	550	1	179	1.1882	1.4025	3.2844	1.7088	21.5289	48.1866	30.2389	21.5289	48.1866	30.2389
53.583	-0.083	551	1	185	1.1698	1.3471	3.6349	1.7652	24.2651	46.4526	27.3372	24.2651	46.4526	27.3372
53.75	-2.75	552	1	198	1.2006	1.3763	2.9903	1.3509	24.7143	49.3766	25.9186	24.7143	49.3766	25.9186
53.75	-2.583	553	1	204	1.2086	1.4039	2.8842	1.2289	31.4468	37.5557	30.9374	31.4468	37.5557	30.9374
53.75	-2.417	554	1	209	1.1935	1.3712	3.1838	1.6787	19.2512	58.7267	21.9678	19.2512	58.7267	21.9678
53.75	-2.25	555	1	209	1.0896	1.3004	5.2959	2.7976	19.7726	51.1552	29.5864	19.7726	51.1552	29.5864
53.75	-2.083	556	1	206	0.7999	1.0014	15.185	10.634	21.5843	35.8689	43.0819	21.5843	35.8689	43.0819
53.75	-1.917	557	1	209	1.0207	1.1645	4.7396	1.9117	21.2537	15.3171	64.186	21.2537	15.3171	64.186
53.75	-1.75	558	1	211	0.9035	1.1597	11.4118	5.0867	19.1566	42.77	38.7273	19.1566	42.77	38.7273
53.75	-1.583	559	1	208	1.1508	1.3358	3.3416	1.5057	24.2344	36.8111	39.6175	24.2344	36.8111	39.6175
53.75	-1.417	560	1	202	1.1462	1.2441	3.2762	1.7641	25.228	36.723	38.1965	25.228	36.723	38.1965
53.75	-1.25	561	1	198	1.0855	1.3075	3.2385	1.2775	8.9827	76.5556	14.4092	8.9827	76.5556	14.4092
53.75	-1.083	562	1	198	1.2291	1.4003	2.3807	1.0489	34.4835	29.1154	36.366	34.4835	29.1154	36.366
53.75	-0.917	563	1	208	1.2234	1.3808	2.745	1.1971	26.6915	45.1247	28.1125	26.6915	45.1247	28.1125
53.75	-0.75	564	1	208	1.1728	1.3068	3.2011	1.5406	31.7144	37.8963	30.3792	31.7144	37.8963	30.3792
53.75	-0.583	565	1	202	1.0749	1.1779	5.7539	5.5816	31.4721	37.2263	31.3445	31.4721	37.2263	31.3445
53.75	-0.417	566	1	198	1.1531	1.3429	4.1466	2.4576	38.6708	27.4135	33.9961	38.6708	27.4135	33.9961
53.75	-0.25	567	1	205	1.2392	1.3685	2.6437	1.1856	28.0857	38.5143	32.7256	28.0857	38.5143	32.7256
53.75	-0.083	568	1	208	1.2392	1.3597	2.6529	1.1744	31.2004	32.6288	35.2546	31.2004	32.6288	35.2546
53.917	-2.583	569	1	199	1.2079	1.3574	2.7138	1.265	35.1689	25.43	39.2757	35.1689	25.43	39.2757
53.917	-2.417	570	1	209	0.953	1.1825	8.4355	4.3853	16.364	48.7637	35.1045	16.3995	48.6852	35.2003
53.917	-2.25	571	1	203	0.6123	0.8622	18.4262	12.8339	14.1574	48.0296	37.7726	14.1574	48.0296	37.7726
53.917	-2.083	572	1	183	0.4504	0.7212	27.5485	19.7725	17.0966	38.783	44.1928	17.0966	38.783	44.1928
53.917	-1.917	573	1	204	0.6562	0.9086	17.506	11.3536	20.7327	34.746	44.6511	20.7327	34.746	44.6511
53.917	-1.75	574	1	208	0.6229	0.9033	20.0134	12.7387	19.7935	35.1837	45.2498	19.7935	35.1837	45.2498
53.917	-1.583	575	1	198	0.8444	1.0667	10.0657	4.6439	23.0151	33.1193	43.7675	23.0151	33.1193	43.7675
53.917	-1.417	576	1	200	0.9851	1.1646	5.2149	2.4264	21.9672	36.7133	41.1981	21.9672	36.7133	41.1981
53.917	-1.25	577	1	211	0.9781	1.2495	8.1119	3.6405	20.0194	44.7681	35.7148	20.0194	44.7681	35.7148
53.917	-1.083	578	1	218	1.1834	1.3616	2.9709	1.2869	30.8009	37.1078	32.0188	30.8009	37.1078	32.0188
53.917	-0.917	579	1	209	1.187	1.3791	3.2985	1.8992	27.4587	44.6911	27.8098	27.4587	44.6911	27.8098
53.917	-0.75	580	1	209	1.1957	1.3979	3.0221	1.3968	29.7843	41.8431	28.3407	29.7843	41.8431	28.3407
53.917	-0.583	581	1	203	1.2019	1.3795	3.2017	1.7259	22.6688	52.9615	24.3481	22.6688	52.9615	24.3481
53.917	-0.417	582	1	198	1.1972	1.4012	3.3523	1.5655	23.4223	45.4535	31.4034	23.4223	45.4535	31.4034
53.917	-0.25	583	1	198	1.1755	1.3722	3.6441	1.5255	26.0933	39.1952	35.3113	26.0933	39.1952	35.3113
54.083	-2.75	584	1	198	1.017	1.2653	5.8387	2.3122	32.5987	27.12	40.9631	32.5987	27.12	40.9631
54.083	-2.583	585	1	200	1.0916	1.2527	3.7769	1.5851	26.5374	20.9828	53.3673	26.5374	20.9828	53.3673
54.083	-2.417	586	1	217	1.0919	1.2665	3.9518	1.6742	27.6764	26.5452	46.5366	27.6764	26.5452	46.5366
54.083	-2.25	587	1	209	1.1443	1.3341	3.509	1.5425	28.0635	33.0411	39.6092	28.0635	33.0411	39.6092
54.083	-2.083	588	1	209	1.1498	1.3017	3.3056	1.6064	24.3633	42.6632	33.2664	24.3633	42.6632	33.2664
54.083	-1.917	589	1	209	1.2349	1.3756	2.6527	1.2217	15.0783	63.2988	21.6733	15.0783	63.2988	21.6733
54.083	-1.75	590	1	206	1.2227	1.4071	2.5498	1.1834	38.195	21.1486	40.6695	38.195	21.1486	40.6695
54.083	-1.583	591	1	198	1.1786	1.3267	3.1894	1.4229	33.0418	38.0689	29.0455	33.0418	38.0689	29.0455
54.083	-1.417	592	1	198	1.2036	1.315	2.8004	1.3639	38.6459	28.1331	33.2744	38.6459	28.1331	33.2744
54.083	-1.25	593	1	211	1.1946	1.2523	3.0453	1.8638	25.2888	46.6588	28.0938	25.2888	46.6588	28.0938
54.083	-1.083	594	1	215	1.1257	1.2704	4.2341	2.2264	36.2074	23.798	40.2397	36.2074	23.798	40.2397
54.083	-0.917	595	1	203	1.1821	1.3184	3.0337	1.4046	28.6362	35.4556	36.1261	28.6362	35.4556	36.1261
54.083	-0.75	596	1	203	1.1089	1.2789	4.6198	2.1512	34.1246	22.3281	43.5782	34.1246	22.3281	43.5782
54.083	-0.583	597	1	140	1.1788	1.3104	3.1026	1.5242	24.5393	28.7484	44.7428	24.5393	28.7484	44.7428
54.083	-0.417	598	1	180	0.8636	1.0061	11.0214	7.7862	17.8791	38.4306	41.639	18.068	37.6473	42.2165
54.083	-0.25	599	1	187	0.5635	0.7294	23.2382	20.4946	16.3909	41.0246	42.9308	16.3909	41.0246	42.9308
54.25	-3.25	600	1	156	0.455	0.6802	28.4999	24.3734	15.3159	45.2804	39.6429	15.3159	45.2804	39.6429
54.25	-3.083	601	1	196	0.7917	1.0471	12.5904	6.4699	21.5165	33.9804	44.611	21.5165	33.9804	44.611
54.25	-2.917	602	1	202	0.6963	0.9133	15.3843	10.3048	19.7984	35.0006	45.2212	19.7984	35.0006	45.2212
54.25	-2.75	603	1	208	0.8362	1.0124	10.2974	5.9663	21.2909	34.7098	43.9067	21.2909	34.7098	43.9067
54.25	-2.583	604	1	204	1.0468	1.2324	5.111	2.698	22.4216	39.7638	37.9479	22.4216	39.7638	37.9479
54.25	-2.417	605	1	199	1.1152	1.2852	5.1299	4.6197	24.9116	46.8862	28.227	24.9116	46.8862	28.227
54.25	-2.25	606	1	211	1.1127	1.2779	5.2435	4.5162	26.0402	46.3787	27.586	26.0402	46.3787	27.586
54.25	-2.083	607	1	200	1.1893	1.3621	3.3455	2.047	22.7967	51.6991	25.5002	22.7967	51.6991	25.5002
54.25	-1.917	608	1	198	1.206	1.3856	2.89	1.2982	19.4808	54.7405	25.8809	19.4808	54.7405	25.8809
54.25	-1.75	609	1	200	1.1963	1.3737	3.1837	1.6937	22.0553	50.1132	27.9246	22.0553	50.1132	27.9246
54.25	-1.583	610	1	209	1.1974	1.3787	2.8434	1.4319	27.1308	40.0821	33.0398	27.1308	40.0821	33.0398
54.25	-1.417	611	1	209	1.1662	1.3555	3.2954	1.6157	27.0443	42.495	30.702	27.0443	42.495	30.702
54.25	-1.25	612	1	220	1.1705	1.3623	3.0238	1.3235	32.7838	31.0152	36.2925	32.7838	31.0152	36.2925
54.25	-1.083	613	1	198	1.1995	1.3775	2.8057	1.2325	30.4444	31.8314	37.7678	30.4444	31.8314	37.7678
54.25	-0.917	614	1	197	1.1889	1.3526	3.0265	1.3524	29.1396	34.8439	36.2578	29.1396	34.8439	36.2578
54.25	-0.75	615	1	198	1.181	1.3395	3.157	1.4778	29.3484	32.7457	38.0771	29.3484	32.7457	38.0771
54.25	-0.583	616	1	198	1.2139	1.371	2.857	1.3848	33.327	32.7647	34.1198	33.327	32.7647	34.1198
54.25	-0.417	617	1	202	1.1856	1.356	2.9263	1.3567	47.7769	15.6987	36.7056	47.7769	15.6987	36.7056
54.417	-3.417	618	1	219	1.1701	1.2927	2.9625	1.4431	43.6251	23.7358	32.8158	43.6251	23.7358	32.8158
54.417	-3.25	619	1	217	1.1788	1.2789	3.0571	1.6383	32.4821	36.226	31.3267	32.4821	36.226	31.3267
54.417	-3.083	620	1	198	1.2153	1.3258	2.6476	1.3056	38.7097	29.2612	32.1427	38.7097	29.2612	32.1427
54.417	-2.917	621	1	198	1.2077	1.3115	2.5922	1.3348	34.6758	23.331	42.3148	34.6758	23.331	42.3148
54.417	-2.75	622	1	208	1.2149	1.3196	2.5093	1.3025	20.7698	28.5867	50.8681	20.7698	28.5867	50.8681
54.417	-2.583	623	1	162	1.235	1.3409	2.3175	1.2298	14.3588	32.9209	48.1849	14.3588	32.9209	48.1849
54.417	-2.417	624	1	126	0.8681	1.0466	10.6596	7.377	16.8669	46.7024	36.2628	16.9642	46.8249	36.4337
54.417	-2.25	625	1	198	0.604	0.8052	18.8162	15.3875	15.0529	43.9284	41.0581	15.0529	43.9284	41.0581
54.417	-2.083	626	1	194	0.6414	0.8915	16.8587	10.8195	17.1005	41.6539	41.2777	17.1005	41.6539	41.2777
54.417	-1.917	627	1	179	0.547	0.7518	24.8793	19.1783	19.2269	37.2247	43.6613	19.2269	37.2247	43.6613
54.417	-1.75	628	1	208	0.8071	1.0373	10.9404	6.1292	23.6876	31.8748	44.3971	23.6876	31.8748	44.3971
54.417	-1.583	629	1	203	0.9749	1.163	4.7299	2.3122	26.049	27.3407	46.4137	26.049	27.3407	46.4137
54.417	-1.417	630	1	198	1.0964	1.2701	3.57	1.6931	25.829	26.1824	47.9656	25.829	26.1824	47.9656
54.417	-1.25	631	1	209	1.1704	1.3217	3.5071	2.2078	19.4108	48.5412	32.1821	19.4108	48.5412	32.1821
54.417	-1.083	632	1	209	1.1975	1.3718	3.1417	1.768	24.4383	45.3936	30.2563	24.4383	45.3936	30.2563
