Lat	Long	Id	Country_Avg	Country_Cnt	Bulkd30_Avg	Bulkd1m_Avg	Car30c_Avg	Car1m_Avg	Clay30_Avg	Sand30_Avg	Silt30_Avg	Clay1m_Avg	Sand1m_Avg	Silt1m_Avg
51.75	-4.083	201	2	188	1.1889	1.3803	6.8661	3.4407	10.7838	63.7842	25.5993	10.7838	63.7842	25.5993
51.75	-3.917	202	2	184	1.2404	1.4045	4.8505	2.7022	11.1188	64.9504	24.1602	11.1188	64.9504	24.1602
51.75	-3.75	203	2	190	1.2479	1.4181	5.1378	2.7618	13.1086	61.9327	25.0506	13.1086	61.9327	25.0506
51.75	-3.583	204	2	190	1.2786	1.4339	4.1677	2.0092	12.5521	59.8767	27.677	12.5521	59.8767	27.677
51.75	-3.417	205	2	198	1.2514	1.4289	3.8764	1.6886	10.9245	63.9786	25.294	10.9245	63.9786	25.294
51.75	-3.25	206	2	109	1.2641	1.4326	3.1455	1.5286	11.204	64.2876	24.8207	11.204	64.2876	24.8207
51.75	-3.083	207	2	112	0.5495	0.8456	33.7222	23.4355	10.2535	56.4052	33.5041	10.2535	56.4052	33.5041
51.75	-2.917	208	2	179	0.4769	0.7957	35.405	24.7123	10.2707	54.665	35.2269	10.2707	54.665	35.2269
51.75	-2.75	209	2	152	0.514	0.8375	34.0628	23.332	11.0008	55.4617	33.6318	11.0008	55.4617	33.6318
51.75	-2.583	210	2	170	0.7937	1.049	25.0342	16.524	12.6873	61.7557	25.4632	12.6873	61.7557	25.4632
51.75	-2.417	211	2	190	0.5823	0.9414	32.2871	20.4905	12.1461	61.6068	26.0656	12.1461	61.6068	26.0656
51.75	-2.25	212	2	187	0.5153	0.8837	33.4955	21.4454	8.4347	60.4353	27.4066	8.4347	60.4353	27.4066
51.75	-2.083	213	2	189	0.417	0.8853	36.5425	20.5109	8.1805	60.9702	30.3274	8.1805	60.9702	30.3274
51.75	-1.917	214	2	186	0.4577	0.9173	34.5224	19.0059	7.0961	65.3837	26.6143	7.0961	65.3837	26.6143
51.75	-1.75	215	2	195	0.5895	0.9573	29.2544	17.9669	7.4203	65.2556	27.1084	7.4203	65.2556	27.1084
51.75	-1.583	216	2	188	0.6162	0.9525	28.0815	18.1605	7.9332	63.3149	28.3344	7.9332	63.3149	28.3344
51.75	-1.417	217	2	181	0.6571	0.9839	26.9316	17.4809	8.5853	62.9956	28.2174	8.5853	62.9956	28.2174
51.75	-1.25	218	2	191	0.7165	1.0053	25.3719	17.1143	9.7552	61.361	28.833	9.7552	61.361	28.833
51.75	-1.083	219	2	189	0.8981	1.1461	18.7094	12.3064	10.8491	61.7368	27.389	10.8491	61.7368	27.389
51.75	-0.917	220	2	185	1.0885	1.337	10.3915	5.3001	12.8161	59.4856	27.844	12.8161	59.4856	27.844
51.75	-0.75	221	2	186	1.201	1.3964	6.6906	3.5563	13.7174	59.0054	27.4155	13.7174	59.0054	27.4155
51.75	-0.583	222	2	192	1.255	1.4101	4.9117	2.7103	14.4359	57.9454	27.7584	14.4359	57.9454	27.7584
51.75	-0.417	223	2	195	1.2955	1.4105	5.0616	3.0465	20.3097	46.6309	33.2405	20.3097	46.6309	33.2405
51.75	-0.25	224	2	149	1.3282	1.4372	4.3905	2.6472	17.9284	51.8363	30.4046	17.9284	51.8363	30.4046
51.75	-0.083	225	2	165	1.2491	1.4297	4.2072	2.2813	15.5051	60.8316	23.9854	15.5051	60.8316	23.9854
51.75	0.083	226	2	148	0.738	1.1292	25.0235	12.0852	10.4995	55.3378	34.0994	10.4995	55.3378	34.0994
51.75	0.25	227	2	186	0.3929	0.8368	38.6461	23.2237	9.4923	62.2472	28.189	9.4923	62.2472	28.189
51.75	0.417	228	2	181	0.449	0.8791	35.9535	21.4661	9.7037	60.7627	29.6323	9.7037	60.7627	29.6323
51.75	0.583	229	2	186	0.5021	0.9714	32.8136	17.247	7.6829	64.0955	27.267	7.6829	64.0955	27.267
51.75	0.75	230	2	194	0.6104	1.0555	28.2693	13.9582	8.3811	61.2419	28.5047	8.3811	61.2419	28.5047
51.75	0.917	231	2	185	0.4989	0.8766	33.6424	21.3784	8.4708	62.6356	28.6955	8.4708	62.6356	28.6955
51.75	1.083	232	2	187	0.752	1.069	23.6386	14.5069	10.4785	59.2395	30.1577	10.4785	59.2395	30.1577
51.917	-4.583	233	2	195	0.8408	1.1161	21.0982	13.6329	13.9407	54.7237	31.4947	13.9407	54.7237	31.4947
51.917	-4.417	234	2	152	0.9366	1.1279	17.2416	13.2802	17.0965	51.2148	31.7374	17.0965	51.2148	31.7374
51.917	-4.25	235	2	171	1.0264	1.2486	12.7708	8.5612	14.5131	56.1532	29.2168	14.5131	56.1532	29.2168
51.917	-4.083	236	2	191	0.9262	1.1949	17.9077	10.1738	13.2047	59.2297	27.3013	13.2047	59.2297	27.3013
51.917	-3.917	237	2	193	1.0954	1.3207	13.1846	6.3126	13.9889	58.7101	27.1443	13.9889	58.7101	27.1443
51.917	-3.75	238	2	174	1.2634	1.3959	5.4871	3.4548	12.2003	63.4884	24.3102	12.2003	63.4884	24.3102
51.917	-3.583	239	2	179	1.2723	1.4054	6.4505	3.7688	14.8292	59.7979	25.4032	14.8292	59.7979	25.4032
51.917	-3.417	240	2	199	1.2901	1.455	3.9048	2.3167	14.7568	64.5494	20.6974	14.7568	64.5494	20.6974
51.917	-3.25	241	2	135	1.401	1.5105	3.0275	1.8891	20.0427	55.3562	24.6505	20.0427	55.3562	24.6505
51.917	-3.083	242	2	132	1.4452	1.5382	2.8216	1.7706	20.7969	54.8224	24.4095	20.7969	54.8224	24.4095
51.917	-2.917	243	2	174	0.6302	1.0489	27.363	14.7697	11.0765	55.0985	33.7724	11.0765	55.0985	33.7724
51.917	-2.75	244	2	174	0.5105	0.9	33.7183	20.9383	9.7881	60.0238	30.0858	9.7881	60.0238	30.0858
51.917	-2.583	245	2	186	0.405	0.8686	37.1143	21.6066	8.9885	61.0423	29.9496	8.9885	61.0423	29.9496
51.917	-2.417	246	2	185	0.6591	1.0803	26.8743	13.3383	9.4804	59.9074	30.732	9.4804	59.9074	30.732
51.917	-2.25	247	2	179	0.5962	1.0319	29.7443	15.8413	10.7527	56.4944	32.9983	10.7527	56.4944	32.9983
51.917	-2.083	248	2	172	0.9089	1.164	17.5325	11.6379	11.9154	61.1633	27.1401	11.9154	61.1633	27.1401
51.917	-1.917	249	2	195	1.0507	1.2922	12.3939	7.7603	16.6406	55.0978	28.2809	16.6406	55.0978	28.2809
51.917	-1.75	250	2	181	0.9344	1.0816	19.4402	16.1022	20.1344	48.2988	31.7432	20.1344	48.2988	31.7432
51.917	-1.583	251	2	186	0.8952	1.0999	20.7266	15.6295	23.8407	42.7107	33.5126	23.8407	42.7107	33.5126
51.917	-1.417	252	2	199	1.314	1.4337	5.7839	3.525	23.6795	44.5425	31.8051	23.6795	44.5425	31.8051
51.917	-1.25	253	2	179	1.3112	1.4179	5.8391	3.8158	27.8247	37.0095	35.1658	27.8247	37.0095	35.1658
51.917	-1.083	254	2	154	1.4534	1.5371	4.3125	2.478	22.1812	51.3509	26.4678	22.1812	51.3509	26.4678
51.917	-0.917	255	2	183	1.4256	1.4984	5.5882	4.0051	23.3332	49.2642	27.4026	23.3332	49.2642	27.4026
51.917	-0.75	256	2	121	1.4358	1.4938	4.1916	2.9726	20.5595	50.581	28.8595	20.5595	50.581	28.8595
51.917	-0.583	257	2	89	1.3722	1.4804	3.0915	1.6746	21.4588	55.0726	23.4687	21.4588	55.0726	23.4687
51.917	-0.417	258	2	115	0.5376	0.9447	31.7264	18.4648	9.871	59.9393	30.2888	9.871	59.9393	30.2888
51.917	-0.25	259	2	136	0.6006	0.9671	28.1895	17.6414	10.4584	58.4427	30.9821	10.4584	58.4427	30.9821
51.917	-0.083	260	2	149	0.5355	0.9316	31.265	19.7333	10.69	55.5367	33.6943	10.69	55.5367	33.6943
51.917	0.083	261	2	173	0.717	1.1352	24.2506	11.8078	10.7905	54.7824	34.5032	10.7905	54.7824	34.5032
51.917	0.25	262	2	106	0.8513	1.1652	21.4874	12.4212	14.3022	57.1528	28.774	14.3022	57.1528	28.774
51.917	0.417	263	2	153	0.7284	0.9418	26.278	20.9841	18.9501	50.0129	31.2219	18.9501	50.0129	31.2219
51.917	0.583	264	2	185	1.2587	1.3623	7.613	5.1602	16.7744	53.2305	30.4982	16.7744	53.2305	30.4982
51.917	0.75	265	2	189	1.0623	1.2898	10.7826	7.5934	16.0509	60.5526	23.452	16.0509	60.5526	23.452
51.917	0.917	266	2	193	1.2689	1.4631	4.4032	2.6265	18.6517	58.5711	22.8262	18.6517	58.5711	22.8262
51.917	1.083	267	2	192	1.4124	1.5249	3.9642	2.574	22.2238	50.9669	26.8094	22.2238	50.9669	26.8094
51.917	1.25	268	2	182	1.1631	1.3136	13.2763	10.5762	25.1156	47.7449	27.1395	25.1156	47.7449	27.1395
52.083	-4.083	269	2	200	1.1719	1.331	13.316	10.1043	24.6344	49.316	26.0496	24.6344	49.316	26.0496
52.083	-3.917	270	2	196	1.3686	1.4857	6.7045	4.3135	21.8931	53.695	24.4119	21.8931	53.695	24.4119
52.083	-3.75	271	2	180	1.3671	1.5102	7.256	3.7168	21.6306	54.6496	23.7681	21.6306	54.6496	23.7681
52.083	-3.583	272	2	198	1.3436	1.4794	5.5289	2.9954	16.8449	60.3482	22.8945	16.8449	60.3482	22.8945
52.083	-3.417	273	2	167	1.318	1.4691	3.3648	2.0148	15.0162	63.8117	21.1828	15.0162	63.8117	21.1828
52.083	-3.25	274	2	189	0.9145	1.2175	20.6243	11.1798	17.3425	51.8636	30.8489	17.3425	51.8636	30.8489
52.083	-3.083	275	2	101	0.2493	0.7851	45.541	26.2806	7.3941	62.395	30.1505	7.3941	62.395	30.1505
52.083	-2.917	276	2	129	0.3391	0.7453	40.4685	27.1834	8.7885	61.5414	29.6228	8.7885	61.5414	29.6228
52.083	-2.75	277	2	90	0.6623	1.0303	29.3065	17.2644	10.9505	59.3777	23.2149	10.9505	59.3777	23.2149
52.083	-2.583	278	2	69	1.0665	1.3391	11.907	6.4625	11.7267	63.725	24.8108	11.7267	63.725	24.8108
52.083	-2.417	279	2	81	1.1305	1.3579	5.8011	3.575	12.1566	68.6684	19.1669	12.1566	68.6684	19.1669
52.083	-2.25	280	2	188	1.0018	1.2322	16.9169	10.8894	23.3738	46.3556	30.2511	23.3738	46.3556	30.2511
52.083	-2.083	281	2	194	1.3004	1.4073	8.207	5.7235	30.7	37.6157	31.6844	30.7	37.6157	31.6844
52.083	-1.917	282	2	184	1.0694	1.2236	14.3673	11.2618	22.7488	45.6228	31.6284	22.7488	45.6228	31.6284
52.083	-1.75	283	2	167	0.9959	1.1335	18.2404	15.5024	25.5654	43.5084	30.9262	25.5654	43.5084	30.9262
52.083	-1.583	284	2	188	1.2635	1.4083	7.9697	6.0097	24.3601	47.0975	28.5536	24.3601	47.0975	28.5536
52.083	-1.417	285	2	203	1.399	1.5192	4.3609	2.6193	25.995	45.7179	28.2993	25.995	45.7179	28.2993
52.083	-1.25	286	2	184	1.0672	1.2852	14.1843	10.3951	21.55	54.4721	23.9809	21.55	54.4721	23.9809
52.083	-1.083	287	2	189	0.935	1.1737	18.4134	13.6477	19.0142	56.3151	24.7997	19.0142	56.3151	24.7997
52.083	-0.917	288	2	200	1.0054	1.3047	15.5384	8.0688	16.9397	56.021	27.1461	16.9397	56.021	27.1461
52.083	-0.75	289	2	189	1.0727	1.2689	13.3198	8.8979	17.5034	54.0029	28.5461	17.5034	54.0029	28.5461
52.083	-0.583	290	2	198	0.8362	1.1061	22.6414	14.9165	16.3109	53.2772	30.4019	16.3109	53.2772	30.4019
52.083	-0.417	291	2	179	1.127	1.2814	12.688	8.3747	17.6589	48.9078	33.2784	17.6589	48.9078	33.2784
52.083	-0.25	292	2	191	1.2763	1.397	8.6223	5.2768	19.2883	49.1009	31.5654	19.2883	49.1009	31.5654
52.083	-0.083	293	2	175	1.0869	1.2808	12.5646	8.8619	16.9146	54.977	28.4317	16.9146	54.977	28.4317
52.083	0.083	294	2	182	1.3568	1.464	7.5493	4.3162	21.4529	51.4727	27.3339	21.4529	51.4727	27.3339
52.083	0.25	295	1.8846	208	1.5645	1.5606	2.6338	1.2507	26.9523	42.5939	30.5839	26.9523	42.5939	30.5839
52.083	0.417	296	1.2211	190	1.3295	1.4625	2.7212	1.2432	28.5823	36.7655	35.0865	28.5823	36.7655	35.0865
52.083	0.583	297	2	35	0.4931	0.7963	33.775	25.0651	12.2197	50.8818	36.8092	12.2197	50.8818	36.8092
52.083	0.75	298	2	69	0.6059	0.9631	29.5601	18.9267	9.5914	67.6002	22.5676	9.5914	67.6002	22.5676
52.083	0.917	299	2	184	0.4316	0.8177	38.4391	25.8473	10.1618	58.2081	24.2265	10.1618	58.2081	24.2265
52.083	1.083	300	2	73	0.8533	1.22	21.2559	12.5596	13.1715	68.5544	18.1794	13.1715	68.5544	18.1794
52.083	1.25	301	2	41	0.9553	1.3352	4.7406	2.5976	9.6469	78.3935	11.9596	9.6469	78.3935	11.9596
52.083	1.417	302	2	178	1.2536	1.4643	4.8176	2.7209	21.3385	56.1487	22.5155	21.3385	56.1487	22.5155
52.083	1.583	303	2	195	1.3727	1.5339	5.5368	3.105	24.3293	51.5377	24.4587	24.3293	51.5377	24.4587
52.25	-3.917	304	2	182	0.8578	1.0408	21.7757	18.9018	22.5328	52.5333	25.4687	22.5328	52.5333	25.4687
52.25	-3.75	305	2	171	0.6707	0.8754	29.5121	24.4835	20.5898	51.0436	28.6658	20.5898	51.0436	28.6658
52.25	-3.583	306	2	179	0.8275	1.0836	24.5887	17.5907	20.9442	52.2282	27.0425	20.9442	52.2282	27.0425
52.25	-3.417	307	2	202	1.0307	1.2562	15.9232	10.1067	18.8943	53.8372	27.4244	18.8943	53.8372	27.4244
52.25	-3.25	308	2	194	0.9537	1.2609	17.4237	8.3768	14.9726	53.4788	31.6685	14.9726	53.4788	31.6685
52.25	-3.083	309	2	187	0.9002	1.253	19.056	8.4256	15.8596	51.7366	32.3244	15.8596	51.7366	32.3244
52.25	-2.917	310	2	180	0.7798	1.1052	23.0215	13.9068	15.2588	52.3901	32.2984	15.2588	52.3901	32.2984
52.25	-2.75	311	2	193	1.039	1.2968	15.1354	7.3613	17.6115	49.4308	32.8935	17.6115	49.4308	32.8935
52.25	-2.583	312	2	200	1.1575	1.3363	11.4097	6.2688	18.3628	48.2676	33.4426	18.3628	48.2676	33.4426
52.25	-2.417	313	2	192	1.3389	1.4502	5.4991	2.9954	21.8868	44.5515	33.701	21.8868	44.5515	33.701
52.25	-2.25	314	2	205	1.4216	1.5234	3.5429	1.7359	21.5081	49.6034	29.4817	21.5081	49.6034	29.4817
52.25	-2.083	315	2	189	1.4423	1.5115	3.3751	1.8548	21.2195	51.283	27.8441	21.2195	51.283	27.8441
52.25	-1.917	316	1.4495	198	1.1529	1.2978	6.7421	3.5656	14.4905	55.3	29.8907	14.4905	55.3	29.8907
52.25	-1.75	317	1	179	0.9474	1.1192	8.7248	6.0596	13.9789	54.6224	31.6455	13.9789	54.6224	31.6455
52.25	-1.583	318	1	198	1.1227	1.3267	5.9813	2.3048	22.4703	46.8784	31.2122	22.4703	46.8784	31.2122
52.25	-1.417	319	2	45	0.7201	1.2378	26.9101	11.8296	11.3812	59.9144	28.7923	11.3812	59.9144	28.7923
52.25	-1.25	320	2	190	1.3192	1.4767	6.3247	3.8767	22.0206	53.8037	24.6732	22.0206	53.8037	24.6732
52.25	-1.083	321	2	189	1.0164	1.2055	18.2123	14.2323	26.9359	45.1531	28.0266	26.9359	45.1531	28.0266
52.25	-0.917	322	2	186	0.9897	1.2013	18.3146	13.6357	22.5249	49.3192	28.3631	22.5249	49.3192	28.3631
52.25	-0.75	323	2	187	0.5979	0.8806	32.8499	24.5598	19.0666	51.5348	28.4912	19.0666	51.5348	28.4912
52.25	-0.583	324	2	206	0.7514	1.0931	26.6159	16.1092	18.1452	49.4403	29.3123	18.1452	49.4403	29.3123
52.25	-0.417	325	2	183	0.6147	1.1388	30.7739	12.9593	15.6963	51.9863	32.3218	15.6963	51.9863	32.3218
52.25	-0.25	326	2	196	0.5082	1.0228	34.5539	17.3861	16.0346	52.2632	31.718	16.0346	52.2632	31.718
52.25	-0.083	327	2	189	0.7429	1.149	25.2279	12.4166	15.688	51.879	32.5889	15.688	51.879	32.5889
52.25	0.083	328	2	208	0.6382	1.0477	30.0986	16.5571	16.6507	50.1271	33.3272	16.6507	50.1271	33.3272
52.25	0.25	329	2	185	0.6009	1.0578	31.9265	16.4407	17.2503	50.2005	32.5714	17.2503	50.2005	32.5714
52.25	0.417	330	2	198	1.0137	1.2213	17.355	10.9457	19.4237	46.3091	34.5416	19.4237	46.3091	34.5416
52.25	0.583	331	2	180	1.2345	1.3833	9.5988	5.1344	21.1008	43.7386	35.3038	21.1008	43.7386	35.3038
52.25	0.75	332	1.9949	196	1.126	1.3387	13.484	8.1744	18.885	54.0367	27.317	18.885	54.0367	27.317
52.25	0.917	333	1.7444	180	1.0586	1.2763	14.1706	8.0514	18.438	51.0552	30.7084	18.438	51.0552	30.7084
52.25	1.083	334	1.2984	191	0.6657	0.8991	20.3426	14.9002	13.6594	50.7697	35.4041	13.6594	50.7697	35.4041
52.25	1.25	335	1	179	0.7488	0.9442	15.8104	12.2047	15.6038	51.2805	33.3652	15.6038	51.2805	33.3652
52.25	1.417	336	1	205	1.0697	1.292	7.5874	2.8721	22.0208	45.8571	32.7472	22.0208	45.8571	32.7472
52.25	1.583	337	1	180	1.1318	1.3545	5.8824	2.2559	26.4256	40.273	34.0216	26.4256	40.273	34.0216
52.417	-3.917	338	1	122	1.265	1.4295	2.5258	1.0823	24.7753	42.3818	32.3158	25.1025	42.5284	32.7535
52.417	-3.75	339	2	191	0.6824	0.9206	30.4876	23.1746	17.3521	53.1441	29.0399	17.3521	53.1441	29.0399
52.417	-3.583	340	2	177	0.5222	0.831	35.4038	25.2371	14.2984	52.1962	27.4373	14.2984	52.1962	27.4373
52.417	-3.417	341	2	187	0.4184	0.739	39.5586	28.8436	16.3888	52.0036	31.1478	16.3888	52.0036	31.1478
52.417	-3.25	342	2	196	0.6077	0.9925	31.4452	18.9195	16.5748	51.2213	32.2708	16.5748	51.2213	32.2708
52.417	-3.083	343	2	185	1.0357	1.2908	15.6299	7.8148	16.8103	50.5382	32.7365	16.8103	50.5382	32.7365
52.417	-2.917	344	2	206	1.1054	1.3116	11.8728	6.9872	16.4494	53.9548	29.6735	16.4494	53.9548	29.6735
52.417	-2.75	345	2	190	0.6249	0.971	31.031	20.0044	17.0915	51.407	31.5843	17.0915	51.407	31.5843
52.417	-2.583	346	2	200	1.1463	1.3396	11.0741	6.7956	18.4453	52.1948	29.5371	18.4453	52.1948	29.5371
52.417	-2.417	347	2	183	0.7564	1.1382	26.147	13.7835	18.7569	48.6484	32.6707	18.7569	48.6484	32.6707
52.417	-2.25	348	2	196	0.6631	1.0935	29.8199	15.193	17.1686	50.2274	32.6447	17.1686	50.2274	32.6447
52.417	-2.083	349	2	198	0.7271	1.1234	27.864	15.1045	18.6529	49.9478	31.3283	18.6529	49.9478	31.3283
52.417	-1.917	350	1.8985	197	0.6714	0.9782	31.616	22.179	22.1525	48.9329	28.6797	22.1525	48.9329	28.6797
52.417	-1.75	351	1.2155	181	0.366	0.7806	38.3538	23.4235	21.9692	40.8471	36.872	21.9692	40.8471	36.872
52.417	-1.583	352	1	175	0.3715	0.8397	32.7231	17.086	21.132	40.5776	38.8748	21.132	40.5776	38.8748
52.417	-1.417	353	1	208	0.6238	1.0175	19.179	9.8324	23.5895	37.5798	39.4806	23.5895	37.5798	39.4806
52.417	-1.25	354	1	186	0.6875	1.0686	16.8928	7.976	23.1367	40.5753	36.8683	23.1367	40.5753	36.8683
52.417	-1.083	355	1	202	0.9629	1.254	10.5752	4.4691	27.5267	37.9806	35.2094	27.5267	37.9806	35.2094
52.417	-0.917	356	1	190	1.2377	1.4211	2.8456	1.2051	32.0794	35.7812	32.9557	32.0794	35.7812	32.9557
52.417	-0.75	357	1	184	1.2631	1.4439	2.4808	1.0647	30.1988	35.9117	34.3575	30.2785	35.9469	34.4823
52.417	-0.583	358	2	181	0.4368	0.6621	38.8415	31.1176	16.6911	51.7949	31.5984	16.6911	51.7949	31.5984
52.417	-0.417	359	2	202	0.5426	0.9847	33.6913	18.4995	13.6289	45.8771	28.777	13.6289	45.8771	28.777
52.417	-0.25	360	2	188	0.5812	0.9521	32.743	20.3523	13.6114	51.4655	27.4756	13.6114	51.4655	27.4756
52.417	-0.083	361	2	192	0.8109	1.0044	24.891	18.3802	16.4291	50.1883	31.7077	16.4291	50.1883	31.7077
52.417	0.083	362	2	207	0.8249	1.0756	23.303	15.8513	17.9675	49.7128	32.3888	17.9675	49.7128	32.3888
52.417	0.25	363	2	185	1.2119	1.3332	9.4394	6.4339	17.0969	51.291	31.5501	17.0969	51.291	31.5501
52.417	0.417	364	2	193	1.0569	1.2112	12.2995	9.9914	14.4759	59.7208	25.8667	14.4759	59.7208	25.8667
52.417	0.583	365	2	189	1.188	1.3415	8.6091	6.3163	18.1491	54.3719	27.6998	18.1491	54.3719	27.6998
52.417	0.75	366	2	201	1.269	1.4614	6.5188	3.5323	22.674	49.5674	27.6371	22.674	49.5674	27.6371
52.417	0.917	367	1.8835	206	1.0181	1.2857	15.8174	10.2743	23.9442	50.6202	25.3333	23.9442	50.6202	25.3333
52.417	1.083	368	1.4056	180	1.0867	1.3495	9.9709	6.0213	22.4301	51.9774	25.589	22.4301	51.9774	25.589
52.417	1.25	369	1.0254	197	0.8205	1.1549	17.0673	8.9407	23.9322	40.3983	35.7819	23.9322	40.3983	35.7819
52.417	1.417	370	1	148	0.4161	0.7384	39.0442	25.548	22.4998	36.7776	41.3929	22.4998	36.7776	41.3929
52.417	1.583	371	1	186	0.4051	0.8247	35.5281	20.1397	23.1711	34.4355	43.1309	23.1711	34.4355	43.1309
52.417	1.75	372	1	198	0.8951	1.2154	11.3761	5.1322	25.3908	38.2742	37.0699	25.3908	38.2742	37.0699
52.583	-3.917	373	1	180	1.0724	1.3218	6.4802	2.7782	26.9062	36.8655	37.0236	26.9062	36.8655	37.0236
52.583	-3.75	374	1	198	1.2319	1.4301	2.8277	1.1949	29.9102	35.6279	35.3179	29.9102	35.6279	35.3179
52.583	-3.583	375	1	186	1.2294	1.4112	3.1848	1.9208	34.1249	31.7654	34.9297	34.1249	31.7654	34.9297
52.583	-3.417	376	1	192	1.2374	1.415	2.6529	1.2212	37.5304	27.3222	35.8245	37.5304	27.3222	35.8245
52.583	-3.25	377	2	174	0.6507	0.7753	30.6986	26.7506	17.1665	50.6186	32.2571	17.1665	50.6186	32.2571
52.583	-3.083	378	2	178	0.7165	0.7846	28.7246	26.4442	17.4435	49.1813	33.1508	17.4435	49.1813	33.1508
52.583	-2.917	379	2	167	1.1154	1.2459	13.3994	9.2416	19.9831	43.334	35.6606	19.9831	43.334	35.6606
52.583	-2.75	380	2	186	0.8526	1.1033	22.1844	14.6358	14.2598	54.4646	29.4325	14.2598	54.4646	29.4325
52.583	-2.583	381	2	199	1.0459	1.2334	15.9857	10.161	17.7906	49.4743	32.7457	17.7906	49.4743	32.7457
52.583	-2.417	382	2	187	1.1885	1.3506	8.8879	5.3337	17.4676	50.792	31.3359	17.4676	50.792	31.3359
52.583	-2.25	383	2	156	0.8781	1.0669	19.9302	15.0103	11.8542	58.75	25.7904	11.8542	58.75	25.7904
52.583	-2.083	384	2	92	0.9714	1.2009	15.2296	9.6998	11.4939	59.151	25.424	11.4939	59.151	25.424
52.583	-1.917	385	1.2642	53	1.2017	1.3043	5.1756	3.5835	15.0993	40.017	40.6027	15.2182	41.6647	40.86
52.583	-1.75	386	1.1172	145	1.0467	1.1938	9.4997	8.1334	19.5624	32.4619	42.8618	19.5624	32.4619	42.8618
52.583	-1.583	387	1.0537	149	1.1809	1.3624	3.5758	1.8739	17.2945	50.5285	29.056	17.2945	50.5285	29.056
52.583	-1.417	388	1	202	1.1792	1.3809	4.0176	2.5105	20.2439	53.813	25.9151	20.2439	53.813	25.9151
52.583	-1.25	389	1	208	1.1271	1.3264	4.6688	2.742	12.7124	67.931	19.3833	12.7124	67.931	19.3833
52.583	-1.083	390	1	153	0.6717	0.9276	20.9175	16.1	23.1438	38.9392	38.6132	23.1438	38.9392	38.6132
52.583	-0.917	391	1	204	0.8034	1.0795	15.5693	10.855	25.552	35.7655	39.4411	25.552	35.7655	39.4411
52.583	-0.75	392	1	208	0.8875	1.1831	11.4996	6.5594	25.2514	36.9493	38.5472	25.2514	36.9493	38.5472
52.583	-0.583	393	1	189	0.9669	1.2702	8.6766	3.8737	26.0382	37.5668	37.1467	26.0382	37.5668	37.1467
52.583	-0.417	394	1	209	1.1312	1.3709	4.7055	1.8393	26.9729	38.5594	35.2449	26.9729	38.5594	35.2449
52.583	-0.25	395	1	209	1.2211	1.4282	2.8584	1.1777	27.2707	40.5398	32.9603	27.2707	40.5398	32.9603
52.583	-0.083	396	1	189	1.229	1.4175	2.7565	1.1838	30.2798	37.1158	33.4123	30.2798	37.1158	33.4123
52.583	0.083	397	1	200	1.2039	1.3695	2.8933	1.3716	35.6838	27.8225	37.0545	35.6838	27.8225	37.0545
52.583	0.25	398	2	73	1.1696	1.3944	7.7377	4.7369	17.3053	55.8364	26.4758	17.3053	55.8364	26.4758
52.583	0.417	399	2	78	1.1923	1.3164	10.0332	7.6673	19.8417	47.6824	32.4736	19.8417	47.6824	32.4736
52.583	0.583	400	2	152	1.2187	1.3452	8.5343	6.256	19.1543	48.859	31.9831	19.1543	48.859	31.9831
52.583	0.75	401	2	46	1.3124	1.4116	6.1826	4.053	18.595	48.3125	33.1666	18.595	48.3125	33.1666
52.583	0.917	402	1	165	1.1908	1.3752	4.0192	2.793	22.8739	45.9523	31.3615	22.8912	46.0684	31.4063
52.583	1.083	403	1	197	1.1435	1.3308	4.0115	2.2983	22.4717	44.5848	33.2706	22.4717	44.5848	33.2706
52.583	1.25	404	1	194	0.9687	1.1387	10.7946	8.3988	23.0397	41.9769	35.1968	23.0397	41.9769	35.1968
52.583	1.417	405	1	202	1.1878	1.408	3.0519	1.3129	23.5246	47.5552	28.98	23.5246	47.5552	28.98
52.583	1.583	406	1	191	1.1615	1.3526	3.1355	1.3062	13.3635	66.9528	19.7667	13.3635	66.9528	19.7667
52.583	1.75	407	1	171	1.0493	1.196	8.9182	6.5167	13.4339	62.5264	24.173	13.4339	62.5264	24.173
52.75	-4.083	408	1	117	0.6383	0.8768	22.1037	17.7617	24.1483	36.5448	40.0386	24.1483	36.5448	40.0386
52.75	-3.917	409	1	147	0.5115	0.7542	27.1457	22.5297	24.1984	34.5414	42.0152	24.1984	34.5414	42.0152
52.75	-3.75	410	1	160	0.6101	0.942	20.3172	13.5423	23.5051	36.7539	40.4188	23.5051	36.7539	40.4188
52.75	-3.583	411	1	197	0.741	1.074	16.0447	8.7227	22.172	41.2513	37.2349	22.172	41.2513	37.2349
52.75	-3.417	412	1	198	1.2163	1.4347	2.9855	1.2212	28.1787	37.7723	34.9166	28.1787	37.7723	34.9166
52.75	-3.25	413	1	180	1.2394	1.4249	2.6289	1.1315	29.1222	38.3424	33.2476	29.1222	38.3424	33.2476
52.75	-3.083	414	1	198	1.2286	1.399	2.7024	1.2184	30.9704	35.5776	34.1864	30.9704	35.5776	34.1864
52.75	-2.917	415	1	125	1.2421	1.4245	2.5771	1.1104	32.8924	34.2255	33.3616	32.9505	34.2655	33.4168
52.75	-2.75	416	1	176	0.7583	0.9217	14.1762	9.8644	19.1982	39.3841	41.3182	19.1982	39.3841	41.3182
