-22.000   28.000   1
-22.000   28.500   1
-22.000   29.000   5
-22.000   29.500   6
-22.000   30.000   5
-22.000   30.500  33
-22.000   31.000  70
-22.000   31.500  33
-22.000   32.000  52
-22.500   28.000   0
-22.500   28.500   0
-22.500   29.000   2
-22.500   29.500   2
-22.500   30.000   2
-22.500   30.500  18
-22.500   31.000  83
-22.500   31.500  52
-22.500   32.000  48
-23.000   27.000   1
-23.000   27.500   3
-23.000   28.000   3
-23.000   28.500   8
-23.000   29.000  10
-23.000   29.500  12
-23.000   30.000   6
-23.000   30.500  21
-23.000   31.000  79
-23.000   31.500  40
-23.000   32.000  70
-23.500   26.500   4
-23.500   27.000  34
-23.500   27.500  20
-23.500   28.000  45
-23.500   28.500  31
-23.500   29.000   4
-23.500   29.500   2
-23.500   30.000   0
-23.500   30.500  13
-23.500   31.000  76
-23.500   31.500  52
-23.500   32.000  26
-24.000   26.000   1
-24.000   26.500  10
-24.000   27.000  26
-24.000   27.500  72
-24.000   28.000  78
-24.000   28.500  54
-24.000   29.000  29
-24.000   29.500  37
-24.000   30.000   0
-24.000   30.500  33
-24.000   31.000  88
-24.000   31.500  95
-24.000   32.000  52
-24.500   26.000   1
-24.500   26.500  13
-24.500   27.000  36
-24.500   27.500  38
-24.500   28.000  56
-24.500   28.500  31
-24.500   29.000  37
-24.500   29.500  26
-24.500   30.000   0
-24.500   30.500   1
-24.500   31.000  45
-24.500   31.500  87
-24.500   32.000  72
-25.000   20.000   0
-25.000   20.500   0
-25.000   21.000   0
-25.000   22.500  69
-25.000   23.000   3
-25.000   23.500   0
-25.000   24.000   0
-25.000   24.500   0
-25.000   25.000   0
-25.000   25.500   0
-25.000   26.000   1
-25.000   26.500   8
-25.000   27.000  40
-25.000   27.500  42
-25.000   28.000  49
-25.000   28.500  31
-25.000   29.000  35
-25.000   29.500  37
-25.000   30.000  12
-25.000   30.500   0
-25.000   31.000   4
-25.000   31.500  77
-25.000   32.000  94
-25.500   20.000   0
-25.500   20.500   0
-25.500   21.000   0
-25.500   22.000  72
-25.500   22.500  23
-25.500   23.000  29
-25.500   23.500   1
-25.500   24.000   1
-25.500   24.500   0
-25.500   25.000   0
-25.500   25.500   0
-25.500   26.000  10
-25.500   26.500   9
-25.500   27.000  19
-25.500   27.500  13
-25.500   28.000  35
-25.500   28.500  46
-25.500   29.000  19
-25.500   29.500  41
-25.500   30.000   1
-25.500   30.500   0
-25.500   31.000   8
-25.500   31.500  53
-25.500   32.000  72
-26.000   20.000   0
-26.000   20.500   0
-26.000   21.000   0
-26.000   22.000  13
-26.000   22.500   0
-26.000   23.000  10
-26.000   23.500   0
-26.000   24.000   0
-26.000   24.500   0
-26.000   25.000   0
-26.000   25.500   1
-26.000   26.000   0
-26.000   26.500   1
-26.000   27.000  16
-26.000   27.500   6
-26.000   28.000  11
-26.000   28.500   3
-26.000   29.000   0
-26.000   29.500   0
-26.000   30.000   0
-26.000   30.500   0
-26.000   31.000   1
-26.000   31.500  17
-26.000   32.000  38
-26.000   32.500  28
-26.000   33.000  28
-26.500   20.000   0
-26.500   20.500   0
-26.500   21.000   0
-26.500   21.500   0
-26.500   22.000  13
-26.500   22.500   7
-26.500   23.000   3
-26.500   23.500   0
-26.500   24.000   0
-26.500   24.500   0
-26.500   25.000   0
-26.500   25.500   0
-26.500   26.000   1
-26.500   26.500   3
-26.500   27.000   2
-26.500   27.500   0
-26.500   28.000   0
-26.500   28.500   0
-26.500   29.000   0
-26.500   29.500   0
-26.500   30.000   0
-26.500   30.500   0
-26.500   31.000   0
-26.500   31.500  10
-26.500   32.000  46
-26.500   32.500  60
-26.500   33.000  23
-27.000   20.000   0
-27.000   20.500   5
-27.000   21.000   2
-27.000   21.500   3
-27.000   22.000   2
-27.000   22.500   5
-27.000   23.000   0
-27.000   23.500   1
-27.000   24.000   0
-27.000   24.500   0
-27.000   25.000   0
-27.000   25.500   0
-27.000   26.000   1
-27.000   26.500   0
-27.000   27.000   4
-27.000   27.500   8
-27.000   28.000   0
-27.000   28.500   0
-27.000   29.000   0
-27.000   29.500   0
-27.000   30.000   0
-27.000   30.500   0
-27.000   31.000   0
-27.000   31.500  11
-27.000   32.000  48
-27.000   32.500  35
-27.000   33.000   6
-27.500   20.000   1
-27.500   20.500   1
-27.500   21.000   0
-27.500   21.500   0
-27.500   22.000   0
-27.500   22.500   1
-27.500   23.000   0
-27.500   23.500   0
-27.500   24.000   0
-27.500   24.500   0
-27.500   25.000   0
-27.500   25.500   0
-27.500   26.000   0
-27.500   26.500   0
-27.500   27.000   0
-27.500   27.500   0
-27.500   28.000   0
-27.500   28.500   0
-27.500   29.000   0
-27.500   29.500   0
-27.500   30.000   1
-27.500   30.500   0
-27.500   31.000   6
-27.500   31.500  34
-27.500   32.000  45
-27.500   32.500  34
-27.500   33.000   3
-28.000   16.500   0
-28.000   17.000   0
-28.000   17.500   0
-28.000   20.000   0
-28.000   20.500   0
-28.000   21.000   0
-28.000   21.500   0
-28.000   22.000   0
-28.000   22.500   0
-28.000   23.000   2
-28.000   23.500   0
-28.000   24.000   0
-28.000   24.500   0
-28.000   25.000   0
-28.000   25.500   0
-28.000   26.000   0
-28.000   26.500   0
-28.000   27.000   0
-28.000   27.500   0
-28.000   28.000   0
-28.000   28.500   0
-28.000   29.000   0
-28.000   29.500   0
-28.000   30.000   2
-28.000   30.500   0
-28.000   31.000   8
-28.000   31.500  12
-28.000   32.000  20
-28.000   32.500   5
-28.500   16.500   0
-28.500   17.000   0
-28.500   17.500   0
-28.500   18.000   0
-28.500   19.000   0
-28.500   19.500   0
-28.500   20.000   0
-28.500   20.500   0
-28.500   21.000   0
-28.500   21.500   0
-28.500   22.000   0
-28.500   22.500   0
-28.500   23.000   0
-28.500   23.500   0
-28.500   24.000   0
-28.500   24.500   0
-28.500   25.000   0
-28.500   25.500   0
-28.500   26.000   0
-28.500   26.500   0
-28.500   27.000   0
-28.500   27.500   0
-28.500   28.000   0
-28.500   28.500   0
-28.500   29.000   0
-28.500   29.500   0
-28.500   30.000   1
-28.500   30.500   1
-28.500   31.000   0
-28.500   31.500  10
-28.500   32.000  13
-28.500   32.500   0
-29.000   16.500   0
-29.000   17.000   0
-29.000   17.500   0
-29.000   18.000   0
-29.000   18.500   0
-29.000   19.000   0
-29.000   19.500   1
-29.000   20.000   0
-29.000   20.500   0
-29.000   21.000   1
-29.000   21.500   0
-29.000   22.000   0
-29.000   22.500   0
-29.000   23.000   0
-29.000   23.500   0
-29.000   24.000   0
-29.000   24.500   0
-29.000   25.000   0
-29.000   25.500   0
-29.000   26.000   0
-29.000   26.500   0
-29.000   27.000   0
-29.000   27.500   0
-29.000   28.000   0
-29.000   28.500   0
-29.000   29.000   0
-29.000   29.500   0
-29.000   30.000   2
-29.000   30.500   1
-29.000   31.000   0
-29.000   31.500   0
-29.000   32.000   0
-29.500   17.000   0
-29.500   17.500   0
-29.500   18.000   0
-29.500   18.500   0
-29.500   19.000   0
-29.500   19.500   0
-29.500   20.000   0
-29.500   20.500   0
-29.500   21.000   1
-29.500   21.500   0
-29.500   22.000   0
-29.500   22.500   0
-29.500   23.000   1
-29.500   23.500   0
-29.500   24.000   0
-29.500   24.500   0
-29.500   25.000   0
-29.500   25.500   0
-29.500   26.000   0
-29.500   26.500   0
-29.500   27.000   0
-29.500   27.500   0
-29.500   28.000   0
-29.500   28.500   0
-29.500   29.000   0
-29.500   29.500   0
-29.500   30.000   0
-29.500   30.500   0
-29.500   31.000   0
-29.500   31.500   0
-30.000   17.000   0
-30.000   17.500   0
-30.000   18.000   0
-30.000   18.500   0
-30.000   19.000   0
-30.000   19.500   0
-30.000   20.000   0
-30.000   20.500   0
-30.000   21.000   0
